8987;01.09.20 09:31:00;22;Avvicinamento pre-pressata pressata Fuori Ingombro;wrong softlimit spindle data (74);20200831135444P0003;
0,00;0,00;97,17;0,03;0,00;0,00;
0,00;0,00;97,31;0,03;0,00;0,00;
0,00;0,00;97,45;0,03;0,00;0,00;
0,00;0,00;97,60;0,03;0,00;0,00;
0,00;0,00;97,74;0,03;0,00;0,00;
0,00;0,00;97,89;0,03;0,00;0,00;
0,00;0,00;98,03;0,03;0,00;0,00;
0,00;0,00;98,17;0,03;0,00;0,00;
0,00;0,00;98,32;0,03;0,00;0,00;
0,00;0,00;98,46;0,03;0,00;0,00;
0,00;0,00;98,61;0,03;0,00;0,00;
0,00;0,00;98,75;0,03;0,00;0,00;
0,00;0,00;98,89;0,03;0,00;0,00;
0,00;0,00;99,04;0,03;0,00;0,00;
0,00;0,00;99,18;0,03;0,00;0,00;
0,00;0,00;99,33;0,03;0,00;0,00;
0,00;0,00;99,47;0,03;0,00;0,00;
0,00;0,00;99,61;0,03;0,00;0,00;
0,00;0,00;99,76;0,03;0,00;0,00;
0,00;0,00;99,90;0,03;0,00;0,00;
0,00;0,00;100,05;0,03;0,00;0,00;
0,00;0,00;100,19;0,03;0,00;0,00;
0,00;0,00;100,33;0,03;0,00;0,00;
0,00;0,00;100,48;0,03;0,00;0,00;
0,00;0,00;100,62;0,03;0,00;0,00;
0,00;0,00;100,77;0,03;0,00;0,00;
0,00;0,00;100,91;0,03;0,00;0,00;
0,00;0,00;101,06;0,03;0,00;0,00;
0,00;0,00;101,20;0,03;0,00;0,00;
0,00;0,00;101,34;0,03;0,00;0,00;
0,00;0,00;101,49;0,03;0,00;0,00;
0,00;0,00;101,63;0,03;0,00;0,00;
0,00;0,00;101,77;0,03;0,00;0,00;
0,00;0,00;101,92;0,03;0,00;0,00;
0,00;0,00;102,06;0,03;0,00;0,00;
0,00;0,00;102,21;0,03;0,00;0,00;
0,00;0,00;102,35;0,03;0,00;0,00;
0,00;0,00;102,49;0,03;0,00;0,00;
0,00;0,00;102,64;0,03;0,00;0,00;
0,00;0,00;102,78;0,03;0,00;0,00;
0,00;0,00;102,93;0,03;0,00;0,00;
0,00;0,00;103,07;0,03;0,00;0,00;
0,00;0,00;103,21;0,03;0,00;0,00;
0,00;0,00;103,36;0,03;0,00;0,00;
0,00;0,00;103,50;0,03;0,00;0,00;
0,00;0,00;103,65;0,03;0,00;0,00;
0,00;0,00;103,79;0,03;0,00;0,00;
0,00;0,00;103,93;0,03;0,00;0,00;
0,00;0,00;104,08;0,03;0,00;0,00;
0,00;0,00;104,22;0,03;0,00;0,00;
0,00;0,00;104,37;0,03;0,00;0,00;
0,00;0,00;104,51;0,03;0,00;0,00;
0,00;0,00;104,65;0,03;0,00;0,00;
0,00;0,00;104,80;0,03;0,00;0,00;
0,00;0,00;104,94;0,03;0,00;0,00;
0,00;0,00;105,09;0,03;0,00;0,00;
0,00;0,00;105,23;0,03;0,00;0,00;
0,00;0,00;105,37;0,03;0,00;0,00;
0,00;0,00;105,52;0,03;0,00;0,00;
0,00;0,00;105,66;0,03;0,00;0,00;
0,00;0,00;105,81;0,03;0,00;0,00;
0,00;0,00;105,95;0,03;0,00;0,00;
0,00;0,00;106,09;0,03;0,00;0,00;
0,00;0,00;106,24;0,03;0,00;0,00;
0,00;0,00;106,38;0,03;0,00;0,00;
0,00;0,00;106,53;0,03;0,00;0,00;
0,00;0,00;106,67;0,03;0,00;0,00;
0,00;0,00;106,81;0,03;0,00;0,00;
0,00;0,00;106,96;0,03;0,00;0,00;
0,00;0,00;107,10;0,03;0,00;0,00;
0,00;0,00;107,25;0,03;0,00;0,00;
0,00;0,00;107,39;0,03;0,00;0,00;
0,00;0,00;107,53;0,03;0,00;0,00;
0,00;0,00;107,68;0,03;0,00;0,00;
0,00;0,00;107,82;0,04;0,00;0,00;
0,00;0,00;107,97;0,03;0,00;0,00;
0,00;0,00;108,11;0,03;0,00;0,00;
0,00;0,00;108,25;0,03;0,00;0,00;
0,00;0,00;108,40;0,03;0,00;0,00;
0,00;0,00;108,54;0,03;0,00;0,00;
0,00;0,00;108,69;0,03;0,00;0,00;
0,00;0,00;108,83;0,03;0,00;0,00;
0,00;0,00;108,97;0,03;0,00;0,00;
0,00;0,00;109,12;0,03;0,00;0,00;
0,00;0,00;109,26;0,03;0,00;0,00;
0,00;0,00;109,41;0,03;0,00;0,00;
0,00;0,00;109,55;0,03;0,00;0,00;
0,00;0,00;109,69;0,03;0,00;0,00;
0,00;0,00;109,84;0,03;0,00;0,00;
0,00;0,00;109,98;0,03;0,00;0,00;
0,00;0,00;110,13;0,03;0,00;0,00;
0,00;0,00;110,27;0,03;0,00;0,00;
0,00;0,00;110,41;0,03;0,00;0,00;
0,00;0,00;110,56;0,03;0,00;0,00;
0,00;0,00;110,70;0,03;0,00;0,00;
0,00;0,00;110,85;0,03;0,00;0,00;
0,00;0,00;110,99;0,03;0,00;0,00;
0,00;0,00;111,13;0,03;0,00;0,00;
0,00;0,00;111,28;0,03;0,00;0,00;
0,00;0,00;111,42;0,03;0,00;0,00;
0,00;0,00;111,56;0,03;0,00;0,00;
0,00;0,00;111,71;0,03;0,00;0,00;
0,00;0,00;111,85;0,03;0,00;0,00;
0,00;0,00;112,00;0,03;0,00;0,00;
0,00;0,00;112,14;0,03;0,00;0,00;
0,00;0,00;112,29;0,03;0,00;0,00;
0,00;0,00;112,43;0,03;0,00;0,00;
0,00;0,00;112,57;0,03;0,00;0,00;
0,00;0,00;112,72;0,03;0,00;0,00;
0,00;0,00;112,86;0,03;0,00;0,00;
0,00;0,00;113,01;0,03;0,00;0,00;
0,00;0,00;113,15;0,03;0,00;0,00;
0,00;0,00;113,29;0,03;0,00;0,00;
0,00;0,00;113,44;0,03;0,00;0,00;
0,00;0,00;113,58;0,03;0,00;0,00;
0,00;0,00;113,73;0,03;0,00;0,00;
0,00;0,00;113,87;0,03;0,00;0,00;
0,00;0,00;114,01;0,03;0,00;0,00;
0,00;0,00;114,16;0,03;0,00;0,00;
0,00;0,00;114,30;0,03;0,00;0,00;
0,00;0,00;114,45;0,03;0,00;0,00;
0,00;0,00;114,59;0,03;0,00;0,00;
0,00;0,00;114,73;0,03;0,00;0,00;
0,00;0,00;114,88;0,03;0,00;0,00;
0,00;0,00;115,02;0,03;0,00;0,00;
0,00;0,00;115,17;0,03;0,00;0,00;
0,00;0,00;115,31;0,03;0,00;0,00;
0,00;0,00;115,45;0,03;0,00;0,00;
0,00;0,00;115,60;0,03;0,00;0,00;
0,00;0,00;115,74;0,03;0,00;0,00;
0,00;0,00;115,88;0,03;0,00;0,00;
0,00;0,00;116,03;0,02;0,00;0,00;
0,00;0,00;116,17;0,03;0,00;0,00;
0,00;0,00;116,32;0,03;0,00;0,00;
0,00;0,00;116,46;0,03;0,00;0,00;
0,00;0,00;116,60;0,03;0,00;0,00;
0,00;0,00;116,75;0,03;0,00;0,00;
0,00;0,00;116,89;0,03;0,00;0,00;
0,00;0,00;117,04;0,03;0,00;0,00;
0,00;0,00;117,18;0,03;0,00;0,00;
0,00;0,00;117,33;0,03;0,00;0,00;
0,00;0,00;117,47;0,03;0,00;0,00;
0,00;0,00;117,61;0,03;0,00;0,00;
0,00;0,00;117,76;0,03;0,00;0,00;
0,00;0,00;117,90;0,03;0,00;0,00;
0,00;0,00;118,05;0,03;0,00;0,00;
0,00;0,00;118,19;0,03;0,00;0,00;
0,00;0,00;118,33;0,03;0,00;0,00;
0,00;0,00;118,48;0,03;0,00;0,00;
0,00;0,00;118,62;0,03;0,00;0,00;
0,00;0,00;118,77;0,03;0,00;0,00;
0,00;0,00;118,91;0,03;0,00;0,00;
0,00;0,00;119,05;0,03;0,00;0,00;
0,00;0,00;119,20;0,03;0,00;0,00;
0,00;0,00;119,34;0,03;0,00;0,00;
0,00;0,00;119,49;0,03;0,00;0,00;
0,00;0,00;119,63;0,03;0,00;0,00;
0,00;0,00;119,77;0,03;0,00;0,00;
0,00;0,00;119,92;0,03;0,00;0,00;
0,00;0,00;120,06;0,03;0,00;0,00;
0,00;0,00;120,21;0,03;0,00;0,00;
0,00;0,00;120,35;0,03;0,00;0,00;
0,00;0,00;120,50;0,03;0,00;0,00;
0,00;0,00;120,64;0,03;0,00;0,00;
0,00;0,00;120,78;0,03;0,00;0,00;
0,00;0,00;120,93;0,03;0,00;0,00;
0,00;0,00;121,07;0,03;0,00;0,00;
0,00;0,00;121,21;0,03;0,00;0,00;
0,00;0,00;121,36;0,03;0,00;0,00;
0,00;0,00;121,50;0,03;0,00;0,00;
0,00;0,00;121,65;0,03;0,00;0,00;
0,00;0,00;121,79;0,03;0,00;0,00;
0,00;0,00;121,93;0,03;0,00;0,00;
0,00;0,00;122,08;0,03;0,00;0,00;
0,00;0,00;122,22;0,03;0,00;0,00;
0,00;0,00;122,37;0,03;0,00;0,00;
0,00;0,00;122,51;0,03;0,00;0,00;
0,00;0,00;122,65;0,03;0,00;0,00;
0,00;0,00;122,80;0,03;0,00;0,00;
0,00;0,00;122,94;0,03;0,00;0,00;
0,00;0,00;123,09;0,03;0,00;0,00;
0,00;0,00;123,23;0,03;0,00;0,00;
0,00;0,00;123,37;0,03;0,00;0,00;
0,00;0,00;123,52;0,03;0,00;0,00;
0,00;0,00;123,66;0,03;0,00;0,00;
0,00;0,00;123,81;0,03;0,00;0,00;
0,00;0,00;123,95;0,03;0,00;0,00;
0,00;0,00;124,09;0,03;0,00;0,00;
0,00;0,00;124,24;0,03;0,00;0,00;
0,00;0,00;124,38;0,03;0,00;0,00;
0,00;0,00;124,53;0,03;0,00;0,00;
0,00;0,00;124,67;0,03;0,00;0,00;
0,00;0,00;124,81;0,03;0,00;0,00;
0,00;0,00;124,96;0,03;0,00;0,00;
0,00;0,00;125,10;0,03;0,00;0,00;
0,00;0,00;125,24;0,03;0,00;0,00;
0,00;0,00;125,39;0,03;0,00;0,00;
0,00;0,00;125,53;0,03;0,00;0,00;
0,00;0,00;125,68;0,03;0,00;0,00;
0,00;0,00;125,82;0,03;0,00;0,00;
0,00;0,00;125,97;0,03;0,00;0,00;
0,00;0,00;126,11;0,03;0,00;0,00;
0,00;0,00;126,25;0,03;0,00;0,00;
0,00;0,00;126,40;0,03;0,00;0,00;
0,00;0,00;126,54;0,03;0,00;0,00;
0,00;0,00;126,69;0,03;0,00;0,00;
0,00;0,00;126,83;0,03;0,00;0,00;
0,00;0,00;126,97;0,03;0,00;0,00;
0,00;0,00;127,12;0,03;0,00;0,00;
0,00;0,00;127,26;0,03;0,00;0,00;
0,00;0,00;127,41;0,03;0,00;0,00;
0,00;0,00;127,55;0,03;0,00;0,00;
0,00;0,00;127,69;0,03;0,00;0,00;
0,00;0,00;127,84;0,03;0,00;0,00;
0,00;0,00;127,98;0,03;0,00;0,00;
0,00;0,00;128,13;0,03;0,00;0,00;
0,00;0,00;128,27;0,03;0,00;0,00;
0,00;0,00;128,41;0,03;0,00;0,00;
0,00;0,00;128,56;0,03;0,00;0,00;
0,00;0,00;128,70;0,03;0,00;0,00;
0,00;0,00;128,85;0,03;0,00;0,00;
0,00;0,00;128,99;0,03;0,00;0,00;
0,00;0,00;129,13;0,03;0,00;0,00;
0,00;0,00;129,28;0,03;0,00;0,00;
0,00;0,00;129,42;0,03;0,00;0,00;
0,00;0,00;129,57;0,03;0,00;0,00;
0,00;0,00;129,71;0,02;0,00;0,00;
0,00;0,00;129,85;0,03;0,00;0,00;
0,00;0,00;130,00;0,03;0,00;0,00;
0,00;0,00;130,14;0,03;0,00;0,00;
0,00;0,00;130,29;0,03;0,00;0,00;
0,00;0,00;130,43;0,03;0,00;0,00;
0,00;0,00;130,58;0,03;0,00;0,00;
0,00;0,00;130,72;0,03;0,00;0,00;
0,00;0,00;130,86;0,03;0,00;0,00;
0,00;0,00;131,01;0,03;0,00;0,00;
0,00;0,00;131,15;0,03;0,00;0,00;
0,00;0,00;131,29;0,03;0,00;0,00;
0,00;0,00;131,44;0,03;0,00;0,00;
0,00;0,00;131,58;0,02;0,00;0,00;
0,00;0,00;131,73;0,03;0,00;0,00;
0,00;0,00;131,87;0,03;0,00;0,00;
0,00;0,00;132,01;0,03;0,00;0,00;
0,00;0,00;132,16;0,03;0,00;0,00;
0,00;0,00;132,30;0,02;0,00;0,00;
0,00;0,00;132,45;0,02;0,00;0,00;
0,00;0,00;132,59;0,02;0,00;0,00;
0,00;0,00;132,73;0,03;0,00;0,00;
0,00;0,00;132,88;0,03;0,00;0,00;
0,00;0,00;133,02;0,03;0,00;0,00;
0,00;0,00;133,17;0,03;0,00;0,00;
0,00;0,00;133,31;0,03;0,00;0,00;
0,00;0,00;133,45;0,02;0,00;0,00;
0,00;0,00;133,60;0,03;0,00;0,00;
0,00;0,00;133,74;0,03;0,00;0,00;
0,00;0,00;133,89;0,03;0,00;0,00;
0,00;0,00;134,03;0,03;0,00;0,00;
0,00;0,00;134,17;0,03;0,00;0,00;
0,00;0,00;134,32;0,03;0,00;0,00;
0,00;0,00;134,46;0,03;0,00;0,00;
0,00;0,00;134,60;0,03;0,00;0,00;
0,00;0,00;134,75;0,03;0,00;0,00;
0,00;0,00;134,89;0,03;0,00;0,00;
0,00;0,00;135,04;0,23;0,00;0,00;
0,00;0,00;135,17;1,50;0,00;0,00;
0,00;0,00;135,19;1,80;0,00;0,00;
0,00;0,00;135,19;1,75;0,00;0,00;
0,00;0,00;135,19;1,77;0,00;0,00;
0,00;0,00;135,20;1,78;0,00;0,00;
