8998;01.09.20 10:32:57;10;Repair_strategy;force > max. force (8);20200831135444P0037;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;17,76;0,04;0,00;0,00;
0,00;0,00;18,55;0,04;0,00;0,00;
0,00;0,00;19,84;0,04;0,00;0,00;
0,00;0,00;21,65;0,05;0,00;0,00;
0,00;0,00;23,97;0,04;0,00;0,00;
0,00;0,00;26,80;0,05;0,00;0,00;
0,00;0,00;30,14;0,04;0,00;0,00;
0,00;0,00;33,62;0,03;0,00;0,00;
0,00;0,00;37,15;0,03;0,00;0,00;
0,00;0,00;40,67;0,04;0,00;0,00;
0,00;0,00;44,19;0,04;0,00;0,00;
0,00;0,00;47,71;0,01;0,00;0,00;
0,00;0,00;51,23;0,03;0,00;0,00;
0,00;0,00;54,74;0,02;0,00;0,00;
0,00;0,00;58,27;0,03;0,00;0,00;
0,00;0,00;61,79;0,04;0,00;0,00;
0,00;0,00;65,31;0,02;0,00;0,00;
0,00;0,00;68,83;0,02;0,00;0,00;
0,00;0,00;72,35;0,04;0,00;0,00;
0,00;0,00;75,87;0,02;0,00;0,00;
0,00;0,00;79,39;0,04;0,00;0,00;
0,00;0,00;82,91;0,02;0,00;0,00;
0,00;0,00;86,43;0,02;0,00;0,00;
0,00;0,00;89,95;0,01;0,00;0,00;
0,00;0,00;93,47;0,04;0,00;0,00;
0,00;0,00;96,99;0,04;0,00;0,00;
0,00;0,00;100,51;0,03;0,00;0,00;
0,00;0,00;103,86;0,01;0,00;0,00;
0,00;0,00;106,73;-0,00;0,00;0,00;
0,00;0,00;112,31;-0,02;0,00;0,00;
0,00;0,00;113,15;-0,01;0,00;0,00;
0,00;0,00;113,49;-0,01;0,00;0,00;
0,00;0,00;113,51;0,01;0,00;0,00;
0,00;0,00;113,57;0,03;0,00;0,00;
0,00;0,00;113,65;0,01;0,00;0,00;
0,00;0,00;113,73;0,02;0,00;0,00;
0,00;0,00;113,81;0,01;0,00;0,00;
0,00;0,00;113,89;0,01;0,00;0,00;
0,00;0,00;113,97;0,02;0,00;0,00;
0,00;0,00;114,05;0,03;0,00;0,00;
0,00;0,00;114,13;0,02;0,00;0,00;
0,00;0,00;114,21;0,03;0,00;0,00;
0,00;0,00;114,29;0,03;0,00;0,00;
0,00;0,00;114,37;0,02;0,00;0,00;
0,00;0,00;114,45;0,03;0,00;0,00;
0,00;0,00;114,53;0,03;0,00;0,00;
0,00;0,00;114,61;0,03;0,00;0,00;
0,00;0,00;114,69;0,03;0,00;0,00;
0,00;0,00;114,77;0,02;0,00;0,00;
0,00;0,00;114,85;0,02;0,00;0,00;
0,00;0,00;114,93;0,02;0,00;0,00;
0,00;0,00;115,01;0,03;0,00;0,00;
0,00;0,00;115,09;0,03;0,00;0,00;
0,00;0,00;115,18;0,03;0,00;0,00;
0,00;0,00;115,25;0,03;0,00;0,00;
0,00;0,00;115,33;0,02;0,00;0,00;
0,00;0,00;115,41;0,03;0,00;0,00;
0,00;0,00;115,50;0,03;0,00;0,00;
0,00;0,00;115,57;0,02;0,00;0,00;
0,00;0,00;115,65;0,03;0,00;0,00;
0,00;0,00;115,73;0,03;0,00;0,00;
0,00;0,00;115,81;0,03;0,00;0,00;
0,00;0,00;115,89;0,03;0,00;0,00;
0,00;0,00;115,98;0,03;0,00;0,00;
0,00;0,00;116,05;0,03;0,00;0,00;
0,00;0,00;116,13;0,03;0,00;0,00;
0,00;0,00;116,21;0,02;0,00;0,00;
0,00;0,00;116,30;0,03;0,00;0,00;
0,00;0,00;116,38;0,03;0,00;0,00;
0,00;0,00;116,45;0,03;0,00;0,00;
0,00;0,00;116,53;0,03;0,00;0,00;
0,00;0,00;116,61;0,01;0,00;0,00;
0,00;0,00;116,70;0,03;0,00;0,00;
0,00;0,00;116,78;0,03;0,00;0,00;
0,00;0,00;116,86;0,02;0,00;0,00;
0,00;0,00;116,93;0,01;0,00;0,00;
0,00;0,00;117,01;0,03;0,00;0,00;
0,00;0,00;117,09;0,03;0,00;0,00;
0,00;0,00;117,17;0,02;0,00;0,00;
0,00;0,00;117,25;0,03;0,00;0,00;
0,00;0,00;117,33;0,03;0,00;0,00;
0,00;0,00;117,41;0,03;0,00;0,00;
0,00;0,00;117,49;0,03;0,00;0,00;
0,00;0,00;117,57;0,03;0,00;0,00;
0,00;0,00;117,65;0,03;0,00;0,00;
0,00;0,00;117,73;0,03;0,00;0,00;
0,00;0,00;117,81;0,03;0,00;0,00;
0,00;0,00;117,89;0,03;0,00;0,00;
0,00;0,00;117,98;0,02;0,00;0,00;
0,00;0,00;118,05;0,02;0,00;0,00;
0,00;0,00;118,13;0,03;0,00;0,00;
0,00;0,00;118,21;0,03;0,00;0,00;
0,00;0,00;118,29;0,03;0,00;0,00;
0,00;0,00;118,37;0,03;0,00;0,00;
0,00;0,00;118,45;0,03;0,00;0,00;
0,00;0,00;118,54;0,02;0,00;0,00;
0,00;0,00;118,62;0,03;0,00;0,00;
0,00;0,00;118,69;0,03;0,00;0,00;
0,00;0,00;118,77;0,03;0,00;0,00;
0,00;0,00;118,85;0,03;0,00;0,00;
0,00;0,00;118,93;0,02;0,00;0,00;
0,00;0,00;119,01;0,03;0,00;0,00;
0,00;0,00;119,09;0,03;0,00;0,00;
0,00;0,00;119,17;0,03;0,00;0,00;
0,00;0,00;119,25;0,03;0,00;0,00;
0,00;0,00;119,33;0,03;0,00;0,00;
0,00;0,00;119,41;0,03;0,00;0,00;
0,00;0,00;119,49;0,03;0,00;0,00;
0,00;0,00;119,57;0,02;0,00;0,00;
0,00;0,00;119,65;0,02;0,00;0,00;
0,00;0,00;119,74;0,03;0,00;0,00;
0,00;0,00;119,81;0,02;0,00;0,00;
0,00;0,00;119,89;0,03;0,00;0,00;
0,00;0,00;119,97;0,03;0,00;0,00;
0,00;0,00;120,06;0,02;0,00;0,00;
0,00;0,00;120,14;0,01;0,00;0,00;
0,00;0,00;120,21;0,02;0,00;0,00;
0,00;0,00;120,29;0,01;0,00;0,00;
0,00;0,00;120,38;0,02;0,00;0,00;
0,00;0,00;120,46;0,02;0,00;0,00;
0,00;0,00;120,53;0,02;0,00;0,00;
0,00;0,00;120,61;0,01;0,00;0,00;
0,00;0,00;120,69;0,03;0,00;0,00;
0,00;0,00;120,77;0,02;0,00;0,00;
0,00;0,00;120,85;0,01;0,00;0,00;
0,00;0,00;120,93;0,01;0,00;0,00;
0,00;0,00;121,02;0,02;0,00;0,00;
0,00;0,00;121,10;0,02;0,00;0,00;
0,00;0,00;121,17;0,03;0,00;0,00;
0,00;0,00;121,25;0,03;0,00;0,00;
0,00;0,00;121,34;0,01;0,00;0,00;
0,00;0,00;121,42;0,02;0,00;0,00;
0,00;0,00;121,49;0,03;0,00;0,00;
0,00;0,00;121,57;0,02;0,00;0,00;
0,00;0,00;121,65;0,01;0,00;0,00;
0,00;0,00;121,74;0,02;0,00;0,00;
0,00;0,00;121,81;0,01;0,00;0,00;
0,00;0,00;121,89;0,03;0,00;0,00;
0,00;0,00;121,97;0,02;0,00;0,00;
0,00;0,00;122,05;0,03;0,00;0,00;
0,00;0,00;122,13;0,01;0,00;0,00;
0,00;0,00;122,21;0,03;0,00;0,00;
0,00;0,00;122,29;0,02;0,00;0,00;
0,00;0,00;122,37;0,01;0,00;0,00;
0,00;0,00;122,45;0,01;0,00;0,00;
0,00;0,00;122,54;0,02;0,00;0,00;
0,00;0,00;122,61;0,01;0,00;0,00;
0,00;0,00;122,69;0,02;0,00;0,00;
0,00;0,00;122,77;0,03;0,00;0,00;
0,00;0,00;122,86;0,02;0,00;0,00;
0,00;0,00;122,94;0,02;0,00;0,00;
0,00;0,00;123,01;0,01;0,00;0,00;
0,00;0,00;123,09;0,01;0,00;0,00;
0,00;0,00;123,17;0,02;0,00;0,00;
0,00;0,00;123,25;0,01;0,00;0,00;
0,00;0,00;123,33;0,03;0,00;0,00;
0,00;0,00;123,41;0,02;0,00;0,00;
0,00;0,00;123,50;0,01;0,00;0,00;
0,00;0,00;123,58;0,02;0,00;0,00;
0,00;0,00;123,65;0,02;0,00;0,00;
0,00;0,00;123,74;0,01;0,00;0,00;
0,00;0,00;123,82;0,03;0,00;0,00;
0,00;0,00;123,89;0,01;0,00;0,00;
0,00;0,00;123,97;0,03;0,00;0,00;
0,00;0,00;124,05;0,03;0,00;0,00;
0,00;0,00;124,14;0,03;0,00;0,00;
0,00;0,00;124,22;0,03;0,00;0,00;
0,00;0,00;124,29;0,03;0,00;0,00;
0,00;0,00;124,37;0,02;0,00;0,00;
0,00;0,00;124,45;0,02;0,00;0,00;
0,00;0,00;124,53;0,02;0,00;0,00;
0,00;0,00;124,61;0,03;0,00;0,00;
0,00;0,00;124,69;0,02;0,00;0,00;
0,00;0,00;124,77;0,02;0,00;0,00;
0,00;0,00;124,86;0,01;0,00;0,00;
0,00;0,00;124,93;0,03;0,00;0,00;
0,00;0,00;125,01;0,02;0,00;0,00;
0,00;0,00;125,09;0,02;0,00;0,00;
0,00;0,00;125,17;0,01;0,00;0,00;
0,00;0,00;125,25;0,02;0,00;0,00;
0,00;0,00;125,33;0,03;0,00;0,00;
0,00;0,00;125,50;0,02;0,00;0,00;
0,00;0,00;125,58;0,02;0,00;0,00;
0,00;0,00;125,65;0,03;0,00;0,00;
0,00;0,00;125,73;0,03;0,00;0,00;
0,00;0,00;125,81;0,02;0,00;0,00;
0,00;0,00;125,89;0,02;0,00;0,00;
0,00;0,00;125,98;0,02;0,00;0,00;
0,00;0,00;126,05;0,02;0,00;0,00;
0,00;0,00;126,13;0,03;0,00;0,00;
0,00;0,00;126,21;0,01;0,00;0,00;
0,00;0,00;126,29;0,02;0,00;0,00;
0,00;0,00;126,38;0,03;0,00;0,00;
0,00;0,00;126,45;0,01;0,00;0,00;
0,00;0,00;126,53;0,01;0,00;0,00;
0,00;0,00;126,61;0,02;0,00;0,00;
0,00;0,00;126,69;0,02;0,00;0,00;
0,00;0,00;126,77;0,02;0,00;0,00;
