3944;17.02.20 16:47:55;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);
0,00;0,00;186,61;0,23;0,00;0,00;
0,00;0,00;186,77;0,16;0,00;0,00;
0,00;0,00;186,93;0,31;0,00;0,00;
0,00;0,00;187,09;0,23;0,00;0,00;
0,00;0,00;187,25;0,31;0,00;0,00;
0,00;0,00;187,41;0,31;0,00;0,00;
0,00;0,00;187,57;0,31;0,00;0,00;
0,00;0,00;187,73;0,31;0,00;0,00;
0,00;0,00;187,89;0,31;0,00;0,00;
0,00;0,00;188,05;0,23;0,00;0,00;
0,00;0,00;188,21;0,23;0,00;0,00;
0,00;0,00;188,37;0,31;0,00;0,00;
0,00;0,00;188,53;0,23;0,00;0,00;
0,00;0,00;188,69;0,31;0,00;0,00;
0,00;0,00;188,85;0,31;0,00;0,00;
0,00;0,00;189,01;0,23;0,00;0,00;
0,00;0,00;189,17;0,31;0,00;0,00;
0,00;0,00;189,33;0,31;0,00;0,00;
0,00;0,00;189,49;0,16;0,00;0,00;
0,00;0,00;189,65;1,82;0,00;0,00;
0,00;0,00;189,80;2,74;0,00;0,00;
0,00;0,00;189,96;2,66;0,00;0,00;
0,00;0,00;190,13;2,29;0,00;0,00;
0,00;0,00;190,29;2,13;0,00;0,00;
0,00;0,00;190,45;2,37;0,00;0,00;
0,00;0,00;190,61;2,45;0,00;0,00;
0,00;0,00;190,77;2,45;0,00;0,00;
0,00;0,00;190,93;2,59;0,00;0,00;
0,00;0,00;191,09;2,66;0,00;0,00;
0,00;0,00;191,25;2,74;0,00;0,00;
0,00;0,00;191,41;2,74;0,00;0,00;
0,00;0,00;191,57;2,66;0,00;0,00;
0,00;0,00;191,73;2,74;0,00;0,00;
0,00;0,00;191,89;2,74;0,00;0,00;
0,00;0,00;192,05;2,59;0,00;0,00;
0,00;0,00;192,21;2,51;0,00;0,00;
0,00;0,00;192,37;2,59;0,00;0,00;
0,00;0,00;192,53;2,51;0,00;0,00;
0,00;0,00;192,69;2,59;0,00;0,00;
0,00;0,00;192,85;2,66;0,00;0,00;
0,00;0,00;193,01;2,66;0,00;0,00;
0,00;0,00;193,17;2,74;0,00;0,00;
0,00;0,00;193,33;2,74;0,00;0,00;
0,00;0,00;193,49;2,66;0,00;0,00;
0,00;0,00;193,65;2,74;0,00;0,00;
0,00;0,00;193,81;2,74;0,00;0,00;
0,00;0,00;193,97;2,82;0,00;0,00;
0,00;0,00;194,13;2,82;0,00;0,00;
0,00;0,00;194,29;2,97;0,00;0,00;
0,00;0,00;194,45;2,90;0,00;0,00;
0,00;0,00;194,61;2,97;0,00;0,00;
0,00;0,00;194,77;3,05;0,00;0,00;
0,00;0,00;194,93;3,05;0,00;0,00;
0,00;0,00;195,09;3,12;0,00;0,00;
0,00;0,00;195,25;3,05;0,00;0,00;
0,00;0,00;195,41;3,19;0,00;0,00;
0,00;0,00;195,57;3,35;0,00;0,00;
0,00;0,00;195,73;3,27;0,00;0,00;
0,00;0,00;195,89;3,35;0,00;0,00;
0,00;0,00;196,05;3,35;0,00;0,00;
0,00;0,00;196,21;3,43;0,00;0,00;
0,00;0,00;196,37;3,35;0,00;0,00;
0,00;0,00;196,53;3,50;0,00;0,00;
0,00;0,00;196,69;3,58;0,00;0,00;
0,00;0,00;196,85;3,66;0,00;0,00;
0,00;0,00;197,01;3,66;0,00;0,00;
0,00;0,00;197,17;3,80;0,00;0,00;
0,00;0,00;197,33;3,72;0,00;0,00;
0,00;0,00;197,49;3,88;0,00;0,00;
0,00;0,00;197,65;3,80;0,00;0,00;
0,00;0,00;197,81;3,96;0,00;0,00;
0,00;0,00;197,97;3,96;0,00;0,00;
0,00;0,00;198,13;3,96;0,00;0,00;
0,00;0,00;198,29;3,96;0,00;0,00;
0,00;0,00;198,45;3,96;0,00;0,00;
0,00;0,00;198,61;4,03;0,00;0,00;
0,00;0,00;198,77;4,19;0,00;0,00;
0,00;0,00;198,93;4,27;0,00;0,00;
0,00;0,00;199,09;4,03;0,00;0,00;
0,00;0,00;199,25;4,19;0,00;0,00;
0,00;0,00;199,41;4,27;0,00;0,00;
0,00;0,00;199,57;4,27;0,00;0,00;
0,00;0,00;199,73;4,27;0,00;0,00;
0,00;0,00;199,89;4,27;0,00;0,00;
0,00;0,00;199,94;3,50;0,00;0,00;
0,00;0,00;199,95;3,96;0,00;0,00;
0,00;0,00;199,94;3,72;0,00;0,00;
0,00;0,00;199,59;-0,08;0,00;0,00;
0,00;0,00;198,91;-0,16;0,00;0,00;
0,00;0,00;197,85;-0,23;0,00;0,00;
0,00;0,00;196,40;-0,39;0,00;0,00;
0,00;0,00;194,57;-0,31;0,00;0,00;
0,00;0,00;192,36;-0,31;0,00;0,00;
0,00;0,00;190,00;-0,31;0,00;0,00;
0,00;0,00;187,62;-0,37;0,00;0,00;
0,00;0,00;185,21;-0,31;0,00;0,00;
0,00;0,00;182,81;-0,30;0,00;0,00;
0,00;0,00;180,41;-0,31;0,00;0,00;
0,00;0,00;178,01;-0,23;0,00;0,00;
0,00;0,00;175,60;-0,23;0,00;0,00;
0,00;0,00;173,20;-0,23;0,00;0,00;
0,00;0,00;170,80;-0,08;0,00;0,00;
0,00;0,00;168,40;-0,08;0,00;0,00;
0,00;0,00;166,01;-0,31;0,00;0,00;
0,00;0,00;163,60;-0,30;0,00;0,00;
0,00;0,00;161,20;-0,08;0,00;0,00;
0,00;0,00;158,80;-0,16;0,00;0,00;
0,00;0,00;156,40;-0,23;0,00;0,00;
0,00;0,00;154,01;-0,16;0,00;0,00;
0,00;0,00;151,60;-0,23;0,00;0,00;
0,00;0,00;149,20;-0,16;0,00;0,00;
0,00;0,00;146,80;-0,16;0,00;0,00;
0,00;0,00;144,40;-0,16;0,00;0,00;
0,00;0,00;142,01;-0,08;0,00;0,00;
0,00;0,00;139,60;-0,16;0,00;0,00;
0,00;0,00;137,20;-0,08;0,00;0,00;
0,00;0,00;134,80;-0,08;0,00;0,00;
0,00;0,00;132,40;-0,16;0,00;0,00;
0,00;0,00;130,00;-0,16;0,00;0,00;
0,00;0,00;127,60;-0,16;0,00;0,00;
0,00;0,00;125,20;-0,16;0,00;0,00;
0,00;0,00;122,80;-0,16;0,00;0,00;
0,00;0,00;120,40;-0,08;0,00;0,00;
0,00;0,00;115,60;-0,08;0,00;0,00;
0,00;0,00;113,20;-0,23;0,00;0,00;
0,00;0,00;110,80;-0,08;0,00;0,00;
0,00;0,00;108,40;-0,16;0,00;0,00;
0,00;0,00;106,01;-0,08;0,00;0,00;
0,00;0,00;103,60;-0,08;0,00;0,00;
0,00;0,00;101,20;-0,16;0,00;0,00;
0,00;0,00;98,80;-0,08;0,00;0,00;
0,00;0,00;96,40;-0,08;0,00;0,00;
0,00;0,00;94,01;-0,16;0,00;0,00;
0,00;0,00;91,60;-0,16;0,00;0,00;
0,00;0,00;89,20;-0,23;0,00;0,00;
0,00;0,00;86,80;-0,23;0,00;0,00;
0,00;0,00;84,40;-0,08;0,00;0,00;
0,00;0,00;79,60;-0,08;0,00;0,00;
0,00;0,00;77,20;-0,16;0,00;0,00;
0,00;0,00;74,80;-0,08;0,00;0,00;
0,00;0,00;72,40;-0,16;0,00;0,00;
0,00;0,00;70,00;-0,16;0,00;0,00;
0,00;0,00;67,60;-0,16;0,00;0,00;
0,00;0,00;65,20;-0,16;0,00;0,00;
0,00;0,00;62,80;-0,08;0,00;0,00;
0,00;0,00;60,40;-0,08;0,00;0,00;
0,00;0,00;58,01;-0,08;0,00;0,00;
0,00;0,00;55,60;-0,08;0,00;0,00;
0,00;0,00;53,20;-0,16;0,00;0,00;
0,00;0,00;50,80;-0,08;0,00;0,00;
0,00;0,00;48,40;-0,08;0,00;0,00;
0,00;0,00;46,01;-0,08;0,00;0,00;
0,00;0,00;41,20;-0,16;0,00;0,00;
0,00;0,00;38,80;-0,08;0,00;0,00;
0,00;0,00;36,46;-0,16;0,00;0,00;
0,00;0,00;32,86;0,08;0,00;0,00;
0,00;0,00;31,59;0,08;0,00;0,00;
0,00;0,00;29,98;0,08;0,00;0,00;
