3941;17.02.20 16:43:11;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,00;0,08;0,00;0,00;
0,00;0,00;30,24;0,69;0,00;0,00;
0,00;0,00;30,85;0,37;0,00;0,00;
0,00;0,00;31,80;0,31;0,00;0,00;
0,00;0,00;33,15;0,45;0,00;0,00;
0,00;0,00;34,89;0,37;0,00;0,00;
0,00;0,00;37,00;0,30;0,00;0,00;
0,00;0,00;39,37;0,45;0,00;0,00;
0,00;0,00;41,72;0,37;0,00;0,00;
0,00;0,00;44,14;0,23;0,00;0,00;
0,00;0,00;46,54;0,39;0,00;0,00;
0,00;0,00;48,94;0,39;0,00;0,00;
0,00;0,00;51,34;0,53;0,00;0,00;
0,00;0,00;53,74;0,23;0,00;0,00;
0,00;0,00;56,15;0,31;0,00;0,00;
0,00;0,00;58,54;0,39;0,00;0,00;
0,00;0,00;60,95;0,39;0,00;0,00;
0,00;0,00;63,35;0,45;0,00;0,00;
0,00;0,00;65,75;0,45;0,00;0,00;
0,00;0,00;68,15;0,31;0,00;0,00;
0,00;0,00;70,54;0,39;0,00;0,00;
0,00;0,00;72,95;0,31;0,00;0,00;
0,00;0,00;75,35;0,31;0,00;0,00;
0,00;0,00;77,75;0,39;0,00;0,00;
0,00;0,00;80,15;0,23;0,00;0,00;
0,00;0,00;82,55;0,31;0,00;0,00;
0,00;0,00;84,95;0,23;0,00;0,00;
0,00;0,00;87,35;0,39;0,00;0,00;
0,00;0,00;89,74;0,23;0,00;0,00;
0,00;0,00;92,15;0,31;0,00;0,00;
0,00;0,00;94,54;0,23;0,00;0,00;
0,00;0,00;96,95;0,31;0,00;0,00;
0,00;0,00;99,35;0,31;0,00;0,00;
0,00;0,00;101,75;0,31;0,00;0,00;
0,00;0,00;104,15;0,16;0,00;0,00;
0,00;0,00;106,55;0,23;0,00;0,00;
0,00;0,00;108,95;0,31;0,00;0,00;
0,00;0,00;111,35;0,45;0,00;0,00;
0,00;0,00;113,74;0,31;0,00;0,00;
0,00;0,00;116,15;0,23;0,00;0,00;
0,00;0,00;118,54;0,31;0,00;0,00;
0,00;0,00;120,95;0,31;0,00;0,00;
0,00;0,00;123,35;0,31;0,00;0,00;
0,00;0,00;125,75;0,30;0,00;0,00;
0,00;0,00;128,15;0,23;0,00;0,00;
0,00;0,00;130,54;0,23;0,00;0,00;
0,00;0,00;132,95;0,31;0,00;0,00;
0,00;0,00;135,35;0,39;0,00;0,00;
0,00;0,00;137,75;0,23;0,00;0,00;
0,00;0,00;140,15;0,23;0,00;0,00;
0,00;0,00;142,54;0,23;0,00;0,00;
0,00;0,00;144,95;0,23;0,00;0,00;
0,00;0,00;147,25;0,23;0,00;0,00;
0,00;0,00;149,16;0,23;0,00;0,00;
0,00;0,00;150,77;0,23;0,00;0,00;
0,00;0,00;152,01;0,16;0,00;0,00;
0,00;0,00;152,86;0,16;0,00;0,00;
0,00;0,00;153,34;0,16;0,00;0,00;
0,00;0,00;153,47;0,08;0,00;0,00;
0,00;0,00;153,52;0,08;0,00;0,00;
0,00;0,00;153,52;0,16;0,00;0,00;
0,00;0,00;153,62;0,30;0,00;0,00;
0,00;0,00;153,75;0,31;0,00;0,00;
0,00;0,00;153,90;0,39;0,00;0,00;
0,00;0,00;154,07;0,23;0,00;0,00;
0,00;0,00;154,23;0,23;0,00;0,00;
0,00;0,00;154,39;0,23;0,00;0,00;
0,00;0,00;154,55;0,39;0,00;0,00;
0,00;0,00;154,71;0,39;0,00;0,00;
0,00;0,00;154,87;0,39;0,00;0,00;
0,00;0,00;155,03;0,39;0,00;0,00;
0,00;0,00;155,19;0,23;0,00;0,00;
0,00;0,00;155,35;0,23;0,00;0,00;
0,00;0,00;155,51;0,31;0,00;0,00;
0,00;0,00;155,67;0,39;0,00;0,00;
0,00;0,00;155,83;0,39;0,00;0,00;
0,00;0,00;155,99;0,31;0,00;0,00;
0,00;0,00;156,15;0,39;0,00;0,00;
0,00;0,00;156,31;0,39;0,00;0,00;
0,00;0,00;156,47;0,39;0,00;0,00;
0,00;0,00;156,63;0,39;0,00;0,00;
0,00;0,00;156,79;0,39;0,00;0,00;
0,00;0,00;156,95;0,39;0,00;0,00;
0,00;0,00;157,11;0,31;0,00;0,00;
0,00;0,00;157,27;0,23;0,00;0,00;
0,00;0,00;157,43;0,31;0,00;0,00;
0,00;0,00;157,59;0,39;0,00;0,00;
0,00;0,00;157,75;0,39;0,00;0,00;
0,00;0,00;157,91;0,31;0,00;0,00;
0,00;0,00;158,07;0,39;0,00;0,00;
0,00;0,00;158,23;0,39;0,00;0,00;
0,00;0,00;158,39;0,31;0,00;0,00;
0,00;0,00;158,55;0,23;0,00;0,00;
0,00;0,00;158,71;0,31;0,00;0,00;
0,00;0,00;158,87;0,23;0,00;0,00;
0,00;0,00;159,03;0,31;0,00;0,00;
0,00;0,00;159,19;0,39;0,00;0,00;
0,00;0,00;159,35;0,39;0,00;0,00;
0,00;0,00;159,51;0,39;0,00;0,00;
0,00;0,00;159,67;0,31;0,00;0,00;
0,00;0,00;159,83;0,23;0,00;0,00;
0,00;0,00;159,99;0,39;0,00;0,00;
0,00;0,00;160,15;0,39;0,00;0,00;
0,00;0,00;160,31;0,31;0,00;0,00;
0,00;0,00;160,47;0,39;0,00;0,00;
0,00;0,00;160,63;0,39;0,00;0,00;
0,00;0,00;160,79;0,39;0,00;0,00;
0,00;0,00;160,95;0,39;0,00;0,00;
0,00;0,00;161,11;0,31;0,00;0,00;
0,00;0,00;161,27;0,39;0,00;0,00;
0,00;0,00;161,43;0,39;0,00;0,00;
0,00;0,00;161,59;0,39;0,00;0,00;
0,00;0,00;161,75;0,39;0,00;0,00;
0,00;0,00;161,91;0,39;0,00;0,00;
0,00;0,00;162,07;0,31;0,00;0,00;
0,00;0,00;162,23;0,39;0,00;0,00;
0,00;0,00;162,39;0,39;0,00;0,00;
0,00;0,00;162,55;0,39;0,00;0,00;
0,00;0,00;162,71;0,39;0,00;0,00;
0,00;0,00;162,87;0,39;0,00;0,00;
0,00;0,00;163,03;0,39;0,00;0,00;
0,00;0,00;163,19;0,39;0,00;0,00;
0,00;0,00;163,35;0,31;0,00;0,00;
0,00;0,00;163,51;0,39;0,00;0,00;
0,00;0,00;163,67;0,39;0,00;0,00;
0,00;0,00;163,83;0,39;0,00;0,00;
0,00;0,00;163,99;0,39;0,00;0,00;
0,00;0,00;164,15;0,39;0,00;0,00;
0,00;0,00;164,31;0,31;0,00;0,00;
0,00;0,00;164,47;0,31;0,00;0,00;
0,00;0,00;164,63;0,39;0,00;0,00;
0,00;0,00;164,79;0,39;0,00;0,00;
0,00;0,00;164,95;0,39;0,00;0,00;
0,00;0,00;165,11;0,39;0,00;0,00;
0,00;0,00;165,27;0,39;0,00;0,00;
0,00;0,00;165,43;0,39;0,00;0,00;
0,00;0,00;165,59;0,39;0,00;0,00;
0,00;0,00;165,75;0,39;0,00;0,00;
0,00;0,00;165,91;0,39;0,00;0,00;
0,00;0,00;166,07;0,39;0,00;0,00;
0,00;0,00;166,23;0,39;0,00;0,00;
0,00;0,00;166,39;0,39;0,00;0,00;
0,00;0,00;166,55;0,39;0,00;0,00;
0,00;0,00;166,71;0,39;0,00;0,00;
0,00;0,00;166,87;0,39;0,00;0,00;
0,00;0,00;167,03;0,39;0,00;0,00;
0,00;0,00;167,19;0,39;0,00;0,00;
0,00;0,00;167,35;0,39;0,00;0,00;
0,00;0,00;167,51;0,39;0,00;0,00;
0,00;0,00;167,67;0,39;0,00;0,00;
0,00;0,00;167,83;0,39;0,00;0,00;
0,00;0,00;167,99;0,39;0,00;0,00;
0,00;0,00;168,15;0,39;0,00;0,00;
0,00;0,00;168,31;0,31;0,00;0,00;
0,00;0,00;168,47;0,39;0,00;0,00;
0,00;0,00;168,63;0,31;0,00;0,00;
0,00;0,00;168,79;0,39;0,00;0,00;
0,00;0,00;168,95;0,39;0,00;0,00;
0,00;0,00;169,11;0,39;0,00;0,00;
0,00;0,00;169,27;0,31;0,00;0,00;
0,00;0,00;169,43;0,31;0,00;0,00;
0,00;0,00;169,59;0,39;0,00;0,00;
0,00;0,00;169,75;0,39;0,00;0,00;
0,00;0,00;169,91;0,39;0,00;0,00;
0,00;0,00;170,07;0,39;0,00;0,00;
0,00;0,00;170,23;0,39;0,00;0,00;
0,00;0,00;170,39;0,39;0,00;0,00;
0,00;0,00;170,55;0,39;0,00;0,00;
0,00;0,00;170,71;0,39;0,00;0,00;
0,00;0,00;170,87;0,39;0,00;0,00;
