3941;17.02.20 16:43:11;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);
0,00;0,00;171,03;0,39;0,00;0,00;
0,00;0,00;171,19;0,39;0,00;0,00;
0,00;0,00;171,35;0,39;0,00;0,00;
0,00;0,00;171,51;0,39;0,00;0,00;
0,00;0,00;171,67;0,31;0,00;0,00;
0,00;0,00;171,83;0,39;0,00;0,00;
0,00;0,00;171,99;0,39;0,00;0,00;
0,00;0,00;172,15;0,39;0,00;0,00;
0,00;0,00;172,31;0,39;0,00;0,00;
0,00;0,00;172,47;0,39;0,00;0,00;
0,00;0,00;172,63;0,39;0,00;0,00;
0,00;0,00;172,79;0,39;0,00;0,00;
0,00;0,00;172,95;0,39;0,00;0,00;
0,00;0,00;173,11;0,39;0,00;0,00;
0,00;0,00;173,27;0,39;0,00;0,00;
0,00;0,00;173,43;0,31;0,00;0,00;
0,00;0,00;173,59;0,39;0,00;0,00;
0,00;0,00;173,75;0,39;0,00;0,00;
0,00;0,00;173,91;0,39;0,00;0,00;
0,00;0,00;174,07;0,39;0,00;0,00;
0,00;0,00;174,23;0,39;0,00;0,00;
0,00;0,00;174,39;0,39;0,00;0,00;
0,00;0,00;174,55;0,31;0,00;0,00;
0,00;0,00;174,71;0,39;0,00;0,00;
0,00;0,00;174,87;0,39;0,00;0,00;
0,00;0,00;175,03;0,39;0,00;0,00;
0,00;0,00;175,19;0,39;0,00;0,00;
0,00;0,00;175,35;0,39;0,00;0,00;
0,00;0,00;175,51;0,31;0,00;0,00;
0,00;0,00;175,67;0,23;0,00;0,00;
0,00;0,00;175,83;0,39;0,00;0,00;
0,00;0,00;175,99;0,39;0,00;0,00;
0,00;0,00;176,15;0,39;0,00;0,00;
0,00;0,00;176,31;0,39;0,00;0,00;
0,00;0,00;176,47;0,31;0,00;0,00;
0,00;0,00;176,63;0,31;0,00;0,00;
0,00;0,00;176,79;0,39;0,00;0,00;
0,00;0,00;176,95;0,39;0,00;0,00;
0,00;0,00;177,11;0,31;0,00;0,00;
0,00;0,00;177,27;0,39;0,00;0,00;
0,00;0,00;177,43;0,39;0,00;0,00;
0,00;0,00;177,59;0,39;0,00;0,00;
0,00;0,00;177,75;0,39;0,00;0,00;
0,00;0,00;177,91;1,21;0,00;0,00;
0,00;0,00;178,06;3,35;0,00;0,00;
0,00;0,00;178,22;4,11;0,00;0,00;
0,00;0,00;178,38;3,88;0,00;0,00;
0,00;0,00;178,55;3,13;0,00;0,00;
0,00;0,00;178,71;2,82;0,00;0,00;
0,00;0,00;178,87;2,82;0,00;0,00;
0,00;0,00;179,03;3,05;0,00;0,00;
0,00;0,00;179,19;3,13;0,00;0,00;
0,00;0,00;179,35;3,19;0,00;0,00;
0,00;0,00;179,51;3,43;0,00;0,00;
0,00;0,00;179,67;3,58;0,00;0,00;
0,00;0,00;179,83;3,80;0,00;0,00;
0,00;0,00;179,99;3,96;0,00;0,00;
0,00;0,00;180,15;4,19;0,00;0,00;
0,00;0,00;180,31;4,35;0,00;0,00;
0,00;0,00;180,47;4,35;0,00;0,00;
0,00;0,00;180,63;4,49;0,00;0,00;
0,00;0,00;180,79;4,64;0,00;0,00;
0,00;0,00;180,95;4,64;0,00;0,00;
0,00;0,00;181,11;4,95;0,00;0,00;
0,00;0,00;181,27;5,09;0,00;0,00;
0,00;0,00;181,43;5,25;0,00;0,00;
0,00;0,00;181,59;5,56;0,00;0,00;
0,00;0,00;181,75;5,56;0,00;0,00;
0,00;0,00;181,91;5,56;0,00;0,00;
0,00;0,00;182,07;5,87;0,00;0,00;
0,00;0,00;182,23;5,87;0,00;0,00;
0,00;0,00;182,39;6,17;0,00;0,00;
0,00;0,00;182,55;6,25;0,00;0,00;
0,00;0,00;182,71;6,32;0,00;0,00;
0,00;0,00;182,87;6,40;0,00;0,00;
0,00;0,00;183,03;6,70;0,00;0,00;
0,00;0,00;183,19;6,78;0,00;0,00;
0,00;0,00;183,35;6,78;0,00;0,00;
0,00;0,00;183,51;7,01;0,00;0,00;
0,00;0,00;183,67;7,09;0,00;0,00;
0,00;0,00;183,83;7,15;0,00;0,00;
0,00;0,00;183,99;7,30;0,00;0,00;
0,00;0,00;184,15;7,38;0,00;0,00;
0,00;0,00;184,31;7,54;0,00;0,00;
0,00;0,00;184,47;7,69;0,00;0,00;
0,00;0,00;184,63;7,76;0,00;0,00;
0,00;0,00;184,79;7,91;0,00;0,00;
0,00;0,00;184,95;7,99;0,00;0,00;
0,00;0,00;185,11;7,99;0,00;0,00;
0,00;0,00;185,27;8,22;0,00;0,00;
0,00;0,00;185,43;8,30;0,00;0,00;
0,00;0,00;185,59;8,46;0,00;0,00;
0,00;0,00;185,75;8,61;0,00;0,00;
0,00;0,00;185,91;8,61;0,00;0,00;
0,00;0,00;186,07;8,83;0,00;0,00;
0,00;0,00;186,23;8,91;0,00;0,00;
0,00;0,00;186,39;8,99;0,00;0,00;
0,00;0,00;186,55;9,14;0,00;0,00;
0,00;0,00;186,71;9,22;0,00;0,00;
0,00;0,00;186,87;9,22;0,00;0,00;
0,00;0,00;187,03;9,28;0,00;0,00;
0,00;0,00;187,19;9,44;0,00;0,00;
0,00;0,00;187,35;9,52;0,00;0,00;
0,00;0,00;187,51;9,52;0,00;0,00;
0,00;0,00;187,67;9,83;0,00;0,00;
0,00;0,00;187,83;9,83;0,00;0,00;
0,00;0,00;187,99;9,83;0,00;0,00;
0,00;0,00;188,15;9,97;0,00;0,00;
0,00;0,00;188,31;10,12;0,00;0,00;
0,00;0,00;188,47;10,20;0,00;0,00;
0,00;0,00;188,63;10,44;0,00;0,00;
0,00;0,00;188,79;10,44;0,00;0,00;
0,00;0,00;188,95;10,44;0,00;0,00;
0,00;0,00;189,11;10,58;0,00;0,00;
0,00;0,00;189,27;10,58;0,00;0,00;
0,00;0,00;189,34;9,73;0,00;0,00;
0,00;0,00;189,35;9,67;0,00;0,00;
0,00;0,00;189,34;9,13;0,00;0,00;
0,00;0,00;189,01;-0,23;0,00;0,00;
0,00;0,00;188,32;-0,22;0,00;0,00;
0,00;0,00;187,26;-0,16;0,00;0,00;
0,00;0,00;185,81;-0,23;0,00;0,00;
0,00;0,00;183,98;-0,23;0,00;0,00;
0,00;0,00;181,76;-0,23;0,00;0,00;
0,00;0,00;179,40;-0,16;0,00;0,00;
0,00;0,00;177,03;-0,37;0,00;0,00;
0,00;0,00;174,61;-0,22;0,00;0,00;
0,00;0,00;172,21;-0,22;0,00;0,00;
0,00;0,00;169,81;-0,16;0,00;0,00;
0,00;0,00;167,40;-0,22;0,00;0,00;
0,00;0,00;165,01;-0,08;0,00;0,00;
0,00;0,00;162,60;-0,30;0,00;0,00;
0,00;0,00;160,21;-0,16;0,00;0,00;
0,00;0,00;157,81;-0,08;0,00;0,00;
0,00;0,00;155,40;-0,16;0,00;0,00;
0,00;0,00;153,00;-0,08;0,00;0,00;
0,00;0,00;150,60;-0,08;0,00;0,00;
0,00;0,00;145,80;-0,08;0,00;0,00;
0,00;0,00;138,60;-0,08;0,00;0,00;
0,00;0,00;131,40;0,08;0,00;0,00;
0,00;0,00;129,01;-0,16;0,00;0,00;
0,00;0,00;126,60;-0,08;0,00;0,00;
0,00;0,00;124,20;-0,08;0,00;0,00;
0,00;0,00;117,01;-0,08;0,00;0,00;
0,00;0,00;105,00;-0,08;0,00;0,00;
0,00;0,00;102,60;-0,08;0,00;0,00;
0,00;0,00;100,20;-0,08;0,00;0,00;
0,00;0,00;93,00;-0,08;0,00;0,00;
0,00;0,00;81,01;-0,08;0,00;0,00;
0,00;0,00;78,60;-0,08;0,00;0,00;
0,00;0,00;76,20;-0,08;0,00;0,00;
0,00;0,00;71,40;0,08;0,00;0,00;
0,00;0,00;69,00;0,08;0,00;0,00;
0,00;0,00;66,60;-0,08;0,00;0,00;
0,00;0,00;64,20;-0,08;0,00;0,00;
0,00;0,00;61,80;0,08;0,00;0,00;
0,00;0,00;57,01;-0,08;0,00;0,00;
0,00;0,00;52,20;-0,08;0,00;0,00;
0,00;0,00;42,60;-0,16;0,00;0,00;
0,00;0,00;40,20;-0,08;0,00;0,00;
0,00;0,00;37,80;-0,08;0,00;0,00;
0,00;0,00;35,40;-0,08;0,00;0,00;
0,00;0,00;33,00;-0,08;0,00;0,00;
0,00;0,00;28,20;-0,08;0,00;0,00;
0,00;0,00;21,01;0,31;0,00;0,00;
0,00;0,00;18,86;0,08;0,00;0,00;
0,00;0,00;17,06;-0,08;0,00;0,00;
0,00;0,00;14,54;0,08;0,00;0,00;
0,00;0,00;13,86;0,08;0,00;0,00;
0,00;0,00;13,56;0,08;0,00;0,00;
0,00;0,00;13,50;0,08;0,00;0,00;
0,00;0,00;13,48;0,08;0,00;0,00;
