22860;07.07.21 09:00:20;21;Avvicinamento Pressata Finale;force > max. force (8);20210707074027P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,22;0,09;0,00;0,00;
0,00;0,00;33,30;0,09;0,00;0,00;
0,00;0,00;42,72;0,09;0,00;0,00;
0,00;0,00;61,92;0,04;0,00;0,00;
0,00;0,00;71,52;0,04;0,00;0,00;
0,00;0,00;81,12;0,04;0,00;0,00;
0,00;0,00;100,32;0,04;0,00;0,00;
0,00;0,00;119,52;0,04;0,00;0,00;
0,00;0,00;129,12;0,04;0,00;0,00;
0,00;0,00;138,72;0,04;0,00;0,00;
0,00;0,00;148,32;0,04;0,00;0,00;
0,00;0,00;167,52;0,04;0,00;0,00;
0,00;0,00;177,12;0,04;0,00;0,00;
0,00;0,00;186,72;0,04;0,00;0,00;
0,00;0,00;191,52;0,04;0,00;0,00;
0,00;0,00;196,32;0,04;0,00;0,00;
0,00;0,00;205,92;0,04;0,00;0,00;
0,00;0,00;210,72;0,04;0,00;0,00;
0,00;0,00;215,52;-0,04;0,00;0,00;
0,00;0,00;229,92;0,04;0,00;0,00;
0,00;0,00;234,72;0,04;0,00;0,00;
0,00;0,00;244,32;0,04;0,00;0,00;
0,00;0,00;249,12;0,04;0,00;0,00;
0,00;0,00;258,72;0,04;0,00;0,00;
0,00;0,00;268,32;0,04;0,00;0,00;
0,00;0,00;290,56;0,04;0,00;0,00;
0,00;0,00;290,80;0,04;0,00;0,00;
0,00;0,00;291,11;0,04;0,00;0,00;
0,00;0,00;291,44;0,04;0,00;0,00;
0,00;0,00;291,76;0,04;0,00;0,00;
0,00;0,00;292,08;0,04;0,00;0,00;
0,00;0,00;292,40;0,04;0,00;0,00;
0,00;0,00;292,72;0,04;0,00;0,00;
0,00;0,00;293,04;0,04;0,00;0,00;
0,00;0,00;293,36;0,04;0,00;0,00;
0,00;0,00;293,68;0,04;0,00;0,00;
0,00;0,00;294,00;0,04;0,00;0,00;
0,00;0,00;294,32;0,04;0,00;0,00;
0,00;0,00;294,64;0,04;0,00;0,00;
0,00;0,00;294,96;0,04;0,00;0,00;
0,00;0,00;295,28;0,04;0,00;0,00;
0,00;0,00;295,60;0,04;0,00;0,00;
0,00;0,00;295,92;0,04;0,00;0,00;
0,00;0,00;296,24;0,04;0,00;0,00;
0,00;0,00;296,56;0,04;0,00;0,00;
0,00;0,00;296,88;0,04;0,00;0,00;
0,00;0,00;297,20;0,04;0,00;0,00;
0,00;0,00;297,52;0,09;0,00;0,00;
0,00;0,00;297,84;0,09;0,00;0,00;
0,00;0,00;298,16;0,22;0,00;0,00;
0,00;0,00;298,48;0,39;0,00;0,00;
0,00;0,00;298,80;0,39;0,00;0,00;
0,00;0,00;299,12;0,39;0,00;0,00;
0,00;0,00;299,44;0,35;0,00;0,00;
0,00;0,00;299,76;0,35;0,00;0,00;
0,00;0,00;300,08;1,48;0,00;0,00;
0,00;0,00;300,39;2,04;0,00;0,00;
0,00;0,00;300,72;1,91;0,00;0,00;
0,00;0,00;301,04;1,96;0,00;0,00;
0,00;0,00;301,36;2,08;0,00;0,00;
0,00;0,00;301,68;2,21;0,00;0,00;
0,00;0,00;302,00;2,39;0,00;0,00;
0,00;0,00;302,32;2,44;0,00;0,00;
0,00;0,00;302,64;2,53;0,00;0,00;
0,00;0,00;302,96;2,65;0,00;0,00;
0,00;0,00;303,28;2,74;0,00;0,00;
0,00;0,00;303,60;2,87;0,00;0,00;
0,00;0,00;303,91;3,09;0,00;0,00;
0,00;0,00;304,24;3,18;0,00;0,00;
0,00;0,00;304,56;3,31;0,00;0,00;
0,00;0,00;304,88;3,39;0,00;0,00;
0,00;0,00;305,20;3,57;0,00;0,00;
0,00;0,00;305,52;3,70;0,00;0,00;
0,00;0,00;305,84;3,78;0,00;0,00;
0,00;0,00;306,16;3,87;0,00;0,00;
0,00;0,00;306,48;3,96;0,00;0,00;
0,00;0,00;306,80;4,05;0,00;0,00;
0,00;0,00;307,12;4,26;0,00;0,00;
0,00;0,00;307,44;4,26;0,00;0,00;
0,00;0,00;307,76;4,48;0,00;0,00;
0,00;0,00;308,07;4,57;0,00;0,00;
0,00;0,00;308,40;4,83;0,00;0,00;
0,00;0,00;308,72;4,95;0,00;0,00;
0,00;0,00;309,04;5,04;0,00;0,00;
0,00;0,00;309,36;5,22;0,00;0,00;
0,00;0,00;309,67;5,39;0,00;0,00;
0,00;0,00;310,00;5,57;0,00;0,00;
0,00;0,00;310,32;5,66;0,00;0,00;
0,00;0,00;310,64;5,75;0,00;0,00;
0,00;0,00;310,96;5,78;0,00;0,00;
0,00;0,00;311,28;5,87;0,00;0,00;
0,00;0,00;311,60;6,05;0,00;0,00;
0,00;0,00;311,92;6,22;0,00;0,00;
0,00;0,00;312,23;6,40;0,00;0,00;
0,00;0,00;312,56;6,61;0,00;0,00;
0,00;0,00;312,88;6,65;0,00;0,00;
0,00;0,00;313,20;6,83;0,00;0,00;
0,00;0,00;313,52;6,96;0,00;0,00;
0,00;0,00;313,84;8,04;0,00;0,00;
0,00;0,00;314,09;22,44;0,00;0,00;
0,00;0,00;314,21;30,40;0,00;0,00;
0,00;0,00;314,23;31,10;0,00;0,00;
0,00;0,00;314,25;32,14;0,00;0,00;
0,00;0,00;314,26;33,10;0,00;0,00;
0,00;0,00;314,27;33,27;0,00;0,00;
0,00;0,00;314,27;33,40;0,00;0,00;
0,00;0,00;314,27;33,49;0,00;0,00;
