9990;28.01.21 10:51:55;21;Avvicinamento Pressata Finale;position > max position (10);20210127133111A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,30;0,04;0,00;0,00;
0,00;0,00;1,12;-0,04;0,00;0,00;
0,00;0,00;2,40;0,04;0,00;0,00;
0,00;0,00;4,20;0,04;0,00;0,00;
0,00;0,00;8,82;0,04;0,00;0,00;
0,00;0,00;11,21;0,04;0,00;0,00;
0,00;0,00;13,62;0,04;0,00;0,00;
0,00;0,00;18,42;-0,04;0,00;0,00;
0,00;0,00;28,02;0,04;0,00;0,00;
0,00;0,00;32,82;0,04;0,00;0,00;
0,00;0,00;37,62;-0,04;0,00;0,00;
0,00;0,00;40,02;0,04;0,00;0,00;
0,00;0,00;47,22;0,04;0,00;0,00;
0,00;0,00;54,42;0,04;0,00;0,00;
0,00;0,00;64,02;-0,04;0,00;0,00;
0,00;0,00;73,62;-0,04;0,00;0,00;
0,00;0,00;78,42;-0,09;0,00;0,00;
0,00;0,00;85,62;-0,04;0,00;0,00;
0,00;0,00;92,82;-0,04;0,00;0,00;
0,00;0,00;95,22;-0,04;0,00;0,00;
0,00;0,00;100,02;-0,04;0,00;0,00;
0,00;0,00;109,62;0,04;0,00;0,00;
0,00;0,00;116,82;0,04;0,00;0,00;
0,00;0,00;119,22;-0,04;0,00;0,00;
0,00;0,00;124,02;-0,04;0,00;0,00;
0,00;0,00;126,42;-0,04;0,00;0,00;
0,00;0,00;128,82;-0,04;0,00;0,00;
0,00;0,00;133,62;0,04;0,00;0,00;
0,00;0,00;138,42;-0,04;0,00;0,00;
0,00;0,00;140,82;0,04;0,00;0,00;
0,00;0,00;145,62;-0,04;0,00;0,00;
0,00;0,00;152,82;0,04;0,00;0,00;
0,00;0,00;155,22;0,04;0,00;0,00;
0,00;0,00;157,62;-0,04;0,00;0,00;
0,00;0,00;162,42;0,04;0,00;0,00;
0,00;0,00;164,82;-0,04;0,00;0,00;
0,00;0,00;167,22;0,04;0,00;0,00;
0,00;0,00;169,62;-0,04;0,00;0,00;
0,00;0,00;172,02;-0,04;0,00;0,00;
0,00;0,00;174,42;0,04;0,00;0,00;
0,00;0,00;188,82;-0,04;0,00;0,00;
0,00;0,00;191,22;-0,04;0,00;0,00;
0,00;0,00;200,82;-0,04;0,00;0,00;
0,00;0,00;212,70;-0,04;0,00;0,00;
0,00;0,00;214,45;-0,09;0,00;0,00;
0,00;0,00;215,78;-0,09;0,00;0,00;
0,00;0,00;216,61;-0,04;0,00;0,00;
0,00;0,00;216,99;0,04;0,00;0,00;
0,00;0,00;217,27;0,04;0,00;0,00;
0,00;0,00;217,46;0,04;0,00;0,00;
0,00;0,00;217,75;0,04;0,00;0,00;
0,00;0,00;218,80;0,04;0,00;0,00;
0,00;0,00;219,00;0,04;0,00;0,00;
0,00;0,00;219,38;0,04;0,00;0,00;
0,00;0,00;219,67;0,04;0,00;0,00;
0,00;0,00;220,05;0,04;0,00;0,00;
0,00;0,00;220,24;0,04;0,00;0,00;
0,00;0,00;220,53;0,04;0,00;0,00;
0,00;0,00;220,72;0,04;0,00;0,00;
0,00;0,00;221,11;0,04;0,00;0,00;
0,00;0,00;221,20;0,09;0,00;0,00;
0,00;0,00;221,49;0,04;0,00;0,00;
0,00;0,00;221,59;0,04;0,00;0,00;
0,00;0,00;222,45;0,04;0,00;0,00;
0,00;0,00;222,55;0,04;0,00;0,00;
0,00;0,00;222,93;0,04;0,00;0,00;
0,00;0,00;223,03;0,04;0,00;0,00;
0,00;0,00;223,99;0,04;0,00;0,00;
0,00;0,00;224,47;0,04;0,00;0,00;
0,00;0,00;224,56;0,04;0,00;0,00;
0,00;0,00;224,66;0,04;0,00;0,00;
0,00;0,00;225,14;0,04;0,00;0,00;
0,00;0,00;225,43;0,04;0,00;0,00;
0,00;0,00;225,52;0,04;0,00;0,00;
0,00;0,00;225,62;0,09;0,00;0,00;
0,00;0,00;225,72;0,04;0,00;0,00;
0,00;0,00;225,81;0,04;0,00;0,00;
0,00;0,00;225,91;0,04;0,00;0,00;
0,00;0,00;226,00;0,09;0,00;0,00;
0,00;0,00;226,10;0,04;0,00;0,00;
0,00;0,00;226,20;0,04;0,00;0,00;
0,00;0,00;226,29;0,09;0,00;0,00;
0,00;0,00;226,39;0,04;0,00;0,00;
0,00;0,00;226,48;0,04;0,00;0,00;
0,00;0,00;226,58;0,04;0,00;0,00;
0,00;0,00;226,68;0,04;0,00;0,00;
0,00;0,00;226,77;0,04;0,00;0,00;
0,00;0,00;226,87;0,04;0,00;0,00;
0,00;0,00;226,96;0,09;0,00;0,00;
0,00;0,00;227,06;0,04;0,00;0,00;
0,00;0,00;227,35;0,04;0,00;0,00;
0,00;0,00;227,54;0,04;0,00;0,00;
0,00;0,00;227,64;0,04;0,00;0,00;
0,00;0,00;228,02;0,04;0,00;0,00;
0,00;0,00;228,21;0,04;0,00;0,00;
0,00;0,00;228,40;0,04;0,00;0,00;
0,00;0,00;228,60;0,04;0,00;0,00;
0,00;0,00;228,88;0,04;0,00;0,00;
0,00;0,00;228,98;0,09;0,00;0,00;
0,00;0,00;229,17;0,04;0,00;0,00;
0,00;0,00;229,75;0,04;0,00;0,00;
0,00;0,00;230,04;0,09;0,00;0,00;
0,00;0,00;230,23;0,04;0,00;0,00;
0,00;0,00;230,42;0,04;0,00;0,00;
0,00;0,00;230,61;0,04;0,00;0,00;
0,00;0,00;230,80;0,04;0,00;0,00;
0,00;0,00;230,90;0,04;0,00;0,00;
0,00;0,00;231,57;0,04;0,00;0,00;
0,00;0,00;231,67;0,04;0,00;0,00;
0,00;0,00;231,96;0,04;0,00;0,00;
0,00;0,00;232,15;0,04;0,00;0,00;
0,00;0,00;232,34;0,04;0,00;0,00;
0,00;0,00;232,44;0,04;0,00;0,00;
0,00;0,00;232,63;0,04;0,00;0,00;
0,00;0,00;232,72;0,04;0,00;0,00;
0,00;0,00;232,82;0,04;0,00;0,00;
0,00;0,00;233,01;0,09;0,00;0,00;
0,00;0,00;233,11;0,04;0,00;0,00;
0,00;0,00;233,49;0,04;0,00;0,00;
0,00;0,00;233,88;0,04;0,00;0,00;
0,00;0,00;233,97;0,04;0,00;0,00;
0,00;0,00;234,07;0,09;0,00;0,00;
0,00;0,00;234,26;0,09;0,00;0,00;
0,00;0,00;234,36;0,04;0,00;0,00;
0,00;0,00;234,55;0,04;0,00;0,00;
0,00;0,00;234,93;0,04;0,00;0,00;
0,00;0,00;235,03;0,04;0,00;0,00;
0,00;0,00;235,12;0,04;0,00;0,00;
0,00;0,00;235,41;0,04;0,00;0,00;
0,00;0,00;235,60;0,04;0,00;0,00;
0,00;0,00;235,89;0,04;0,00;0,00;
0,00;0,00;235,99;0,04;0,00;0,00;
0,00;0,00;236,56;0,04;0,00;0,00;
0,00;0,00;236,76;0,04;0,00;0,00;
0,00;0,00;237,72;0,09;0,00;0,00;
0,00;0,00;237,81;0,04;0,00;0,00;
0,00;0,00;238,00;0,04;0,00;0,00;
0,00;0,00;238,10;0,04;0,00;0,00;
0,00;0,00;238,20;0,04;0,00;0,00;
0,00;0,00;238,29;0,04;0,00;0,00;
0,00;0,00;238,39;0,04;0,00;0,00;
0,00;0,00;239,06;0,04;0,00;0,00;
0,00;0,00;239,25;0,04;0,00;0,00;
0,00;0,00;239,54;0,04;0,00;0,00;
0,00;0,00;239,73;0,04;0,00;0,00;
0,00;0,00;239,92;0,04;0,00;0,00;
0,00;0,00;240,12;0,04;0,00;0,00;
0,00;0,00;240,21;0,04;0,00;0,00;
0,00;0,00;240,31;0,09;0,00;0,00;
0,00;0,00;240,50;0,04;0,00;0,00;
0,00;0,00;240,69;0,04;0,00;0,00;
0,00;0,00;240,79;0,04;0,00;0,00;
0,00;0,00;240,88;0,04;0,00;0,00;
0,00;0,00;241,08;0,04;0,00;0,00;
0,00;0,00;241,27;0,04;0,00;0,00;
0,00;0,00;241,56;0,04;0,00;0,00;
0,00;0,00;241,84;0,04;0,00;0,00;
0,00;0,00;241,94;0,04;0,00;0,00;
0,00;0,00;242,13;0,04;0,00;0,00;
0,00;0,00;242,23;0,04;0,00;0,00;
0,00;0,00;242,61;0,09;0,00;0,00;
0,00;0,00;242,71;0,04;0,00;0,00;
0,00;0,00;242,90;0,04;0,00;0,00;
0,00;0,00;243,28;0,04;0,00;0,00;
0,00;0,00;243,38;0,09;0,00;0,00;
0,00;0,00;243,96;0,04;0,00;0,00;
0,00;0,00;244,05;0,09;0,00;0,00;
0,00;0,00;244,24;0,04;0,00;0,00;
0,00;0,00;244,53;0,09;0,00;0,00;
0,00;0,00;244,63;0,04;0,00;0,00;
0,00;0,00;245,11;0,04;0,00;0,00;
0,00;0,00;245,20;0,04;0,00;0,00;
0,00;0,00;245,40;0,04;0,00;0,00;
0,00;0,00;245,49;0,09;0,00;0,00;
0,00;0,00;245,59;0,09;0,00;0,00;
0,00;0,00;245,68;0,04;0,00;0,00;
0,00;0,00;245,78;0,04;0,00;0,00;
0,00;0,00;245,88;0,04;0,00;0,00;
0,00;0,00;245,97;0,04;0,00;0,00;
0,00;0,00;246,55;0,04;0,00;0,00;
0,00;0,00;246,84;0,09;0,00;0,00;
0,00;0,00;246,93;0,09;0,00;0,00;
0,00;0,00;247,22;0,09;0,00;0,00;
0,00;0,00;247,51;0,09;0,00;0,00;
0,00;0,00;247,70;0,04;0,00;0,00;
0,00;0,00;247,80;0,04;0,00;0,00;
0,00;0,00;247,89;0,04;0,00;0,00;
0,00;0,00;247,99;0,04;0,00;0,00;
0,00;0,00;248,08;0,04;0,00;0,00;
0,00;0,00;248,18;0,04;0,00;0,00;
0,00;0,00;248,56;0,04;0,00;0,00;
0,00;0,00;248,85;0,04;0,00;0,00;
0,00;0,00;248,95;0,04;0,00;0,00;
0,00;0,00;249,14;0,04;0,00;0,00;
0,00;0,00;249,24;0,04;0,00;0,00;
0,00;0,00;249,33;0,04;0,00;0,00;
0,00;0,00;249,43;0,04;0,00;0,00;
0,00;0,00;249,52;0,04;0,00;0,00;
0,00;0,00;249,81;0,04;0,00;0,00;
0,00;0,00;249,91;0,04;0,00;0,00;
0,00;0,00;250,10;0,04;0,00;0,00;
0,00;0,00;250,39;0,04;0,00;0,00;
0,00;0,00;250,48;0,04;0,00;0,00;
0,00;0,00;250,58;0,04;0,00;0,00;
0,00;0,00;250,68;0,04;0,00;0,00;
0,00;0,00;251,25;0,04;0,00;0,00;
0,00;0,00;251,35;0,04;0,00;0,00;
0,00;0,00;251,64;0,13;0,00;0,00;
0,00;0,00;252,02;0,09;0,00;0,00;
0,00;0,00;252,12;0,04;0,00;0,00;
0,00;0,00;252,21;0,04;0,00;0,00;
0,00;0,00;252,31;0,04;0,00;0,00;
0,00;0,00;252,79;0,04;0,00;0,00;
0,00;0,00;252,88;0,04;0,00;0,00;
0,00;0,00;252,98;0,04;0,00;0,00;
0,00;0,00;253,17;0,04;0,00;0,00;
0,00;0,00;253,36;0,13;0,00;0,00;
0,00;0,00;253,56;0,04;0,00;0,00;
0,00;0,00;253,65;0,04;0,00;0,00;
0,00;0,00;253,75;0,09;0,00;0,00;
0,00;0,00;253,84;0,04;0,00;0,00;
0,00;0,00;254,13;0,04;0,00;0,00;
0,00;0,00;254,42;0,04;0,00;0,00;
0,00;0,00;254,52;0,04;0,00;0,00;
0,00;0,00;254,71;0,04;0,00;0,00;
0,00;0,00;254,80;0,04;0,00;0,00;
0,00;0,00;254,90;0,04;0,00;0,00;
0,00;0,00;255,09;0,09;0,00;0,00;
0,00;0,00;255,19;0,04;0,00;0,00;
0,00;0,00;255,28;0,04;0,00;0,00;
