4828;13.10.20 15:35:58;21;Avvicinamento Pressata Finale;position > max position (10);20201012152159A0202;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,30;0,04;0,00;0,00;
0,00;0,00;2,40;0,12;0,00;0,00;
0,00;0,00;4,20;0,04;0,00;0,00;
0,00;0,00;6,50;0,04;0,00;0,00;
0,00;0,00;8,82;-0,01;0,00;0,00;
0,00;0,00;16,02;-0,04;0,00;0,00;
0,00;0,00;23,22;0,04;0,00;0,00;
0,00;0,00;25,62;-0,04;0,00;0,00;
0,00;0,00;28,02;-0,04;0,00;0,00;
0,00;0,00;56,82;0,04;0,00;0,00;
0,00;0,00;64,02;0,04;0,00;0,00;
0,00;0,00;68,82;-0,04;0,00;0,00;
0,00;0,00;71,22;0,04;0,00;0,00;
0,00;0,00;73,62;0,04;0,00;0,00;
0,00;0,00;76,02;-0,01;0,00;0,00;
0,00;0,00;80,82;0,04;0,00;0,00;
0,00;0,00;83,22;0,04;0,00;0,00;
0,00;0,00;85,62;-0,04;0,00;0,00;
0,00;0,00;88,02;-0,04;0,00;0,00;
0,00;0,00;107,22;-0,04;0,00;0,00;
0,00;0,00;109,62;-0,04;0,00;0,00;
0,00;0,00;116,82;0,04;0,00;0,00;
0,00;0,00;119,22;-0,04;0,00;0,00;
0,00;0,00;124,02;0,04;0,00;0,00;
0,00;0,00;128,82;-0,01;0,00;0,00;
0,00;0,00;131,22;0,04;0,00;0,00;
0,00;0,00;133,62;0,04;0,00;0,00;
0,00;0,00;136,02;0,04;0,00;0,00;
0,00;0,00;138,42;-0,04;0,00;0,00;
0,00;0,00;148,02;-0,01;0,00;0,00;
0,00;0,00;150,42;-0,04;0,00;0,00;
0,00;0,00;155,22;0,04;0,00;0,00;
0,00;0,00;164,82;-0,04;0,00;0,00;
0,00;0,00;172,02;0,04;0,00;0,00;
0,00;0,00;184,02;0,04;0,00;0,00;
0,00;0,00;193,62;0,04;0,00;0,00;
0,00;0,00;196,02;0,04;0,00;0,00;
0,00;0,00;198,42;-0,04;0,00;0,00;
0,00;0,00;200,82;0,04;0,00;0,00;
0,00;0,00;203,22;0,04;0,00;0,00;
0,00;0,00;208,02;-0,01;0,00;0,00;
0,00;0,00;222,42;0,04;0,00;0,00;
0,00;0,00;227,22;-0,04;0,00;0,00;
0,00;0,00;236,82;0,04;0,00;0,00;
0,00;0,00;244,02;0,04;0,00;0,00;
0,00;0,00;246,42;-0,01;0,00;0,00;
0,00;0,00;248,82;-0,04;0,00;0,00;
0,00;0,00;253,62;0,04;0,00;0,00;
0,00;0,00;258,42;-0,04;0,00;0,00;
0,00;0,00;263,22;0,04;0,00;0,00;
0,00;0,00;265,62;-0,04;0,00;0,00;
0,00;0,00;268,02;-0,04;0,00;0,00;
0,00;0,00;272,82;0,04;0,00;0,00;
0,00;0,00;275,22;0,04;0,00;0,00;
0,00;0,00;286,91;-0,04;0,00;0,00;
0,00;0,00;288,52;-0,04;0,00;0,00;
0,00;0,00;289,70;-0,09;0,00;0,00;
0,00;0,00;290,36;-0,04;0,00;0,00;
0,00;0,00;290,55;0,04;0,00;0,00;
0,00;0,00;290,60;0,04;0,00;0,00;
0,00;0,00;290,60;0,04;0,00;0,00;
0,00;0,00;290,63;0,04;0,00;0,00;
0,00;0,00;290,80;0,04;0,00;0,00;
0,00;0,00;290,95;0,04;0,00;0,00;
0,00;0,00;291,12;0,04;0,00;0,00;
0,00;0,00;291,28;0,04;0,00;0,00;
0,00;0,00;291,44;0,04;0,00;0,00;
0,00;0,00;291,60;0,04;0,00;0,00;
0,00;0,00;291,76;0,04;0,00;0,00;
0,00;0,00;291,92;0,04;0,00;0,00;
0,00;0,00;292,08;0,04;0,00;0,00;
0,00;0,00;292,24;0,04;0,00;0,00;
0,00;0,00;292,40;0,04;0,00;0,00;
0,00;0,00;292,56;0,04;0,00;0,00;
0,00;0,00;292,72;0,04;0,00;0,00;
0,00;0,00;292,88;0,04;0,00;0,00;
0,00;0,00;293,04;0,04;0,00;0,00;
0,00;0,00;293,20;0,04;0,00;0,00;
0,00;0,00;293,36;0,04;0,00;0,00;
0,00;0,00;293,52;0,04;0,00;0,00;
0,00;0,00;293,68;0,04;0,00;0,00;
0,00;0,00;293,84;0,04;0,00;0,00;
0,00;0,00;294,00;0,04;0,00;0,00;
0,00;0,00;294,16;0,04;0,00;0,00;
0,00;0,00;294,32;0,04;0,00;0,00;
0,00;0,00;294,48;0,04;0,00;0,00;
0,00;0,00;294,64;0,04;0,00;0,00;
0,00;0,00;294,80;0,04;0,00;0,00;
0,00;0,00;294,96;0,04;0,00;0,00;
0,00;0,00;295,12;0,04;0,00;0,00;
0,00;0,00;295,44;0,04;0,00;0,00;
0,00;0,00;295,60;0,04;0,00;0,00;
0,00;0,00;295,76;0,04;0,00;0,00;
0,00;0,00;295,92;0,04;0,00;0,00;
0,00;0,00;296,08;0,04;0,00;0,00;
0,00;0,00;296,24;0,04;0,00;0,00;
0,00;0,00;296,40;0,04;0,00;0,00;
0,00;0,00;296,56;0,04;0,00;0,00;
0,00;0,00;296,72;0,04;0,00;0,00;
0,00;0,00;296,88;0,04;0,00;0,00;
0,00;0,00;297,04;0,04;0,00;0,00;
0,00;0,00;297,20;0,04;0,00;0,00;
0,00;0,00;297,36;0,04;0,00;0,00;
0,00;0,00;297,52;0,04;0,00;0,00;
0,00;0,00;297,68;0,04;0,00;0,00;
0,00;0,00;297,84;0,04;0,00;0,00;
0,00;0,00;298,00;0,04;0,00;0,00;
0,00;0,00;298,16;0,04;0,00;0,00;
0,00;0,00;298,32;0,04;0,00;0,00;
0,00;0,00;298,48;0,04;0,00;0,00;
0,00;0,00;298,64;0,04;0,00;0,00;
0,00;0,00;298,80;0,04;0,00;0,00;
0,00;0,00;298,96;0,04;0,00;0,00;
0,00;0,00;299,12;0,04;0,00;0,00;
0,00;0,00;299,28;0,04;0,00;0,00;
0,00;0,00;299,44;0,04;0,00;0,00;
0,00;0,00;299,60;0,04;0,00;0,00;
0,00;0,00;299,76;0,04;0,00;0,00;
0,00;0,00;299,92;0,04;0,00;0,00;
0,00;0,00;300,08;0,04;0,00;0,00;
0,00;0,00;300,24;0,04;0,00;0,00;
0,00;0,00;300,40;0,04;0,00;0,00;
0,00;0,00;300,56;0,04;0,00;0,00;
0,00;0,00;300,72;0,04;0,00;0,00;
0,00;0,00;300,88;0,04;0,00;0,00;
0,00;0,00;301,04;0,04;0,00;0,00;
0,00;0,00;301,20;0,04;0,00;0,00;
0,00;0,00;301,36;0,04;0,00;0,00;
0,00;0,00;301,52;0,04;0,00;0,00;
0,00;0,00;301,68;0,04;0,00;0,00;
0,00;0,00;301,84;0,04;0,00;0,00;
0,00;0,00;302,00;0,04;0,00;0,00;
0,00;0,00;302,16;0,04;0,00;0,00;
0,00;0,00;302,32;0,04;0,00;0,00;
0,00;0,00;302,48;0,04;0,00;0,00;
0,00;0,00;302,64;0,04;0,00;0,00;
0,00;0,00;302,80;0,04;0,00;0,00;
0,00;0,00;302,96;0,04;0,00;0,00;
0,00;0,00;303,12;0,04;0,00;0,00;
0,00;0,00;303,28;0,04;0,00;0,00;
0,00;0,00;303,44;0,04;0,00;0,00;
0,00;0,00;303,60;0,04;0,00;0,00;
0,00;0,00;303,76;0,04;0,00;0,00;
0,00;0,00;303,92;0,04;0,00;0,00;
0,00;0,00;304,08;0,04;0,00;0,00;
0,00;0,00;304,24;0,04;0,00;0,00;
0,00;0,00;304,40;0,04;0,00;0,00;
0,00;0,00;304,56;0,04;0,00;0,00;
0,00;0,00;304,72;0,04;0,00;0,00;
0,00;0,00;304,88;0,04;0,00;0,00;
0,00;0,00;305,04;0,04;0,00;0,00;
0,00;0,00;305,20;0,04;0,00;0,00;
0,00;0,00;305,36;0,04;0,00;0,00;
0,00;0,00;305,52;0,04;0,00;0,00;
0,00;0,00;305,68;0,04;0,00;0,00;
0,00;0,00;305,84;0,04;0,00;0,00;
0,00;0,00;306,00;0,04;0,00;0,00;
0,00;0,00;306,16;0,04;0,00;0,00;
0,00;0,00;306,32;0,04;0,00;0,00;
0,00;0,00;306,48;0,04;0,00;0,00;
0,00;0,00;306,64;0,04;0,00;0,00;
0,00;0,00;306,80;0,04;0,00;0,00;
0,00;0,00;306,96;0,04;0,00;0,00;
0,00;0,00;307,12;0,04;0,00;0,00;
0,00;0,00;307,28;0,04;0,00;0,00;
0,00;0,00;307,44;0,04;0,00;0,00;
0,00;0,00;307,60;0,04;0,00;0,00;
0,00;0,00;307,76;0,04;0,00;0,00;
0,00;0,00;307,92;0,04;0,00;0,00;
0,00;0,00;308,08;0,04;0,00;0,00;
0,00;0,00;308,24;0,04;0,00;0,00;
0,00;0,00;308,40;0,04;0,00;0,00;
0,00;0,00;308,56;0,04;0,00;0,00;
0,00;0,00;308,72;0,04;0,00;0,00;
0,00;0,00;308,88;0,04;0,00;0,00;
0,00;0,00;309,04;0,04;0,00;0,00;
0,00;0,00;309,20;0,04;0,00;0,00;
0,00;0,00;309,36;0,04;0,00;0,00;
0,00;0,00;309,52;0,04;0,00;0,00;
0,00;0,00;309,68;0,04;0,00;0,00;
0,00;0,00;309,84;0,04;0,00;0,00;
0,00;0,00;310,00;0,04;0,00;0,00;
0,00;0,00;310,16;0,04;0,00;0,00;
0,00;0,00;310,32;0,04;0,00;0,00;
0,00;0,00;310,48;0,08;0,00;0,00;
0,00;0,00;310,64;0,04;0,00;0,00;
0,00;0,00;310,80;0,04;0,00;0,00;
0,00;0,00;310,96;0,04;0,00;0,00;
0,00;0,00;311,12;0,04;0,00;0,00;
0,00;0,00;311,28;0,04;0,00;0,00;
0,00;0,00;311,44;0,04;0,00;0,00;
0,00;0,00;311,60;0,04;0,00;0,00;
0,00;0,00;311,76;0,04;0,00;0,00;
0,00;0,00;311,92;0,04;0,00;0,00;
0,00;0,00;312,08;0,04;0,00;0,00;
0,00;0,00;312,24;0,04;0,00;0,00;
0,00;0,00;312,40;0,04;0,00;0,00;
0,00;0,00;312,56;0,04;0,00;0,00;
0,00;0,00;312,72;0,04;0,00;0,00;
0,00;0,00;312,88;0,04;0,00;0,00;
0,00;0,00;313,04;0,04;0,00;0,00;
0,00;0,00;313,20;0,04;0,00;0,00;
0,00;0,00;313,36;0,60;0,00;0,00;
0,00;0,00;313,51;2,26;0,00;0,00;
0,00;0,00;313,64;6,70;0,00;0,00;
0,00;0,00;313,63;6,34;0,00;0,00;
0,00;0,00;313,64;6,83;0,00;0,00;
0,00;0,00;313,64;6,83;0,00;0,00;
0,00;0,00;313,65;7,09;0,00;0,00;
0,00;0,00;313,65;7,18;0,00;0,00;
0,00;0,00;313,65;7,35;0,00;0,00;
0,00;0,00;313,66;7,35;0,00;0,00;
0,00;0,00;313,66;7,44;0,00;0,00;
0,00;0,00;313,66;7,52;0,00;0,00;
0,00;0,00;313,66;7,48;0,00;0,00;
0,00;0,00;313,66;7,52;0,00;0,00;
0,00;0,00;313,66;7,48;0,00;0,00;
0,00;0,00;313,66;7,52;0,00;0,00;
