18421;30.03.21 14:53:44;22;Avvicinamento pre-pressata pressata Fuori Ingombro;position > max position (10);20210330111412P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,05;0,04;0,00;0,00;
0,00;0,00;0,59;0,04;0,00;0,00;
0,00;0,00;1,63;0,04;0,00;0,00;
0,00;0,00;3,18;0,04;0,00;0,00;
0,00;0,00;5,24;0,04;0,00;0,00;
0,00;0,00;7,82;0,06;0,00;0,00;
0,00;0,00;10,90;0,07;0,00;0,00;
0,00;0,00;14,38;0,03;0,00;0,00;
0,00;0,00;17,89;0,03;0,00;0,00;
0,00;0,00;21,41;0,04;0,00;0,00;
0,00;0,00;24,93;0,03;0,00;0,00;
0,00;0,00;28,45;0,03;0,00;0,00;
0,00;0,00;31,97;0,02;0,00;0,00;
0,00;0,00;35,49;0,03;0,00;0,00;
0,00;0,00;39,01;0,03;0,00;0,00;
0,00;0,00;42,53;0,03;0,00;0,00;
0,00;0,00;46,05;0,02;0,00;0,00;
0,00;0,00;49,57;0,02;0,00;0,00;
0,00;0,00;53,09;0,02;0,00;0,00;
0,00;0,00;56,61;0,04;0,00;0,00;
0,00;0,00;60,13;0,03;0,00;0,00;
0,00;0,00;63,65;0,03;0,00;0,00;
0,00;0,00;67,17;0,02;0,00;0,00;
0,00;0,00;70,69;0,02;0,00;0,00;
0,00;0,00;74,21;0,04;0,00;0,00;
0,00;0,00;77,73;0,02;0,00;0,00;
0,00;0,00;81,25;0,02;0,00;0,00;
0,00;0,00;84,77;0,02;0,00;0,00;
0,00;0,00;88,29;0,04;0,00;0,00;
0,00;0,00;91,81;0,03;0,00;0,00;
0,00;0,00;95,33;0,01;0,00;0,00;
0,00;0,00;98,85;0,01;0,00;0,00;
0,00;0,00;102,37;0,01;0,00;0,00;
0,00;0,00;108,48;0,01;0,00;0,00;
0,00;0,00;110,79;0,01;0,00;0,00;
0,00;0,00;113,90;-0,01;0,00;0,00;
0,00;0,00;114,69;-0,01;0,00;0,00;
0,00;0,00;114,99;-0,01;0,00;0,00;
0,00;0,00;115,01;0,01;0,00;0,00;
0,00;0,00;115,03;0,01;0,00;0,00;
0,00;0,00;115,08;0,01;0,00;0,00;
0,00;0,00;115,15;0,01;0,00;0,00;
0,00;0,00;115,21;0,01;0,00;0,00;
0,00;0,00;115,28;0,01;0,00;0,00;
0,00;0,00;115,34;0,01;0,00;0,00;
0,00;0,00;115,40;0,01;0,00;0,00;
0,00;0,00;115,47;0,01;0,00;0,00;
0,00;0,00;115,53;0,01;0,00;0,00;
0,00;0,00;115,60;0,01;0,00;0,00;
0,00;0,00;115,66;0,01;0,00;0,00;
0,00;0,00;115,72;0,01;0,00;0,00;
0,00;0,00;115,79;0,01;0,00;0,00;
0,00;0,00;115,85;0,01;0,00;0,00;
0,00;0,00;115,92;0,01;0,00;0,00;
0,00;0,00;115,98;0,01;0,00;0,00;
0,00;0,00;116,04;0,01;0,00;0,00;
0,00;0,00;116,11;0,01;0,00;0,00;
0,00;0,00;116,17;0,01;0,00;0,00;
0,00;0,00;116,24;0,01;0,00;0,00;
