18420;30.03.21 14:47:34;22;Avvicinamento pre-pressata pressata Fuori Ingombro;position > max position (10);20210330111412P0003;
0,00;0,00;127,93;1,00;0,00;0,00;
0,00;0,00;128,00;1,02;0,00;0,00;
0,00;0,00;128,06;1,03;0,00;0,00;
0,00;0,00;128,12;1,04;0,00;0,00;
0,00;0,00;128,19;1,05;0,00;0,00;
0,00;0,00;128,25;1,07;0,00;0,00;
0,00;0,00;128,32;1,08;0,00;0,00;
0,00;0,00;128,38;1,07;0,00;0,00;
0,00;0,00;128,44;1,08;0,00;0,00;
0,00;0,00;128,51;1,09;0,00;0,00;
0,00;0,00;128,57;1,11;0,00;0,00;
0,00;0,00;128,64;1,11;0,00;0,00;
0,00;0,00;128,70;1,12;0,00;0,00;
0,00;0,00;128,76;1,13;0,00;0,00;
0,00;0,00;128,83;1,14;0,00;0,00;
0,00;0,00;128,89;1,12;0,00;0,00;
0,00;0,00;128,96;1,15;0,00;0,00;
0,00;0,00;129,02;1,16;0,00;0,00;
0,00;0,00;129,08;1,17;0,00;0,00;
0,00;0,00;129,15;1,15;0,00;0,00;
0,00;0,00;129,21;1,15;0,00;0,00;
0,00;0,00;129,28;1,16;0,00;0,00;
0,00;0,00;129,34;1,17;0,00;0,00;
0,00;0,00;129,40;1,19;0,00;0,00;
0,00;0,00;129,47;1,19;0,00;0,00;
0,00;0,00;129,53;1,21;0,00;0,00;
0,00;0,00;129,60;1,21;0,00;0,00;
0,00;0,00;129,66;1,22;0,00;0,00;
0,00;0,00;129,73;1,23;0,00;0,00;
0,00;0,00;129,79;1,23;0,00;0,00;
0,00;0,00;129,85;1,23;0,00;0,00;
0,00;0,00;129,92;1,23;0,00;0,00;
0,00;0,00;129,98;1,23;0,00;0,00;
0,00;0,00;130,05;1,23;0,00;0,00;
0,00;0,00;130,11;1,23;0,00;0,00;
0,00;0,00;130,17;1,23;0,00;0,00;
0,00;0,00;130,24;1,23;0,00;0,00;
0,00;0,00;130,30;1,26;0,00;0,00;
0,00;0,00;130,37;1,26;0,00;0,00;
0,00;0,00;130,43;1,26;0,00;0,00;
0,00;0,00;130,49;1,26;0,00;0,00;
0,00;0,00;130,56;1,27;0,00;0,00;
0,00;0,00;130,62;1,29;0,00;0,00;
0,00;0,00;130,69;1,28;0,00;0,00;
0,00;0,00;130,75;1,28;0,00;0,00;
0,00;0,00;130,81;1,29;0,00;0,00;
0,00;0,00;130,88;1,29;0,00;0,00;
0,00;0,00;130,94;1,29;0,00;0,00;
0,00;0,00;131,01;1,29;0,00;0,00;
0,00;0,00;131,07;1,31;0,00;0,00;
0,00;0,00;131,13;1,32;0,00;0,00;
0,00;0,00;131,20;1,33;0,00;0,00;
0,00;0,00;131,26;1,33;0,00;0,00;
0,00;0,00;131,33;1,34;0,00;0,00;
0,00;0,00;131,39;1,33;0,00;0,00;
0,00;0,00;131,45;1,34;0,00;0,00;
0,00;0,00;131,52;1,31;0,00;0,00;
0,00;0,00;131,58;1,33;0,00;0,00;
0,00;0,00;131,65;1,31;0,00;0,00;
0,00;0,00;131,71;1,32;0,00;0,00;
0,00;0,00;131,77;1,34;0,00;0,00;
0,00;0,00;131,84;1,34;0,00;0,00;
0,00;0,00;131,90;1,36;0,00;0,00;
0,00;0,00;131,96;1,34;0,00;0,00;
0,00;0,00;132,03;1,36;0,00;0,00;
0,00;0,00;132,04;1,34;0,00;0,00;
0,00;0,00;132,04;1,34;0,00;0,00;
0,00;0,00;132,04;1,32;0,00;0,00;
0,00;0,00;132,04;1,32;0,00;0,00;
0,00;0,00;132,04;1,31;0,00;0,00;
0,00;0,00;132,04;1,31;0,00;0,00;
0,00;0,00;132,04;1,31;0,00;0,00;
0,00;0,00;132,04;1,31;0,00;0,00;
0,00;0,00;132,04;1,29;0,00;0,00;
0,00;0,00;132,04;1,29;0,00;0,00;
0,00;0,00;132,03;1,28;0,00;0,00;
0,00;0,00;132,03;1,26;0,00;0,00;
