28319;22.09.21 08:26:45;22;Avvicinamento pre-pressata pressata Fuori Ingombro;position > max position (10);20210920144827P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;66,00;0,01;0,00;0,00;
0,00;0,00;66,05;0,04;0,00;0,00;
0,00;0,00;66,58;0,04;0,00;0,00;
0,00;0,00;67,63;0,03;0,00;0,00;
0,00;0,00;69,18;0,04;0,00;0,00;
0,00;0,00;71,24;0,04;0,00;0,00;
0,00;0,00;73,82;0,04;0,00;0,00;
0,00;0,00;76,90;0,04;0,00;0,00;
0,00;0,00;80,38;0,01;0,00;0,00;
0,00;0,00;83,89;0,04;0,00;0,00;
0,00;0,00;87,41;0,03;0,00;0,00;
0,00;0,00;90,93;0,03;0,00;0,00;
0,00;0,00;94,45;0,01;0,00;0,00;
0,00;0,00;97,97;0,02;0,00;0,00;
0,00;0,00;101,49;0,03;0,00;0,00;
0,00;0,00;104,89;-0,01;0,00;0,00;
0,00;0,00;107,82;0,01;0,00;0,00;
0,00;0,00;112,19;-0,01;0,00;0,00;
0,00;0,00;113,62;-0,01;0,00;0,00;
0,00;0,00;114,54;-0,01;0,00;0,00;
0,00;0,00;114,96;-0,01;0,00;0,00;
0,00;0,00;115,01;-0,01;0,00;0,00;
0,00;0,00;115,03;0,01;0,00;0,00;
0,00;0,00;115,14;0,01;0,00;0,00;
0,00;0,00;115,25;0,01;0,00;0,00;
0,00;0,00;115,37;0,01;0,00;0,00;
0,00;0,00;115,48;0,01;0,00;0,00;
0,00;0,00;115,59;0,01;0,00;0,00;
0,00;0,00;115,70;0,01;0,00;0,00;
0,00;0,00;115,82;0,01;0,00;0,00;
0,00;0,00;115,93;0,01;0,00;0,00;
0,00;0,00;116,04;0,01;0,00;0,00;
0,00;0,00;116,15;0,01;0,00;0,00;
0,00;0,00;116,26;0,01;0,00;0,00;
0,00;0,00;116,38;0,01;0,00;0,00;
0,00;0,00;116,49;0,01;0,00;0,00;
0,00;0,00;116,60;0,01;0,00;0,00;
0,00;0,00;116,71;0,01;0,00;0,00;
0,00;0,00;116,82;0,01;0,00;0,00;
0,00;0,00;116,94;0,01;0,00;0,00;
0,00;0,00;117,05;0,01;0,00;0,00;
0,00;0,00;117,16;0,01;0,00;0,00;
0,00;0,00;117,27;0,01;0,00;0,00;
0,00;0,00;117,38;0,01;0,00;0,00;
0,00;0,00;117,49;0,01;0,00;0,00;
0,00;0,00;117,61;0,01;0,00;0,00;
0,00;0,00;117,72;0,01;0,00;0,00;
0,00;0,00;117,83;0,01;0,00;0,00;
0,00;0,00;117,94;0,01;0,00;0,00;
0,00;0,00;118,05;0,01;0,00;0,00;
0,00;0,00;118,17;0,01;0,00;0,00;
0,00;0,00;118,28;0,01;0,00;0,00;
0,00;0,00;118,39;0,01;0,00;0,00;
0,00;0,00;118,50;0,01;0,00;0,00;
0,00;0,00;118,61;0,01;0,00;0,00;
0,00;0,00;118,73;0,01;0,00;0,00;
0,00;0,00;118,84;0,01;0,00;0,00;
0,00;0,00;118,95;0,01;0,00;0,00;
0,00;0,00;119,06;0,01;0,00;0,00;
0,00;0,00;119,18;0,01;0,00;0,00;
0,00;0,00;119,29;0,01;0,00;0,00;
0,00;0,00;119,40;0,01;0,00;0,00;
0,00;0,00;119,51;0,01;0,00;0,00;
0,00;0,00;119,62;0,01;0,00;0,00;
0,00;0,00;119,74;0,01;0,00;0,00;
0,00;0,00;119,85;0,01;0,00;0,00;
0,00;0,00;119,96;0,01;0,00;0,00;
0,00;0,00;120,07;0,01;0,00;0,00;
0,00;0,00;120,18;0,01;0,00;0,00;
0,00;0,00;120,30;0,01;0,00;0,00;
0,00;0,00;120,41;0,01;0,00;0,00;
0,00;0,00;120,52;0,01;0,00;0,00;
0,00;0,00;120,63;0,01;0,00;0,00;
0,00;0,00;120,74;0,01;0,00;0,00;
0,00;0,00;120,86;0,01;0,00;0,00;
0,00;0,00;120,97;0,01;0,00;0,00;
0,00;0,00;121,08;0,01;0,00;0,00;
0,00;0,00;121,19;0,01;0,00;0,00;
0,00;0,00;121,30;0,01;0,00;0,00;
0,00;0,00;121,42;0,01;0,00;0,00;
0,00;0,00;121,53;0,01;0,00;0,00;
0,00;0,00;121,64;0,01;0,00;0,00;
0,00;0,00;121,75;0,01;0,00;0,00;
0,00;0,00;121,86;0,01;0,00;0,00;
0,00;0,00;121,98;0,01;0,00;0,00;
0,00;0,00;122,09;0,01;0,00;0,00;
0,00;0,00;122,20;0,01;0,00;0,00;
0,00;0,00;122,31;0,01;0,00;0,00;
0,00;0,00;122,42;0,01;0,00;0,00;
0,00;0,00;122,54;0,03;0,00;0,00;
0,00;0,00;122,64;0,33;0,00;0,00;
0,00;0,00;122,75;0,59;0,00;0,00;
0,00;0,00;122,87;0,65;0,00;0,00;
0,00;0,00;122,98;0,74;0,00;0,00;
0,00;0,00;123,09;0,77;0,00;0,00;
0,00;0,00;123,21;0,79;0,00;0,00;
0,00;0,00;123,32;0,86;0,00;0,00;
0,00;0,00;123,43;0,88;0,00;0,00;
0,00;0,00;123,54;0,93;0,00;0,00;
0,00;0,00;123,65;0,91;0,00;0,00;
0,00;0,00;123,77;0,91;0,00;0,00;
0,00;0,00;123,88;0,92;0,00;0,00;
0,00;0,00;123,99;0,90;0,00;0,00;
0,00;0,00;124,10;0,93;0,00;0,00;
0,00;0,00;124,21;0,95;0,00;0,00;
0,00;0,00;124,33;0,97;0,00;0,00;
0,00;0,00;124,44;0,96;0,00;0,00;
0,00;0,00;124,55;0,96;0,00;0,00;
0,00;0,00;124,66;0,98;0,00;0,00;
0,00;0,00;124,78;0,98;0,00;0,00;
0,00;0,00;124,89;0,96;0,00;0,00;
0,00;0,00;125,00;0,96;0,00;0,00;
0,00;0,00;125,11;0,96;0,00;0,00;
0,00;0,00;125,22;0,94;0,00;0,00;
0,00;0,00;125,33;0,95;0,00;0,00;
0,00;0,00;125,45;0,97;0,00;0,00;
0,00;0,00;125,56;0,99;0,00;0,00;
0,00;0,00;125,67;1,00;0,00;0,00;
0,00;0,00;125,78;0,99;0,00;0,00;
0,00;0,00;125,89;1,02;0,00;0,00;
0,00;0,00;126,01;1,02;0,00;0,00;
0,00;0,00;126,12;1,03;0,00;0,00;
0,00;0,00;126,23;1,07;0,00;0,00;
0,00;0,00;126,34;1,12;0,00;0,00;
0,00;0,00;126,45;1,15;0,00;0,00;
0,00;0,00;126,57;1,15;0,00;0,00;
0,00;0,00;126,68;1,17;0,00;0,00;
0,00;0,00;126,79;1,17;0,00;0,00;
0,00;0,00;126,90;1,19;0,00;0,00;
0,00;0,00;127,01;1,17;0,00;0,00;
0,00;0,00;127,13;1,24;0,00;0,00;
0,00;0,00;127,24;1,25;0,00;0,00;
0,00;0,00;127,35;1,23;0,00;0,00;
0,00;0,00;127,46;1,23;0,00;0,00;
0,00;0,00;127,58;1,24;0,00;0,00;
0,00;0,00;127,69;1,26;0,00;0,00;
0,00;0,00;127,80;1,23;0,00;0,00;
0,00;0,00;127,91;1,24;0,00;0,00;
0,00;0,00;128,02;1,29;0,00;0,00;
0,00;0,00;128,13;1,28;0,00;0,00;
0,00;0,00;128,25;1,29;0,00;0,00;
0,00;0,00;128,36;1,31;0,00;0,00;
0,00;0,00;128,47;1,33;0,00;0,00;
0,00;0,00;128,58;1,33;0,00;0,00;
0,00;0,00;128,69;1,34;0,00;0,00;
0,00;0,00;128,81;1,34;0,00;0,00;
0,00;0,00;128,92;1,33;0,00;0,00;
0,00;0,00;129,03;1,35;0,00;0,00;
0,00;0,00;129,14;1,33;0,00;0,00;
0,00;0,00;129,26;1,35;0,00;0,00;
0,00;0,00;129,37;1,36;0,00;0,00;
0,00;0,00;129,48;1,34;0,00;0,00;
0,00;0,00;129,59;1,37;0,00;0,00;
0,00;0,00;129,70;1,38;0,00;0,00;
0,00;0,00;129,81;1,39;0,00;0,00;
0,00;0,00;129,93;1,38;0,00;0,00;
0,00;0,00;130,04;1,36;0,00;0,00;
0,00;0,00;130,15;1,36;0,00;0,00;
0,00;0,00;130,26;1,38;0,00;0,00;
0,00;0,00;130,38;1,38;0,00;0,00;
0,00;0,00;130,49;1,39;0,00;0,00;
0,00;0,00;130,60;1,40;0,00;0,00;
0,00;0,00;130,71;1,41;0,00;0,00;
0,00;0,00;130,82;1,44;0,00;0,00;
0,00;0,00;130,93;1,46;0,00;0,00;
0,00;0,00;131,05;1,47;0,00;0,00;
0,00;0,00;131,16;1,50;0,00;0,00;
0,00;0,00;131,27;1,53;0,00;0,00;
0,00;0,00;131,38;1,56;0,00;0,00;
0,00;0,00;131,49;1,58;0,00;0,00;
0,00;0,00;131,61;1,58;0,00;0,00;
0,00;0,00;131,72;1,61;0,00;0,00;
0,00;0,00;131,83;1,65;0,00;0,00;
0,00;0,00;131,94;1,66;0,00;0,00;
0,00;0,00;132,05;1,69;0,00;0,00;
0,00;0,00;132,07;1,67;0,00;0,00;
