23999;14.01.21 13:28:48;10;Repair_strategy;start interrupted (14);20210113093121P0004;
0,00;0,00;188,43;0,72;0,00;0,00;
0,00;0,00;188,59;0,77;0,00;0,00;
0,00;0,00;188,75;0,79;0,00;0,00;
0,00;0,00;188,91;0,84;0,00;0,00;
0,00;0,00;189,07;1,06;0,00;0,00;
0,00;0,00;189,22;2,53;0,00;0,00;
0,00;0,00;189,36;6,55;0,00;0,00;
0,00;0,00;189,37;7,28;0,00;0,00;
0,00;0,00;189,38;7,75;0,00;0,00;
0,00;0,00;189,38;7,96;0,00;0,00;
0,00;0,00;189,39;8,17;0,00;0,00;
0,00;0,00;189,39;8,25;0,00;0,00;
0,00;0,00;189,40;8,30;0,00;0,00;
0,00;0,00;189,40;8,30;0,00;0,00;
0,00;0,00;189,40;8,28;0,00;0,00;
0,00;0,00;189,41;8,28;0,00;0,00;
0,00;0,00;189,41;8,25;0,00;0,00;
0,00;0,00;189,41;8,18;0,00;0,00;
0,00;0,00;189,41;8,17;0,00;0,00;
0,00;0,00;189,42;8,17;0,00;0,00;
