26110;23.08.21 12:27:23;21;Avvicinamento Pressata Finale;position > max position (10);20210823112503P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;30,22;0,17;0,00;0,00;
0,00;0,00;33,30;0,12;0,00;0,00;
0,00;0,00;37,92;0,17;0,00;0,00;
0,00;0,00;42,72;0,04;0,00;0,00;
0,00;0,00;47,52;0,12;0,00;0,00;
0,00;0,00;52,32;0,09;0,00;0,00;
0,00;0,00;57,12;0,08;0,00;0,00;
0,00;0,00;61,92;0,09;0,00;0,00;
0,00;0,00;66,72;0,12;0,00;0,00;
0,00;0,00;76,32;0,09;0,00;0,00;
0,00;0,00;81,12;0,09;0,00;0,00;
0,00;0,00;85,92;0,04;0,00;0,00;
0,00;0,00;90,72;0,09;0,00;0,00;
0,00;0,00;95,52;0,04;0,00;0,00;
0,00;0,00;100,32;0,04;0,00;0,00;
0,00;0,00;105,12;0,09;0,00;0,00;
0,00;0,00;109,92;0,04;0,00;0,00;
0,00;0,00;114,72;0,09;0,00;0,00;
0,00;0,00;119,52;0,04;0,00;0,00;
0,00;0,00;124,32;0,09;0,00;0,00;
0,00;0,00;129,12;0,04;0,00;0,00;
0,00;0,00;133,92;0,04;0,00;0,00;
0,00;0,00;138,72;0,09;0,00;0,00;
0,00;0,00;143,52;0,09;0,00;0,00;
0,00;0,00;148,32;0,09;0,00;0,00;
0,00;0,00;153,12;0,09;0,00;0,00;
0,00;0,00;157,92;0,04;0,00;0,00;
0,00;0,00;162,72;0,04;0,00;0,00;
0,00;0,00;167,52;0,04;0,00;0,00;
0,00;0,00;172,32;0,04;0,00;0,00;
0,00;0,00;177,12;0,08;0,00;0,00;
0,00;0,00;181,92;0,09;0,00;0,00;
0,00;0,00;186,72;0,04;0,00;0,00;
0,00;0,00;191,52;0,09;0,00;0,00;
0,00;0,00;196,32;0,09;0,00;0,00;
0,00;0,00;201,12;0,09;0,00;0,00;
0,00;0,00;205,92;0,09;0,00;0,00;
0,00;0,00;210,72;0,04;0,00;0,00;
0,00;0,00;215,52;0,04;0,00;0,00;
0,00;0,00;220,32;0,04;0,00;0,00;
0,00;0,00;225,12;0,09;0,00;0,00;
0,00;0,00;229,92;0,04;0,00;0,00;
0,00;0,00;234,72;0,04;0,00;0,00;
0,00;0,00;239,52;0,04;0,00;0,00;
0,00;0,00;244,32;0,09;0,00;0,00;
0,00;0,00;249,12;0,09;0,00;0,00;
0,00;0,00;253,92;0,09;0,00;0,00;
0,00;0,00;258,72;0,09;0,00;0,00;
0,00;0,00;263,52;0,04;0,00;0,00;
0,00;0,00;268,32;0,09;0,00;0,00;
0,00;0,00;273,12;0,09;0,00;0,00;
0,00;0,00;277,92;0,09;0,00;0,00;
0,00;0,00;282,72;0,09;0,00;0,00;
0,00;0,00;287,52;0,09;0,00;0,00;
0,00;0,00;292,32;0,09;0,00;0,00;
0,00;0,00;297,12;0,09;0,00;0,00;
0,00;0,00;301,92;0,09;0,00;0,00;
0,00;0,00;309,94;0,04;0,00;0,00;
0,00;0,00;310,00;0,09;0,00;0,00;
0,00;0,00;310,21;0,09;0,00;0,00;
0,00;0,00;310,51;0,09;0,00;0,00;
0,00;0,00;310,84;0,09;0,00;0,00;
0,00;0,00;311,16;0,09;0,00;0,00;
0,00;0,00;311,48;0,09;0,00;0,00;
0,00;0,00;311,80;0,09;0,00;0,00;
0,00;0,00;312,12;0,09;0,00;0,00;
0,00;0,00;312,44;0,12;0,00;0,00;
0,00;0,00;312,76;0,09;0,00;0,00;
0,00;0,00;313,08;0,09;0,00;0,00;
0,00;0,00;313,40;0,09;0,00;0,00;
0,00;0,00;313,72;0,09;0,00;0,00;
0,00;0,00;314,04;0,09;0,00;0,00;
0,00;0,00;314,36;0,09;0,00;0,00;
0,00;0,00;314,68;0,12;0,00;0,00;
0,00;0,00;315,00;0,17;0,00;0,00;
0,00;0,00;315,32;0,26;0,00;0,00;
0,00;0,00;315,64;0,26;0,00;0,00;
0,00;0,00;315,96;0,26;0,00;0,00;
0,00;0,00;316,28;0,21;0,00;0,00;
0,00;0,00;316,60;0,21;0,00;0,00;
0,00;0,00;316,92;0,30;0,00;0,00;
0,00;0,00;317,22;2,04;0,00;0,00;
0,00;0,00;317,56;1,69;0,00;0,00;
0,00;0,00;317,88;1,91;0,00;0,00;
0,00;0,00;318,20;2,00;0,00;0,00;
0,00;0,00;318,52;2,08;0,00;0,00;
0,00;0,00;318,84;2,21;0,00;0,00;
0,00;0,00;319,16;2,38;0,00;0,00;
0,00;0,00;319,48;2,56;0,00;0,00;
0,00;0,00;319,80;2,61;0,00;0,00;
0,00;0,00;320,12;2,70;0,00;0,00;
0,00;0,00;320,44;2,83;0,00;0,00;
0,00;0,00;320,76;2,95;0,00;0,00;
0,00;0,00;321,08;3,04;0,00;0,00;
0,00;0,00;321,40;3,18;0,00;0,00;
0,00;0,00;321,72;3,30;0,00;0,00;
0,00;0,00;322,04;3,39;0,00;0,00;
0,00;0,00;322,36;3,39;0,00;0,00;
0,00;0,00;322,68;3,57;0,00;0,00;
0,00;0,00;323,00;3,69;0,00;0,00;
0,00;0,00;323,32;3,78;0,00;0,00;
0,00;0,00;323,64;3,78;0,00;0,00;
0,00;0,00;323,96;3,95;0,00;0,00;
0,00;0,00;324,28;4,08;0,00;0,00;
0,00;0,00;324,59;4,26;0,00;0,00;
0,00;0,00;324,92;4,35;0,00;0,00;
0,00;0,00;325,24;4,56;0,00;0,00;
0,00;0,00;325,55;4,79;0,00;0,00;
0,00;0,00;325,88;4,82;0,00;0,00;
0,00;0,00;326,20;5,00;0,00;0,00;
0,00;0,00;326,52;5,09;0,00;0,00;
0,00;0,00;326,84;5,30;0,00;0,00;
0,00;0,00;327,15;5,51;0,00;0,00;
0,00;0,00;327,48;5,65;0,00;0,00;
0,00;0,00;327,80;5,74;0,00;0,00;
0,00;0,00;328,12;5,74;0,00;0,00;
0,00;0,00;328,44;5,83;0,00;0,00;
0,00;0,00;328,76;6,00;0,00;0,00;
0,00;0,00;329,08;6,08;0,00;0,00;
0,00;0,00;329,40;6,26;0,00;0,00;
0,00;0,00;329,71;6,34;0,00;0,00;
0,00;0,00;330,04;6,56;0,00;0,00;
0,00;0,00;330,36;6,69;0,00;0,00;
0,00;0,00;330,68;6,78;0,00;0,00;
0,00;0,00;331,00;7,04;0,00;0,00;
0,00;0,00;331,31;7,17;0,00;0,00;
0,00;0,00;331,62;13,56;0,00;0,00;
0,00;0,00;331,62;14,35;0,00;0,00;
0,00;0,00;331,62;14,65;0,00;0,00;
0,00;0,00;331,63;14,78;0,00;0,00;
0,00;0,00;331,63;15,05;0,00;0,00;
0,00;0,00;331,63;15,09;0,00;0,00;
0,00;0,00;331,64;15,22;0,00;0,00;
