76359;08.09.21 08:58:47;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210908082414P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;2,17;0,25;0,00;0,00;
0,00;0,00;2,96;0,23;0,00;0,00;
0,00;0,00;4,23;0,24;0,00;0,00;
0,00;0,00;6,02;0,23;0,00;0,00;
0,00;0,00;8,33;0,25;0,00;0,00;
0,00;0,00;11,15;0,25;0,00;0,00;
0,00;0,00;14,30;0,11;0,00;0,00;
0,00;0,00;17,43;0,16;0,00;0,00;
0,00;0,00;20,64;0,20;0,00;0,00;
0,00;0,00;23,85;0,16;0,00;0,00;
0,00;0,00;27,05;0,16;0,00;0,00;
0,00;0,00;30,25;0,18;0,00;0,00;
0,00;0,00;33,45;0,13;0,00;0,00;
0,00;0,00;36,65;0,18;0,00;0,00;
0,00;0,00;39,85;0,18;0,00;0,00;
0,00;0,00;43,05;0,13;0,00;0,00;
0,00;0,00;46,25;0,16;0,00;0,00;
0,00;0,00;49,45;0,12;0,00;0,00;
0,00;0,00;52,65;0,18;0,00;0,00;
0,00;0,00;55,85;0,11;0,00;0,00;
0,00;0,00;59,05;0,16;0,00;0,00;
0,00;0,00;62,25;0,16;0,00;0,00;
0,00;0,00;65,45;0,18;0,00;0,00;
0,00;0,00;68,65;0,13;0,00;0,00;
0,00;0,00;71,85;0,13;0,00;0,00;
0,00;0,00;75,05;0,11;0,00;0,00;
0,00;0,00;78,25;0,13;0,00;0,00;
0,00;0,00;81,45;0,18;0,00;0,00;
0,00;0,00;84,65;0,16;0,00;0,00;
0,00;0,00;87,85;0,16;0,00;0,00;
0,00;0,00;91,05;0,16;0,00;0,00;
0,00;0,00;94,25;0,16;0,00;0,00;
0,00;0,00;97,45;0,13;0,00;0,00;
0,00;0,00;100,65;0,18;0,00;0,00;
0,00;0,00;103,85;0,16;0,00;0,00;
0,00;0,00;107,05;0,16;0,00;0,00;
0,00;0,00;110,25;0,16;0,00;0,00;
0,00;0,00;113,45;0,18;0,00;0,00;
0,00;0,00;116,65;0,18;0,00;0,00;
0,00;0,00;119,85;0,13;0,00;0,00;
0,00;0,00;123,05;0,13;0,00;0,00;
0,00;0,00;126,25;0,13;0,00;0,00;
0,00;0,00;129,45;0,18;0,00;0,00;
0,00;0,00;132,65;0,18;0,00;0,00;
0,00;0,00;135,85;0,11;0,00;0,00;
0,00;0,00;139,05;0,13;0,00;0,00;
0,00;0,00;142,25;0,13;0,00;0,00;
0,00;0,00;145,45;0,13;0,00;0,00;
0,00;0,00;148,65;0,18;0,00;0,00;
0,00;0,00;151,47;0,11;0,00;0,00;
0,00;0,00;153,83;0,07;0,00;0,00;
0,00;0,00;155,72;0,05;0,00;0,00;
0,00;0,00;157,11;0,05;0,00;0,00;
0,00;0,00;157,98;0,02;0,00;0,00;
0,00;0,00;158,36;0,02;0,00;0,00;
0,00;0,00;158,44;0,09;0,00;0,00;
0,00;0,00;158,46;0,07;0,00;0,00;
0,00;0,00;158,46;0,07;0,00;0,00;
0,00;0,00;158,59;0,05;0,00;0,00;
0,00;0,00;158,73;0,09;0,00;0,00;
0,00;0,00;158,90;0,12;0,00;0,00;
0,00;0,00;159,06;0,12;0,00;0,00;
0,00;0,00;159,22;0,12;0,00;0,00;
0,00;0,00;159,38;0,12;0,00;0,00;
0,00;0,00;159,54;0,09;0,00;0,00;
0,00;0,00;159,70;0,12;0,00;0,00;
0,00;0,00;159,86;0,12;0,00;0,00;
0,00;0,00;160,02;0,12;0,00;0,00;
0,00;0,00;160,18;0,12;0,00;0,00;
0,00;0,00;160,34;0,12;0,00;0,00;
0,00;0,00;160,50;0,27;0,00;0,00;
0,00;0,00;160,66;0,30;0,00;0,00;
0,00;0,00;160,81;2,35;0,00;0,00;
0,00;0,00;160,94;6,35;0,00;0,00;
0,00;0,00;161,06;10,76;0,00;0,00;
0,00;0,00;161,19;15,62;0,00;0,00;
0,00;0,00;161,32;20,84;0,00;0,00;
0,00;0,00;161,37;23,24;0,00;0,00;
0,00;0,00;161,40;24,31;0,00;0,00;
0,00;0,00;161,42;24,94;0,00;0,00;
0,00;0,00;161,44;25,66;0,00;0,00;
0,00;0,00;161,45;26,32;0,00;0,00;
0,00;0,00;161,47;26,93;0,00;0,00;
0,00;0,00;161,48;27,43;0,00;0,00;
0,00;0,00;161,49;27,61;0,00;0,00;
0,00;0,00;161,49;27,79;0,00;0,00;
0,00;0,00;161,50;27,95;0,00;0,00;
0,00;0,00;161,50;28,10;0,00;0,00;
0,00;0,00;161,51;28,24;0,00;0,00;
0,00;0,00;161,51;28,33;0,00;0,00;
