Nr;Date;ProgNr;ProgName;State;PartInfo;
8213;11.01.21 08:33:04;21;Avvicinamento Pressata Finale;Alcun errore (0);20210109111250A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;38,40;-0,09;0,00;0,00;
0,00;0,00;39,52;0,09;0,00;0,00;
0,00;0,00;40,80;0,09;0,00;0,00;
0,00;0,00;42,60;0,04;0,00;0,00;
0,00;0,00;44,90;0,04;0,00;0,00;
0,00;0,00;52,03;-0,04;0,00;0,00;
0,00;0,00;54,42;-0,04;0,00;0,00;
0,00;0,00;61,62;0,04;0,00;0,00;
0,00;0,00;64,02;0,04;0,00;0,00;
0,00;0,00;66,42;-0,04;0,00;0,00;
0,00;0,00;68,82;0,04;0,00;0,00;
0,00;0,00;71,22;0,04;0,00;0,00;
0,00;0,00;73,62;0,04;0,00;0,00;
0,00;0,00;78,42;-0,04;0,00;0,00;
0,00;0,00;80,82;0,04;0,00;0,00;
0,00;0,00;88,02;0,04;0,00;0,00;
0,00;0,00;95,22;0,09;0,00;0,00;
0,00;0,00;97,62;-0,04;0,00;0,00;
0,00;0,00;104,82;-0,04;0,00;0,00;
0,00;0,00;109,62;0,04;0,00;0,00;
0,00;0,00;112,02;0,04;0,00;0,00;
0,00;0,00;114,42;0,04;0,00;0,00;
0,00;0,00;116,82;0,04;0,00;0,00;
0,00;0,00;119,22;-0,04;0,00;0,00;
0,00;0,00;124,02;0,04;0,00;0,00;
0,00;0,00;126,42;0,04;0,00;0,00;
0,00;0,00;128,82;0,04;0,00;0,00;
0,00;0,00;131,22;-0,04;0,00;0,00;
0,00;0,00;133,62;0,04;0,00;0,00;
0,00;0,00;138,42;0,04;0,00;0,00;
0,00;0,00;140,82;0,04;0,00;0,00;
0,00;0,00;145,62;-0,04;0,00;0,00;
0,00;0,00;148,02;0,04;0,00;0,00;
0,00;0,00;160,02;-0,04;0,00;0,00;
0,00;0,00;162,42;0,04;0,00;0,00;
0,00;0,00;164,82;-0,04;0,00;0,00;
0,00;0,00;167,22;0,04;0,00;0,00;
0,00;0,00;174,42;0,04;0,00;0,00;
0,00;0,00;176,82;0,04;0,00;0,00;
0,00;0,00;186,42;-0,04;0,00;0,00;
0,00;0,00;196,02;0,04;0,00;0,00;
0,00;0,00;198,42;0,04;0,00;0,00;
0,00;0,00;200,82;0,04;0,00;0,00;
0,00;0,00;208,02;0,04;0,00;0,00;
0,00;0,00;215,22;0,09;0,00;0,00;
0,00;0,00;222,42;0,04;0,00;0,00;
0,00;0,00;229,44;-0,13;0,00;0,00;
0,00;0,00;231,12;-0,09;0,00;0,00;
0,00;0,00;232,38;-0,04;0,00;0,00;
0,00;0,00;233,11;-0,09;0,00;0,00;
0,00;0,00;233,33;-0,04;0,00;0,00;
0,00;0,00;233,57;0,04;0,00;0,00;
0,00;0,00;234,36;0,04;0,00;0,00;
0,00;0,00;234,68;0,04;0,00;0,00;
0,00;0,00;234,84;0,04;0,00;0,00;
0,00;0,00;235,32;0,04;0,00;0,00;
0,00;0,00;236,12;0,04;0,00;0,00;
0,00;0,00;236,92;0,04;0,00;0,00;
0,00;0,00;237,24;0,04;0,00;0,00;
0,00;0,00;237,56;0,04;0,00;0,00;
0,00;0,00;237,88;0,04;0,00;0,00;
0,00;0,00;238,04;0,04;0,00;0,00;
0,00;0,00;238,52;0,04;0,00;0,00;
0,00;0,00;239,16;0,04;0,00;0,00;
0,00;0,00;239,48;0,04;0,00;0,00;
0,00;0,00;240,12;0,04;0,00;0,00;
0,00;0,00;240,44;0,04;0,00;0,00;
0,00;0,00;241,08;0,04;0,00;0,00;
0,00;0,00;242,04;0,04;0,00;0,00;
0,00;0,00;242,36;0,09;0,00;0,00;
0,00;0,00;242,84;0,04;0,00;0,00;
0,00;0,00;243,48;0,04;0,00;0,00;
0,00;0,00;244,28;0,04;0,00;0,00;
0,00;0,00;244,76;0,04;0,00;0,00;
0,00;0,00;245,08;0,04;0,00;0,00;
0,00;0,00;245,24;0,04;0,00;0,00;
0,00;0,00;245,88;0,04;0,00;0,00;
0,00;0,00;246,04;0,04;0,00;0,00;
0,00;0,00;246,36;0,09;0,00;0,00;
0,00;0,00;246,52;0,04;0,00;0,00;
0,00;0,00;246,68;0,04;0,00;0,00;
0,00;0,00;246,84;0,04;0,00;0,00;
0,00;0,00;247,48;0,04;0,00;0,00;
0,00;0,00;247,96;0,04;0,00;0,00;
0,00;0,00;248,44;0,04;0,00;0,00;
0,00;0,00;248,60;0,04;0,00;0,00;
0,00;0,00;248,92;0,09;0,00;0,00;
0,00;0,00;249,08;0,04;0,00;0,00;
0,00;0,00;250,36;0,04;0,00;0,00;
0,00;0,00;252,12;0,04;0,00;0,00;
0,00;0,00;252,44;0,04;0,00;0,00;
0,00;0,00;252,60;0,04;0,00;0,00;
0,00;0,00;252,76;0,04;0,00;0,00;
0,00;0,00;253,08;0,04;0,00;0,00;
0,00;0,00;253,72;0,04;0,00;0,00;
0,00;0,00;254,36;1,26;0,00;0,00;
0,00;0,00;254,50;3,74;0,00;0,00;
0,00;0,00;254,66;3,65;0,00;0,00;
0,00;0,00;254,83;3,61;0,00;0,00;
0,00;0,00;254,99;3,69;0,00;0,00;
0,00;0,00;255,15;3,82;0,00;0,00;
0,00;0,00;255,32;3,78;0,00;0,00;
0,00;0,00;255,48;3,74;0,00;0,00;
0,00;0,00;255,63;3,87;0,00;0,00;
0,00;0,00;255,80;3,96;0,00;0,00;
0,00;0,00;255,96;4,00;0,00;0,00;
0,00;0,00;256,12;4,04;0,00;0,00;
0,00;0,00;256,28;4,13;0,00;0,00;
0,00;0,00;256,43;4,26;0,00;0,00;
0,00;0,00;256,60;4,44;0,00;0,00;
0,00;0,00;256,76;4,48;0,00;0,00;
0,00;0,00;256,92;4,43;0,00;0,00;
0,00;0,00;257,08;4,48;0,00;0,00;
0,00;0,00;257,23;4,52;0,00;0,00;
0,00;0,00;257,40;4,79;0,00;0,00;
0,00;0,00;257,56;4,79;0,00;0,00;
0,00;0,00;257,72;4,70;0,00;0,00;
0,00;0,00;257,88;4,74;0,00;0,00;
0,00;0,00;258,04;4,87;0,00;0,00;
0,00;0,00;258,20;5,04;0,00;0,00;
0,00;0,00;258,36;5,04;0,00;0,00;
0,00;0,00;258,52;5,00;0,00;0,00;
0,00;0,00;258,68;4,91;0,00;0,00;
0,00;0,00;258,84;5,00;0,00;0,00;
0,00;0,00;259,00;5,17;0,00;0,00;
0,00;0,00;259,16;5,30;0,00;0,00;
0,00;0,00;259,32;5,18;0,00;0,00;
0,00;0,00;259,48;5,09;0,00;0,00;
0,00;0,00;259,64;5,26;0,00;0,00;
0,00;0,00;259,80;5,65;0,00;0,00;
0,00;0,00;259,96;5,52;0,00;0,00;
0,00;0,00;260,12;5,30;0,00;0,00;
0,00;0,00;260,28;5,30;0,00;0,00;
0,00;0,00;260,44;5,65;0,00;0,00;
0,00;0,00;260,60;6,04;0,00;0,00;
0,00;0,00;260,76;5,69;0,00;0,00;
0,00;0,00;260,92;5,48;0,00;0,00;
0,00;0,00;261,08;5,56;0,00;0,00;
0,00;0,00;261,24;5,99;0,00;0,00;
0,00;0,00;261,40;5,96;0,00;0,00;
0,00;0,00;261,56;5,56;0,00;0,00;
0,00;0,00;261,72;5,48;0,00;0,00;
0,00;0,00;261,88;5,74;0,00;0,00;
0,00;0,00;262,04;6,00;0,00;0,00;
0,00;0,00;262,20;5,96;0,00;0,00;
0,00;0,00;262,36;5,87;0,00;0,00;
0,00;0,00;262,52;5,91;0,00;0,00;
0,00;0,00;262,68;5,91;0,00;0,00;
0,00;0,00;262,84;6,13;0,00;0,00;
0,00;0,00;263,00;6,13;0,00;0,00;
0,00;0,00;263,16;5,99;0,00;0,00;
0,00;0,00;263,32;5,65;0,00;0,00;
0,00;0,00;263,48;6,04;0,00;0,00;
0,00;0,00;263,64;6,52;0,00;0,00;
0,00;0,00;263,80;6,43;0,00;0,00;
0,00;0,00;263,96;5,95;0,00;0,00;
0,00;0,00;264,12;5,83;0,00;0,00;
0,00;0,00;264,28;6,43;0,00;0,00;
0,00;0,00;264,44;6,69;0,00;0,00;
0,00;0,00;264,60;6,30;0,00;0,00;
0,00;0,00;264,75;5,83;0,00;0,00;
0,00;0,00;264,92;6,13;0,00;0,00;
0,00;0,00;265,08;6,91;0,00;0,00;
0,00;0,00;265,24;6,61;0,00;0,00;
0,00;0,00;265,40;6,13;0,00;0,00;
0,00;0,00;265,56;5,87;0,00;0,00;
0,00;0,00;265,72;6,65;0,00;0,00;
0,00;0,00;265,88;7,09;0,00;0,00;
0,00;0,00;266,04;6,43;0,00;0,00;
0,00;0,00;266,20;6,13;0,00;0,00;
0,00;0,00;266,36;6,31;0,00;0,00;
0,00;0,00;266,52;7,04;0,00;0,00;
0,00;0,00;266,68;6,87;0,00;0,00;
0,00;0,00;266,84;6,26;0,00;0,00;
0,00;0,00;267,00;6,13;0,00;0,00;
0,00;0,00;267,16;6,82;0,00;0,00;
0,00;0,00;267,32;7,17;0,00;0,00;
0,00;0,00;267,48;6,65;0,00;0,00;
0,00;0,00;267,64;6,17;0,00;0,00;
0,00;0,00;267,80;6,65;0,00;0,00;
0,00;0,00;267,96;7,30;0,00;0,00;
0,00;0,00;268,11;7,00;0,00;0,00;
0,00;0,00;268,28;6,48;0,00;0,00;
0,00;0,00;268,44;6,35;0,00;0,00;
0,00;0,00;268,60;7,12;0,00;0,00;
0,00;0,00;268,76;7,09;0,00;0,00;
0,00;0,00;268,91;7,00;0,00;0,00;
0,00;0,00;269,08;7,09;0,00;0,00;
0,00;0,00;269,23;7,21;0,00;0,00;
0,00;0,00;269,39;8,00;0,00;0,00;
0,00;0,00;269,55;8,00;0,00;0,00;
0,00;0,00;269,71;8,00;0,00;0,00;
0,00;0,00;269,87;7,44;0,00;0,00;
0,00;0,00;270,04;8,13;0,00;0,00;
0,00;0,00;270,20;8,78;0,00;0,00;
0,00;0,00;270,36;8,52;0,00;0,00;
0,00;0,00;270,51;8,17;0,00;0,00;
0,00;0,00;270,68;8,17;0,00;0,00;
0,00;0,00;270,84;8,91;0,00;0,00;
0,00;0,00;270,99;9,56;0,00;0,00;
0,00;0,00;271,15;9,17;0,00;0,00;
0,00;0,00;271,31;9,09;0,00;0,00;
0,00;0,00;271,47;9,05;0,00;0,00;
0,00;0,00;271,64;9,87;0,00;0,00;
0,00;0,00;271,80;9,78;0,00;0,00;
0,00;0,00;271,96;9,65;0,00;0,00;
0,00;0,00;272,12;9,30;0,00;0,00;
0,00;0,00;272,28;9,95;0,00;0,00;
0,00;0,00;272,44;10,57;0,00;0,00;
0,00;0,00;272,59;10,31;0,00;0,00;
0,00;0,00;272,76;9,96;0,00;0,00;
0,00;0,00;272,92;9,87;0,00;0,00;
0,00;0,00;273,08;10,48;0,00;0,00;
0,00;0,00;273,24;10,48;0,00;0,00;
0,00;0,00;273,40;10,39;0,00;0,00;
0,00;0,00;273,56;10,00;0,00;0,00;
0,00;0,00;273,72;10,61;0,00;0,00;
0,00;0,00;273,88;11,13;0,00;0,00;
0,00;0,00;274,04;10,78;0,00;0,00;
0,00;0,00;274,20;10,57;0,00;0,00;
0,00;0,00;274,36;10,61;0,00;0,00;
0,00;0,00;274,52;11,22;0,00;0,00;
0,00;0,00;274,67;11,26;0,00;0,00;
0,00;0,00;274,83;11,13;0,00;0,00;
0,00;0,00;275,00;10,69;0,00;0,00;
0,00;0,00;275,16;11,39;0,00;0,00;
0,00;0,00;275,32;11,82;0,00;0,00;
0,00;0,00;275,48;11,53;0,00;0,00;
0,00;0,00;275,64;11,30;0,00;0,00;
0,00;0,00;275,80;11,22;0,00;0,00;
0,00;0,00;275,96;11,95;0,00;0,00;
0,00;0,00;276,11;12,09;0,00;0,00;
0,00;0,00;276,27;11,91;0,00;0,00;
0,00;0,00;276,43;11,70;0,00;0,00;
0,00;0,00;276,60;12,09;0,00;0,00;
0,00;0,00;276,76;12,65;0,00;0,00;
0,00;0,00;276,92;12,35;0,00;0,00;
0,00;0,00;277,08;12,18;0,00;0,00;
0,00;0,00;277,23;12,04;0,00;0,00;
0,00;0,00;277,40;12,78;0,00;0,00;
0,00;0,00;277,56;13,08;0,00;0,00;
0,00;0,00;277,71;12,91;0,00;0,00;
0,00;0,00;277,87;12,78;0,00;0,00;
0,00;0,00;278,03;12,78;0,00;0,00;
0,00;0,00;278,19;13,65;0,00;0,00;
0,00;0,00;278,36;13,56;0,00;0,00;
0,00;0,00;278,52;13,43;0,00;0,00;
0,00;0,00;278,68;13,13;0,00;0,00;
0,00;0,00;278,84;13,74;0,00;0,00;
0,00;0,00;278,99;14,30;0,00;0,00;
0,00;0,00;279,16;14,09;0,00;0,00;
0,00;0,00;279,31;13,88;0,00;0,00;
0,00;0,00;279,48;13,79;0,00;0,00;
0,00;0,00;279,64;14,48;0,00;0,00;
0,00;0,00;279,79;14,69;0,00;0,00;
0,00;0,00;279,96;14,39;0,00;0,00;
0,00;0,00;280,12;14,04;0,00;0,00;
0,00;0,00;280,28;14,65;0,00;0,00;
0,00;0,00;280,44;15,22;0,00;0,00;
0,00;0,00;280,59;15,01;0,00;0,00;
0,00;0,00;280,76;14,57;0,00;0,00;
0,00;0,00;280,92;14,57;0,00;0,00;
0,00;0,00;281,08;15,26;0,00;0,00;
0,00;0,00;281,24;15,17;0,00;0,00;
0,00;0,00;281,39;14,95;0,00;0,00;
0,00;0,00;281,56;14,60;0,00;0,00;
0,00;0,00;281,72;15,26;0,00;0,00;
0,00;0,00;281,88;15,78;0,00;0,00;
0,00;0,00;282,04;15,65;0,00;0,00;
0,00;0,00;282,19;15,96;0,00;0,00;
0,00;0,00;282,35;17,00;0,00;0,00;
0,00;0,00;282,50;20,70;0,00;0,00;
0,00;0,00;282,64;26,09;0,00;0,00;
0,00;0,00;282,67;28,79;0,00;0,00;
0,00;0,00;282,68;29,01;0,00;0,00;
0,00;0,00;282,69;29,05;0,00;0,00;
0,00;0,00;282,69;29,49;0,00;0,00;
0,00;0,00;282,70;29,83;0,00;0,00;
0,00;0,00;282,70;29,97;0,00;0,00;
0,00;0,00;282,71;30,18;0,00;0,00;
0,00;0,00;282,71;30,22;0,00;0,00;
0,00;0,00;282,71;30,31;0,00;0,00;
0,00;0,00;282,71;30,45;0,00;0,00;
0,00;0,00;282,71;30,40;0,00;0,00;
0,00;0,00;282,37;12,70;0,00;0,00;
0,00;0,00;280,02;-0,04;0,00;0,00;
0,00;0,00;278,04;-0,13;0,00;0,00;
0,00;0,00;275,67;0,04;0,00;0,00;
0,00;0,00;273,33;-0,04;0,00;0,00;
0,00;0,00;268,50;-0,04;0,00;0,00;
0,00;0,00;266,10;-0,13;0,00;0,00;
0,00;0,00;263,70;-0,04;0,00;0,00;
0,00;0,00;261,30;-0,04;0,00;0,00;
0,00;0,00;258,90;-0,09;0,00;0,00;
0,00;0,00;256,50;-0,04;0,00;0,00;
0,00;0,00;254,10;-0,04;0,00;0,00;
0,00;0,00;251,70;-0,09;0,00;0,00;
0,00;0,00;249,30;-0,04;0,00;0,00;
0,00;0,00;246,90;-0,09;0,00;0,00;
0,00;0,00;242,10;-0,04;0,00;0,00;
0,00;0,00;239,70;-0,04;0,00;0,00;
0,00;0,00;237,30;-0,04;0,00;0,00;
0,00;0,00;234,90;-0,04;0,00;0,00;
0,00;0,00;232,50;-0,04;0,00;0,00;
0,00;0,00;230,10;-0,04;0,00;0,00;
0,00;0,00;227,70;-0,09;0,00;0,00;
0,00;0,00;222,90;-0,04;0,00;0,00;
0,00;0,00;220,50;-0,04;0,00;0,00;
0,00;0,00;218,10;-0,04;0,00;0,00;
0,00;0,00;215,70;-0,04;0,00;0,00;
0,00;0,00;213,30;0,04;0,00;0,00;
0,00;0,00;208,50;-0,04;0,00;0,00;
0,00;0,00;206,10;-0,13;0,00;0,00;
0,00;0,00;203,70;-0,04;0,00;0,00;
0,00;0,00;201,30;-0,04;0,00;0,00;
0,00;0,00;198,90;-0,09;0,00;0,00;
0,00;0,00;191,70;-0,04;0,00;0,00;
0,00;0,00;186,90;-0,04;0,00;0,00;
0,00;0,00;182,10;-0,09;0,00;0,00;
0,00;0,00;179,70;-0,04;0,00;0,00;
0,00;0,00;177,30;-0,04;0,00;0,00;
0,00;0,00;174,90;-0,04;0,00;0,00;
