12598;24.02.21 12:09:42;21;Avvicinamento Pressata Finale;Alcun errore (0);20210224091049P0008;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;33,30;0,04;0,00;0,00;
0,00;0,00;37,92;0,04;0,00;0,00;
0,00;0,00;42,72;0,04;0,00;0,00;
0,00;0,00;47,52;0,04;0,00;0,00;
0,00;0,00;52,32;0,04;0,00;0,00;
0,00;0,00;66,72;-0,04;0,00;0,00;
0,00;0,00;76,32;-0,04;0,00;0,00;
0,00;0,00;85,92;-0,04;0,00;0,00;
0,00;0,00;100,32;0,04;0,00;0,00;
0,00;0,00;114,72;0,04;0,00;0,00;
0,00;0,00;129,12;-0,04;0,00;0,00;
0,00;0,00;133,92;-0,04;0,00;0,00;
0,00;0,00;148,32;0,04;0,00;0,00;
0,00;0,00;157,92;-0,04;0,00;0,00;
0,00;0,00;167,52;0,04;0,00;0,00;
0,00;0,00;177,12;-0,04;0,00;0,00;
0,00;0,00;181,92;-0,04;0,00;0,00;
0,00;0,00;191,52;-0,04;0,00;0,00;
0,00;0,00;196,32;-0,04;0,00;0,00;
0,00;0,00;210,72;-0,04;0,00;0,00;
0,00;0,00;215,52;-0,04;0,00;0,00;
0,00;0,00;220,32;0,04;0,00;0,00;
0,00;0,00;225,12;0,04;0,00;0,00;
0,00;0,00;234,72;-0,04;0,00;0,00;
0,00;0,00;244,32;0,04;0,00;0,00;
0,00;0,00;263,52;-0,04;0,00;0,00;
0,00;0,00;268,32;0,04;0,00;0,00;
0,00;0,00;273,12;-0,04;0,00;0,00;
0,00;0,00;277,92;-0,04;0,00;0,00;
0,00;0,00;282,72;-0,04;0,00;0,00;
0,00;0,00;287,13;-0,04;0,00;0,00;
0,00;0,00;289,81;-0,04;0,00;0,00;
0,00;0,00;295,30;0,04;0,00;0,00;
0,00;0,00;296,26;0,04;0,00;0,00;
0,00;0,00;297,22;0,04;0,00;0,00;
0,00;0,00;297,86;0,18;0,00;0,00;
0,00;0,00;298,18;0,18;0,00;0,00;
0,00;0,00;298,50;0,30;0,00;0,00;
0,00;0,00;298,82;0,35;0,00;0,00;
0,00;0,00;299,14;0,18;0,00;0,00;
0,00;0,00;299,46;0,18;0,00;0,00;
0,00;0,00;299,78;0,21;0,00;0,00;
0,00;0,00;300,09;1,60;0,00;0,00;
0,00;0,00;300,41;2,52;0,00;0,00;
0,00;0,00;300,74;2,44;0,00;0,00;
0,00;0,00;301,06;2,61;0,00;0,00;
0,00;0,00;301,38;2,74;0,00;0,00;
0,00;0,00;301,70;2,95;0,00;0,00;
0,00;0,00;302,02;3,09;0,00;0,00;
0,00;0,00;302,34;3,26;0,00;0,00;
0,00;0,00;302,66;3,34;0,00;0,00;
0,00;0,00;302,98;3,66;0,00;0,00;
0,00;0,00;303,30;3,74;0,00;0,00;
0,00;0,00;303,62;3,96;0,00;0,00;
0,00;0,00;303,93;4,43;0,00;0,00;
0,00;0,00;304,25;5,04;0,00;0,00;
0,00;0,00;304,57;5,18;0,00;0,00;
0,00;0,00;304,89;5,39;0,00;0,00;
0,00;0,00;305,22;5,57;0,00;0,00;
0,00;0,00;305,53;5,74;0,00;0,00;
0,00;0,00;305,86;5,91;0,00;0,00;
0,00;0,00;306,18;6,08;0,00;0,00;
0,00;0,00;306,49;6,26;0,00;0,00;
0,00;0,00;306,82;6,44;0,00;0,00;
0,00;0,00;307,14;6,56;0,00;0,00;
0,00;0,00;307,46;6,74;0,00;0,00;
0,00;0,00;307,78;6,82;0,00;0,00;
0,00;0,00;308,09;7,74;0,00;0,00;
0,00;0,00;308,41;8,48;0,00;0,00;
0,00;0,00;308,74;8,43;0,00;0,00;
0,00;0,00;309,06;8,35;0,00;0,00;
0,00;0,00;309,38;8,26;0,00;0,00;
0,00;0,00;309,70;8,17;0,00;0,00;
0,00;0,00;310,02;8,17;0,00;0,00;
0,00;0,00;310,34;8,31;0,00;0,00;
0,00;0,00;310,66;8,43;0,00;0,00;
0,00;0,00;310,98;8,48;0,00;0,00;
0,00;0,00;311,29;9,13;0,00;0,00;
0,00;0,00;311,62;9,22;0,00;0,00;
0,00;0,00;311,94;9,22;0,00;0,00;
0,00;0,00;312,26;9,22;0,00;0,00;
0,00;0,00;312,58;9,22;0,00;0,00;
0,00;0,00;312,90;9,39;0,00;0,00;
0,00;0,00;313,22;9,44;0,00;0,00;
0,00;0,00;313,54;9,57;0,00;0,00;
0,00;0,00;313,86;10,00;0,00;0,00;
0,00;0,00;313,94;12,87;0,00;0,00;
0,00;0,00;313,68;1,87;0,00;0,00;
0,00;0,00;311,58;-0,13;0,00;0,00;
0,00;0,00;307,46;-0,04;0,00;0,00;
0,00;0,00;302,75;-0,09;0,00;0,00;
0,00;0,00;297,93;-0,09;0,00;0,00;
0,00;0,00;288,33;-0,04;0,00;0,00;
0,00;0,00;283,53;-0,09;0,00;0,00;
0,00;0,00;273,93;-0,09;0,00;0,00;
0,00;0,00;264,33;-0,09;0,00;0,00;
0,00;0,00;254,73;-0,09;0,00;0,00;
0,00;0,00;249,93;-0,09;0,00;0,00;
0,00;0,00;245,13;-0,09;0,00;0,00;
0,00;0,00;240,33;-0,04;0,00;0,00;
0,00;0,00;235,53;-0,13;0,00;0,00;
0,00;0,00;230,73;-0,04;0,00;0,00;
0,00;0,00;225,93;-0,04;0,00;0,00;
0,00;0,00;216,33;-0,04;0,00;0,00;
0,00;0,00;211,53;-0,04;0,00;0,00;
0,00;0,00;206,73;-0,04;0,00;0,00;
0,00;0,00;182,73;-0,04;0,00;0,00;
0,00;0,00;177,93;-0,09;0,00;0,00;
0,00;0,00;158,73;-0,04;0,00;0,00;
0,00;0,00;153,93;-0,04;0,00;0,00;
0,00;0,00;134,73;-0,04;0,00;0,00;
0,00;0,00;125,13;-0,09;0,00;0,00;
0,00;0,00;115,53;-0,04;0,00;0,00;
0,00;0,00;110,73;-0,04;0,00;0,00;
0,00;0,00;101,13;0,04;0,00;0,00;
0,00;0,00;96,33;-0,04;0,00;0,00;
0,00;0,00;81,93;-0,04;0,00;0,00;
