24000;14.01.21 13:29:12;10;Repair_strategy;start interrupted (14);20210113093121P0004;
0,00;0,00;142,56;0,11;0,00;0,00;
0,00;0,00;145,76;0,15;0,00;0,00;
0,00;0,00;148,96;0,11;0,00;0,00;
0,00;0,00;152,16;0,11;0,00;0,00;
0,00;0,00;155,36;0,11;0,00;0,00;
0,00;0,00;158,56;0,13;0,00;0,00;
0,00;0,00;161,76;0,18;0,00;0,00;
0,00;0,00;164,96;0,09;0,00;0,00;
0,00;0,00;168,16;0,13;0,00;0,00;
0,00;0,00;171,36;0,04;0,00;0,00;
0,00;0,00;174,18;0,09;0,00;0,00;
0,00;0,00;176,54;0,04;0,00;0,00;
0,00;0,00;178,45;-0,00;0,00;0,00;
0,00;0,00;179,84;-0,00;0,00;0,00;
0,00;0,00;181,11;-0,02;0,00;0,00;
0,00;0,00;181,20;0,02;0,00;0,00;
0,00;0,00;181,21;0,06;0,00;0,00;
0,00;0,00;181,29;0,09;0,00;0,00;
0,00;0,00;181,43;0,06;0,00;0,00;
0,00;0,00;181,59;0,09;0,00;0,00;
0,00;0,00;181,75;0,04;0,00;0,00;
0,00;0,00;181,91;0,04;0,00;0,00;
0,00;0,00;182,07;0,04;0,00;0,00;
0,00;0,00;182,23;0,06;0,00;0,00;
0,00;0,00;182,39;0,06;0,00;0,00;
0,00;0,00;182,55;0,09;0,00;0,00;
0,00;0,00;182,71;0,06;0,00;0,00;
0,00;0,00;182,87;0,09;0,00;0,00;
0,00;0,00;183,03;0,09;0,00;0,00;
0,00;0,00;183,19;0,06;0,00;0,00;
0,00;0,00;183,35;0,06;0,00;0,00;
0,00;0,00;183,51;0,09;0,00;0,00;
0,00;0,00;183,67;0,06;0,00;0,00;
0,00;0,00;183,83;0,09;0,00;0,00;
0,00;0,00;183,99;0,09;0,00;0,00;
0,00;0,00;184,15;0,06;0,00;0,00;
0,00;0,00;184,31;0,09;0,00;0,00;
0,00;0,00;184,47;0,06;0,00;0,00;
0,00;0,00;184,63;0,09;0,00;0,00;
0,00;0,00;184,79;0,06;0,00;0,00;
0,00;0,00;184,95;0,09;0,00;0,00;
0,00;0,00;185,11;0,09;0,00;0,00;
0,00;0,00;185,27;0,09;0,00;0,00;
0,00;0,00;185,43;0,06;0,00;0,00;
0,00;0,00;185,59;0,09;0,00;0,00;
0,00;0,00;185,75;0,09;0,00;0,00;
0,00;0,00;185,91;0,09;0,00;0,00;
0,00;0,00;186,07;0,09;0,00;0,00;
0,00;0,00;186,23;0,09;0,00;0,00;
0,00;0,00;186,39;0,09;0,00;0,00;
0,00;0,00;186,55;0,06;0,00;0,00;
0,00;0,00;186,71;0,09;0,00;0,00;
0,00;0,00;186,87;0,09;0,00;0,00;
0,00;0,00;187,03;0,16;0,00;0,00;
0,00;0,00;187,19;0,27;0,00;0,00;
0,00;0,00;187,35;0,27;0,00;0,00;
0,00;0,00;187,51;0,27;0,00;0,00;
0,00;0,00;187,67;0,31;0,00;0,00;
0,00;0,00;187,83;0,36;0,00;0,00;
0,00;0,00;187,99;0,36;0,00;0,00;
0,00;0,00;188,15;0,43;0,00;0,00;
0,00;0,00;188,31;0,47;0,00;0,00;
0,00;0,00;188,47;0,49;0,00;0,00;
0,00;0,00;188,63;0,52;0,00;0,00;
0,00;0,00;188,79;0,54;0,00;0,00;
0,00;0,00;188,95;0,67;0,00;0,00;
0,00;0,00;189,11;1,08;0,00;0,00;
0,00;0,00;189,26;3,32;0,00;0,00;
0,00;0,00;189,39;6,24;0,00;0,00;
0,00;0,00;189,41;6,37;0,00;0,00;
0,00;0,00;189,42;6,83;0,00;0,00;
0,00;0,00;189,43;7,03;0,00;0,00;
0,00;0,00;189,43;7,19;0,00;0,00;
0,00;0,00;189,44;7,33;0,00;0,00;
0,00;0,00;189,44;7,44;0,00;0,00;
0,00;0,00;189,44;7,55;0,00;0,00;
0,00;0,00;189,45;7,60;0,00;0,00;
0,00;0,00;189,45;7,69;0,00;0,00;
0,00;0,00;189,45;7,78;0,00;0,00;
0,00;0,00;189,45;7,78;0,00;0,00;
0,00;0,00;189,45;7,82;0,00;0,00;
0,00;0,00;189,45;7,87;0,00;0,00;
