11299;09.02.21 16:04:49;21;Avvicinamento Pressata Finale;position < min position (11);20210209092754A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;20,00;-0,04;0,00;0,00;
0,00;0,00;33,62;0,04;0,00;0,00;
0,00;0,00;38,42;-0,09;0,00;0,00;
0,00;0,00;48,02;-0,04;0,00;0,00;
0,00;0,00;52,82;-0,04;0,00;0,00;
0,00;0,00;57,62;-0,04;0,00;0,00;
0,00;0,00;62,42;-0,04;0,00;0,00;
0,00;0,00;67,22;-0,04;0,00;0,00;
0,00;0,00;72,02;-0,04;0,00;0,00;
0,00;0,00;76,82;-0,04;0,00;0,00;
0,00;0,00;81,62;-0,04;0,00;0,00;
0,00;0,00;86,42;-0,09;0,00;0,00;
0,00;0,00;91,22;-0,04;0,00;0,00;
0,00;0,00;96,02;-0,04;0,00;0,00;
0,00;0,00;100,82;-0,04;0,00;0,00;
0,00;0,00;105,62;-0,09;0,00;0,00;
0,00;0,00;110,42;-0,09;0,00;0,00;
0,00;0,00;120,02;-0,04;0,00;0,00;
0,00;0,00;124,82;-0,13;0,00;0,00;
0,00;0,00;139,22;-0,09;0,00;0,00;
0,00;0,00;144,02;-0,04;0,00;0,00;
0,00;0,00;148,82;-0,04;0,00;0,00;
0,00;0,00;153,62;-0,04;0,00;0,00;
0,00;0,00;158,42;-0,04;0,00;0,00;
0,00;0,00;163,22;-0,04;0,00;0,00;
0,00;0,00;168,02;-0,09;0,00;0,00;
0,00;0,00;177,62;-0,04;0,00;0,00;
0,00;0,00;181,75;-0,09;0,00;0,00;
0,00;0,00;184,04;-0,13;0,00;0,00;
0,00;0,00;184,48;-0,04;0,00;0,00;
0,00;0,00;184,50;-0,04;0,00;0,00;
0,00;0,00;185,44;-0,04;0,00;0,00;
0,00;0,00;186,59;0,04;0,00;0,00;
0,00;0,00;193,12;0,04;0,00;0,00;
0,00;0,00;199,65;0,04;0,00;0,00;
0,00;0,00;200,03;0,04;0,00;0,00;
0,00;0,00;200,99;0,04;0,00;0,00;
0,00;0,00;204,06;0,04;0,00;0,00;
0,00;0,00;204,26;0,04;0,00;0,00;
0,00;0,00;204,45;0,18;0,00;0,00;
0,00;0,00;204,64;0,31;0,00;0,00;
0,00;0,00;204,83;0,36;0,00;0,00;
0,00;0,00;205,02;0,36;0,00;0,00;
0,00;0,00;205,22;0,36;0,00;0,00;
0,00;0,00;205,41;0,36;0,00;0,00;
0,00;0,00;205,60;0,31;0,00;0,00;
0,00;0,00;205,79;0,36;0,00;0,00;
0,00;0,00;205,98;0,36;0,00;0,00;
0,00;0,00;206,18;0,36;0,00;0,00;
0,00;0,00;206,37;0,48;0,00;0,00;
0,00;0,00;206,55;2,30;0,00;0,00;
0,00;0,00;206,73;6,13;0,00;0,00;
0,00;0,00;206,92;9,09;0,00;0,00;
0,00;0,00;207,13;8,13;0,00;0,00;
0,00;0,00;207,33;7,60;0,00;0,00;
0,00;0,00;207,52;7,92;0,00;0,00;
0,00;0,00;207,71;7,52;0,00;0,00;
0,00;0,00;207,90;8,22;0,00;0,00;
0,00;0,00;208,09;7,74;0,00;0,00;
0,00;0,00;208,29;8,14;0,00;0,00;
0,00;0,00;208,48;8,09;0,00;0,00;
0,00;0,00;208,67;7,83;0,00;0,00;
0,00;0,00;208,86;8,65;0,00;0,00;
0,00;0,00;209,05;7,92;0,00;0,00;
0,00;0,00;209,25;8,91;0,00;0,00;
0,00;0,00;209,44;8,52;0,00;0,00;
0,00;0,00;209,63;8,70;0,00;0,00;
0,00;0,00;209,82;8,91;0,00;0,00;
0,00;0,00;210,01;8,57;0,00;0,00;
0,00;0,00;210,21;9,27;0,00;0,00;
0,00;0,00;210,40;8,96;0,00;0,00;
0,00;0,00;210,59;9,39;0,00;0,00;
0,00;0,00;210,78;9,18;0,00;0,00;
0,00;0,00;210,97;10,09;0,00;0,00;
0,00;0,00;211,17;9,18;0,00;0,00;
0,00;0,00;211,36;10,48;0,00;0,00;
0,00;0,00;211,55;9,61;0,00;0,00;
0,00;0,00;211,74;10,05;0,00;0,00;
0,00;0,00;211,94;10,31;0,00;0,00;
0,00;0,00;212,13;9,48;0,00;0,00;
0,00;0,00;212,32;11,05;0,00;0,00;
0,00;0,00;212,51;9,74;0,00;0,00;
0,00;0,00;212,70;11,05;0,00;0,00;
0,00;0,00;212,90;10,43;0,00;0,00;
0,00;0,00;213,09;10,31;0,00;0,00;
0,00;0,00;213,28;11,05;0,00;0,00;
0,00;0,00;213,47;10,83;0,00;0,00;
0,00;0,00;213,66;10,61;0,00;0,00;
0,00;0,00;213,85;11,00;0,00;0,00;
0,00;0,00;214,05;11,26;0,00;0,00;
0,00;0,00;214,24;10,48;0,00;0,00;
0,00;0,00;214,43;12,04;0,00;0,00;
0,00;0,00;214,62;10,57;0,00;0,00;
0,00;0,00;214,81;11,61;0,00;0,00;
0,00;0,00;215,01;11,35;0,00;0,00;
0,00;0,00;215,20;10,40;0,00;0,00;
0,00;0,00;215,39;12,27;0,00;0,00;
0,00;0,00;215,58;9,78;0,00;0,00;
0,00;0,00;215,78;13,09;0,00;0,00;
0,00;0,00;215,97;11,00;0,00;0,00;
0,00;0,00;216,16;12,09;0,00;0,00;
0,00;0,00;216,35;12,09;0,00;0,00;
0,00;0,00;216,54;10,87;0,00;0,00;
0,00;0,00;216,74;13,40;0,00;0,00;
0,00;0,00;216,93;11,09;0,00;0,00;
0,00;0,00;217,12;12,70;0,00;0,00;
0,00;0,00;217,31;12,09;0,00;0,00;
0,00;0,00;217,50;13,31;0,00;0,00;
0,00;0,00;217,69;12,18;0,00;0,00;
0,00;0,00;217,89;13,83;0,00;0,00;
0,00;0,00;218,08;12,40;0,00;0,00;
0,00;0,00;218,27;13,44;0,00;0,00;
0,00;0,00;218,46;13,70;0,00;0,00;
0,00;0,00;218,65;12,27;0,00;0,00;
0,00;0,00;218,85;14,61;0,00;0,00;
0,00;0,00;219,04;11,96;0,00;0,00;
0,00;0,00;219,23;15,70;0,00;0,00;
0,00;0,00;219,42;13,00;0,00;0,00;
0,00;0,00;219,61;14,75;0,00;0,00;
0,00;0,00;219,81;14,36;0,00;0,00;
0,00;0,00;220,00;12,52;0,00;0,00;
0,00;0,00;220,20;15,61;0,00;0,00;
0,00;0,00;220,38;11,96;0,00;0,00;
0,00;0,00;220,57;16,31;0,00;0,00;
0,00;0,00;220,77;14,00;0,00;0,00;
0,00;0,00;220,95;14,18;0,00;0,00;
0,00;0,00;221,16;15,40;0,00;0,00;
0,00;0,00;221,34;12,35;0,00;0,00;
0,00;0,00;221,53;13,88;0,00;0,00;
0,00;0,00;221,72;14,96;0,00;0,00;
0,00;0,00;221,92;15,44;0,00;0,00;
0,00;0,00;222,11;13,96;0,00;0,00;
