37434;10.03.21 16:29:32;21;Avvicinamento Pressata Fuori Ingombro;force > max. force (8);20210310080322P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;43,90;-0,02;0,00;0,00;
0,00;0,00;44,18;0,16;0,00;0,00;
0,00;0,00;44,97;0,11;0,00;0,00;
0,00;0,00;46,24;0,11;0,00;0,00;
0,00;0,00;48,03;0,13;0,00;0,00;
0,00;0,00;50,33;0,16;0,00;0,00;
0,00;0,00;53,15;0,11;0,00;0,00;
0,00;0,00;56,30;0,05;0,00;0,00;
0,00;0,00;59,42;0,11;0,00;0,00;
0,00;0,00;62,64;0,09;0,00;0,00;
0,00;0,00;65,85;0,09;0,00;0,00;
0,00;0,00;69,05;0,07;0,00;0,00;
0,00;0,00;72,25;0,07;0,00;0,00;
0,00;0,00;75,45;0,05;0,00;0,00;
0,00;0,00;78,65;0,07;0,00;0,00;
0,00;0,00;81,85;0,05;0,00;0,00;
0,00;0,00;85,05;0,07;0,00;0,00;
0,00;0,00;88,25;0,05;0,00;0,00;
0,00;0,00;91,45;0,07;0,00;0,00;
0,00;0,00;94,65;0,09;0,00;0,00;
0,00;0,00;97,85;0,02;0,00;0,00;
0,00;0,00;101,05;0,05;0,00;0,00;
0,00;0,00;104,25;0,09;0,00;0,00;
0,00;0,00;107,45;0,06;0,00;0,00;
0,00;0,00;110,65;0,11;0,00;0,00;
0,00;0,00;113,85;0,07;0,00;0,00;
0,00;0,00;117,05;0,07;0,00;0,00;
0,00;0,00;120,25;0,07;0,00;0,00;
0,00;0,00;123,45;0,09;0,00;0,00;
0,00;0,00;126,65;0,09;0,00;0,00;
0,00;0,00;129,85;0,07;0,00;0,00;
0,00;0,00;133,05;0,05;0,00;0,00;
0,00;0,00;136,25;0,09;0,00;0,00;
0,00;0,00;139,45;0,02;0,00;0,00;
0,00;0,00;142,65;0,09;0,00;0,00;
0,00;0,00;145,85;0,05;0,00;0,00;
0,00;0,00;149,05;0,07;0,00;0,00;
0,00;0,00;152,08;-0,07;0,00;0,00;
0,00;0,00;154,59;-0,02;0,00;0,00;
0,00;0,00;156,66;-0,02;0,00;0,00;
0,00;0,00;158,21;-0,02;0,00;0,00;
0,00;0,00;159,26;-0,02;0,00;0,00;
0,00;0,00;159,80;-0,09;0,00;0,00;
0,00;0,00;159,91;-0,02;0,00;0,00;
0,00;0,00;159,96;-0,02;0,00;0,00;
0,00;0,00;159,96;-0,02;0,00;0,00;
0,00;0,00;160,06;-0,02;0,00;0,00;
0,00;0,00;165,80;0,02;0,00;0,00;
0,00;0,00;174,92;0,20;0,00;0,00;
0,00;0,00;175,08;0,18;0,00;0,00;
0,00;0,00;175,24;2,01;0,00;0,00;
0,00;0,00;175,36;5,75;0,00;0,00;
0,00;0,00;175,49;9,63;0,00;0,00;
0,00;0,00;175,62;13,36;0,00;0,00;
0,00;0,00;175,76;16,57;0,00;0,00;
0,00;0,00;175,92;19,08;0,00;0,00;
0,00;0,00;176,08;21,64;0,00;0,00;
0,00;0,00;176,11;21,86;0,00;0,00;
0,00;0,00;176,13;22,14;0,00;0,00;
0,00;0,00;176,15;22,39;0,00;0,00;
0,00;0,00;176,16;22,50;0,00;0,00;
0,00;0,00;176,17;22,52;0,00;0,00;
0,00;0,00;176,18;22,61;0,00;0,00;
0,00;0,00;176,18;22,70;0,00;0,00;
0,00;0,00;176,19;22,70;0,00;0,00;
0,00;0,00;176,19;22,70;0,00;0,00;
0,00;0,00;176,20;22,70;0,00;0,00;
0,00;0,00;176,20;22,70;0,00;0,00;
0,00;0,00;176,20;22,70;0,00;0,00;
0,00;0,00;176,21;22,70;0,00;0,00;
