20217;28.05.21 10:28:28;21;Avvicinamento Pressata Finale;position < min position (11);20210527133843A0211;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;1,12;0,04;0,00;0,00;
0,00;0,00;4,20;-0,05;0,00;0,00;
0,00;0,00;8,82;0,04;0,00;0,00;
0,00;0,00;13,62;0,04;0,00;0,00;
0,00;0,00;18,42;0,04;0,00;0,00;
0,00;0,00;23,22;0,04;0,00;0,00;
0,00;0,00;28,02;-0,01;0,00;0,00;
0,00;0,00;32,82;-0,01;0,00;0,00;
0,00;0,00;61,62;0,04;0,00;0,00;
0,00;0,00;95,22;-0,01;0,00;0,00;
0,00;0,00;100,02;-0,01;0,00;0,00;
0,00;0,00;104,82;-0,04;0,00;0,00;
0,00;0,00;109,62;-0,04;0,00;0,00;
0,00;0,00;128,82;-0,04;0,00;0,00;
0,00;0,00;148,02;-0,01;0,00;0,00;
0,00;0,00;162,42;-0,09;0,00;0,00;
0,00;0,00;167,22;-0,04;0,00;0,00;
0,00;0,00;172,02;-0,04;0,00;0,00;
0,00;0,00;186,42;-0,04;0,00;0,00;
0,00;0,00;200,82;-0,04;0,00;0,00;
0,00;0,00;216,61;-0,04;0,00;0,00;
0,00;0,00;216,99;0,04;0,00;0,00;
0,00;0,00;217,94;0,04;0,00;0,00;
0,00;0,00;218,32;0,04;0,00;0,00;
0,00;0,00;218,52;0,04;0,00;0,00;
0,00;0,00;219,09;0,04;0,00;0,00;
0,00;0,00;219,48;0,08;0,00;0,00;
0,00;0,00;219,67;0,04;0,00;0,00;
0,00;0,00;220,24;0,04;0,00;0,00;
0,00;0,00;220,82;0,08;0,00;0,00;
0,00;0,00;221,01;0,08;0,00;0,00;
0,00;0,00;221,40;0,04;0,00;0,00;
0,00;0,00;221,78;0,04;0,00;0,00;
0,00;0,00;221,97;0,08;0,00;0,00;
0,00;0,00;222,16;0,04;0,00;0,00;
0,00;0,00;223,51;0,04;0,00;0,00;
0,00;0,00;223,70;0,04;0,00;0,00;
0,00;0,00;223,89;0,04;0,00;0,00;
0,00;0,00;224,08;0,04;0,00;0,00;
0,00;0,00;224,28;0,04;0,00;0,00;
0,00;0,00;224,47;0,04;0,00;0,00;
0,00;0,00;224,66;0,08;0,00;0,00;
0,00;0,00;224,85;0,04;0,00;0,00;
0,00;0,00;225,04;0,08;0,00;0,00;
0,00;0,00;225,24;0,04;0,00;0,00;
0,00;0,00;225,62;0,04;0,00;0,00;
0,00;0,00;225,81;0,04;0,00;0,00;
0,00;0,00;226,58;0,04;0,00;0,00;
0,00;0,00;227,16;0,04;0,00;0,00;
0,00;0,00;227,35;0,08;0,00;0,00;
0,00;0,00;227,54;0,04;0,00;0,00;
0,00;0,00;227,73;0,04;0,00;0,00;
0,00;0,00;227,92;0,08;0,00;0,00;
0,00;0,00;228,12;0,04;0,00;0,00;
0,00;0,00;228,31;0,08;0,00;0,00;
0,00;0,00;228,50;0,04;0,00;0,00;
0,00;0,00;228,69;0,04;0,00;0,00;
0,00;0,00;228,88;0,04;0,00;0,00;
0,00;0,00;229,46;0,04;0,00;0,00;
0,00;0,00;229,65;0,04;0,00;0,00;
0,00;0,00;229,84;0,04;0,00;0,00;
0,00;0,00;230,23;0,04;0,00;0,00;
0,00;0,00;230,80;0,08;0,00;0,00;
0,00;0,00;231,19;0,04;0,00;0,00;
0,00;0,00;231,76;0,04;0,00;0,00;
0,00;0,00;231,96;0,08;0,00;0,00;
0,00;0,00;232,34;0,08;0,00;0,00;
0,00;0,00;232,53;0,04;0,00;0,00;
0,00;0,00;232,72;0,08;0,00;0,00;
0,00;0,00;233,49;0,04;0,00;0,00;
0,00;0,00;233,88;0,08;0,00;0,00;
0,00;0,00;234,07;0,04;0,00;0,00;
0,00;0,00;234,26;0,04;0,00;0,00;
0,00;0,00;234,45;0,04;0,00;0,00;
0,00;0,00;234,64;0,04;0,00;0,00;
0,00;0,00;234,84;0,08;0,00;0,00;
0,00;0,00;235,03;0,04;0,00;0,00;
0,00;0,00;235,22;0,04;0,00;0,00;
0,00;0,00;235,41;0,04;0,00;0,00;
0,00;0,00;235,80;0,04;0,00;0,00;
0,00;0,00;235,99;0,04;0,00;0,00;
0,00;0,00;236,18;0,08;0,00;0,00;
0,00;0,00;236,56;0,17;0,00;0,00;
0,00;0,00;236,76;0,21;0,00;0,00;
0,00;0,00;236,95;0,35;0,00;0,00;
0,00;0,00;237,14;0,52;0,00;0,00;
0,00;0,00;237,33;0,52;0,00;0,00;
0,00;0,00;237,52;0,60;0,00;0,00;
0,00;0,00;237,72;0,56;0,00;0,00;
0,00;0,00;237,91;0,52;0,00;0,00;
0,00;0,00;238,10;0,52;0,00;0,00;
0,00;0,00;238,29;0,52;0,00;0,00;
0,00;0,00;238,48;0,48;0,00;0,00;
0,00;0,00;238,68;0,52;0,00;0,00;
0,00;0,00;238,87;0,65;0,00;0,00;
0,00;0,00;239,05;2,13;0,00;0,00;
0,00;0,00;239,24;4,56;0,00;0,00;
0,00;0,00;239,43;5,39;0,00;0,00;
0,00;0,00;239,64;4,34;0,00;0,00;
0,00;0,00;239,83;4,22;0,00;0,00;
0,00;0,00;240,02;4,38;0,00;0,00;
0,00;0,00;240,21;4,43;0,00;0,00;
0,00;0,00;240,40;4,43;0,00;0,00;
0,00;0,00;240,59;4,61;0,00;0,00;
0,00;0,00;240,79;4,56;0,00;0,00;
0,00;0,00;240,98;4,87;0,00;0,00;
0,00;0,00;241,17;4,87;0,00;0,00;
0,00;0,00;241,36;4,95;0,00;0,00;
0,00;0,00;241,56;5,09;0,00;0,00;
0,00;0,00;241,75;5,09;0,00;0,00;
0,00;0,00;241,94;5,30;0,00;0,00;
0,00;0,00;242,13;5,39;0,00;0,00;
0,00;0,00;242,32;5,48;0,00;0,00;
0,00;0,00;242,51;5,65;0,00;0,00;
0,00;0,00;242,71;5,60;0,00;0,00;
0,00;0,00;242,90;5,78;0,00;0,00;
0,00;0,00;243,09;5,87;0,00;0,00;
0,00;0,00;243,28;5,95;0,00;0,00;
0,00;0,00;243,48;6,08;0,00;0,00;
0,00;0,00;243,67;6,13;0,00;0,00;
0,00;0,00;243,86;6,30;0,00;0,00;
0,00;0,00;244,05;6,43;0,00;0,00;
0,00;0,00;244,24;6,52;0,00;0,00;
0,00;0,00;244,44;6,65;0,00;0,00;
0,00;0,00;244,63;6,79;0,00;0,00;
0,00;0,00;244,82;6,79;0,00;0,00;
0,00;0,00;245,01;6,87;0,00;0,00;
0,00;0,00;245,20;6,96;0,00;0,00;
0,00;0,00;245,40;7,00;0,00;0,00;
0,00;0,00;245,59;7,09;0,00;0,00;
0,00;0,00;245,78;7,12;0,00;0,00;
0,00;0,00;245,97;7,30;0,00;0,00;
0,00;0,00;246,16;7,35;0,00;0,00;
0,00;0,00;246,35;7,56;0,00;0,00;
0,00;0,00;246,55;7,52;0,00;0,00;
0,00;0,00;246,74;7,60;0,00;0,00;
0,00;0,00;246,93;7,56;0,00;0,00;
0,00;0,00;247,12;7,56;0,00;0,00;
0,00;0,00;247,32;7,65;0,00;0,00;
0,00;0,00;247,51;7,74;0,00;0,00;
0,00;0,00;247,70;7,60;0,00;0,00;
0,00;0,00;247,89;7,74;0,00;0,00;
0,00;0,00;248,08;7,82;0,00;0,00;
0,00;0,00;248,28;7,74;0,00;0,00;
0,00;0,00;248,47;7,86;0,00;0,00;
0,00;0,00;248,66;7,83;0,00;0,00;
0,00;0,00;248,85;8,00;0,00;0,00;
0,00;0,00;249,04;8,04;0,00;0,00;
0,00;0,00;249,24;8,04;0,00;0,00;
0,00;0,00;249,43;8,17;0,00;0,00;
0,00;0,00;249,62;8,09;0,00;0,00;
0,00;0,00;249,81;8,22;0,00;0,00;
0,00;0,00;250,00;8,26;0,00;0,00;
0,00;0,00;250,20;8,31;0,00;0,00;
0,00;0,00;250,39;8,52;0,00;0,00;
0,00;0,00;250,58;8,48;0,00;0,00;
0,00;0,00;250,77;8,65;0,00;0,00;
0,00;0,00;250,96;8,69;0,00;0,00;
0,00;0,00;251,15;8,73;0,00;0,00;
0,00;0,00;251,35;8,96;0,00;0,00;
0,00;0,00;251,54;8,87;0,00;0,00;
