13678;21.07.21 11:04:28;21;Avvicinamento Pressata Fuori Ingombro;Alcun errore (0);20210721082905P0043;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;25,10;-0,05;0,00;0,00;
0,00;0,00;25,37;0,05;0,00;0,00;
0,00;0,00;26,17;0,11;0,00;0,00;
0,00;0,00;27,44;0,13;0,00;0,00;
0,00;0,00;29,23;0,04;0,00;0,00;
0,00;0,00;31,52;0,09;0,00;0,00;
0,00;0,00;34,35;0,09;0,00;0,00;
0,00;0,00;37,51;0,05;0,00;0,00;
0,00;0,00;40,62;0,11;0,00;0,00;
0,00;0,00;43,84;0,02;0,00;0,00;
0,00;0,00;47,05;0,11;0,00;0,00;
0,00;0,00;50,25;0,06;0,00;0,00;
0,00;0,00;56,65;0,06;0,00;0,00;
0,00;0,00;59,85;0,04;0,00;0,00;
0,00;0,00;63,05;0,13;0,00;0,00;
0,00;0,00;66,25;0,04;0,00;0,00;
0,00;0,00;72,65;0,02;0,00;0,00;
0,00;0,00;75,85;0,04;0,00;0,00;
0,00;0,00;79,05;0,06;0,00;0,00;
0,00;0,00;82,25;0,07;0,00;0,00;
0,00;0,00;88,65;0,02;0,00;0,00;
0,00;0,00;91,85;0,02;0,00;0,00;
0,00;0,00;95,05;0,09;0,00;0,00;
0,00;0,00;98,25;0,04;0,00;0,00;
0,00;0,00;104,65;0,05;0,00;0,00;
0,00;0,00;107,85;0,04;0,00;0,00;
0,00;0,00;111,05;0,06;0,00;0,00;
0,00;0,00;114,25;0,07;0,00;0,00;
0,00;0,00;117,45;0,02;0,00;0,00;
0,00;0,00;120,65;0,05;0,00;0,00;
0,00;0,00;127,05;0,11;0,00;0,00;
0,00;0,00;129,94;-0,05;0,00;0,00;
0,00;0,00;132,35;-0,07;0,00;0,00;
0,00;0,00;135,70;-0,02;0,00;0,00;
0,00;0,00;136,61;-0,02;0,00;0,00;
0,00;0,00;137,01;-0,09;0,00;0,00;
0,00;0,00;137,09;-0,02;0,00;0,00;
0,00;0,00;137,11;0,04;0,00;0,00;
0,00;0,00;137,19;-0,02;0,00;0,00;
0,00;0,00;137,43;0,05;0,00;0,00;
0,00;0,00;137,51;0,02;0,00;0,00;
0,00;0,00;138,87;0,02;0,00;0,00;
0,00;0,00;138,95;0,02;0,00;0,00;
0,00;0,00;139,03;0,02;0,00;0,00;
0,00;0,00;139,11;0,02;0,00;0,00;
0,00;0,00;139,83;0,02;0,00;0,00;
0,00;0,00;140,31;0,02;0,00;0,00;
0,00;0,00;140,63;0,02;0,00;0,00;
0,00;0,00;141,59;0,02;0,00;0,00;
0,00;0,00;141,91;0,02;0,00;0,00;
0,00;0,00;141,99;0,02;0,00;0,00;
0,00;0,00;142,15;0,02;0,00;0,00;
0,00;0,00;142,31;0,02;0,00;0,00;
0,00;0,00;142,39;0,02;0,00;0,00;
0,00;0,00;142,47;0,02;0,00;0,00;
0,00;0,00;142,63;0,02;0,00;0,00;
0,00;0,00;142,71;0,05;0,00;0,00;
0,00;0,00;142,87;0,02;0,00;0,00;
0,00;0,00;143,03;0,02;0,00;0,00;
0,00;0,00;143,27;0,05;0,00;0,00;
