12252;30.11.20 14:27:52;22;Avvicinamento pre-pressata pressata Fuori Ingombro;position > max position (10);20201126155734P0003;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;0,05;0,04;0,00;0,00;
0,00;0,00;0,59;0,06;0,00;0,00;
0,00;0,00;1,63;0,05;0,00;0,00;
0,00;0,00;3,18;0,06;0,00;0,00;
0,00;0,00;5,24;0,04;0,00;0,00;
0,00;0,00;7,82;0,07;0,00;0,00;
0,00;0,00;10,90;0,07;0,00;0,00;
0,00;0,00;14,38;0,03;0,00;0,00;
0,00;0,00;17,89;0,04;0,00;0,00;
0,00;0,00;21,41;0,03;0,00;0,00;
0,00;0,00;24,93;0,03;0,00;0,00;
0,00;0,00;28,45;0,04;0,00;0,00;
0,00;0,00;31,97;0,04;0,00;0,00;
0,00;0,00;35,49;0,03;0,00;0,00;
0,00;0,00;39,01;0,03;0,00;0,00;
0,00;0,00;42,53;0,03;0,00;0,00;
0,00;0,00;46,04;0,03;0,00;0,00;
0,00;0,00;49,57;0,04;0,00;0,00;
0,00;0,00;53,09;0,04;0,00;0,00;
0,00;0,00;56,61;0,04;0,00;0,00;
0,00;0,00;60,13;0,03;0,00;0,00;
0,00;0,00;63,65;0,03;0,00;0,00;
0,00;0,00;67,16;0,03;0,00;0,00;
0,00;0,00;70,69;0,04;0,00;0,00;
0,00;0,00;74,21;0,04;0,00;0,00;
0,00;0,00;77,73;0,04;0,00;0,00;
0,00;0,00;81,25;0,04;0,00;0,00;
0,00;0,00;84,77;0,04;0,00;0,00;
0,00;0,00;88,28;0,04;0,00;0,00;
0,00;0,00;91,81;0,03;0,00;0,00;
0,00;0,00;95,33;0,03;0,00;0,00;
0,00;0,00;98,85;0,02;0,00;0,00;
0,00;0,00;102,37;0,03;0,00;0,00;
0,00;0,00;105,66;0,01;0,00;0,00;
0,00;0,00;108,48;0,01;0,00;0,00;
0,00;0,00;112,60;0,00;0,00;0,00;
0,00;0,00;114,99;0,00;0,00;0,00;
0,00;0,00;115,01;0,01;0,00;0,00;
0,00;0,00;115,52;0,01;0,00;0,00;
0,00;0,00;115,63;0,01;0,00;0,00;
0,00;0,00;115,74;0,01;0,00;0,00;
0,00;0,00;116,08;0,01;0,00;0,00;
0,00;0,00;116,19;0,01;0,00;0,00;
0,00;0,00;116,31;0,01;0,00;0,00;
0,00;0,00;116,42;0,01;0,00;0,00;
0,00;0,00;116,53;0,01;0,00;0,00;
0,00;0,00;116,64;0,01;0,00;0,00;
0,00;0,00;116,75;0,02;0,00;0,00;
0,00;0,00;116,87;0,01;0,00;0,00;
0,00;0,00;116,98;0,01;0,00;0,00;
0,00;0,00;117,20;0,01;0,00;0,00;
0,00;0,00;117,31;0,01;0,00;0,00;
0,00;0,00;117,42;0,01;0,00;0,00;
0,00;0,00;117,65;0,01;0,00;0,00;
0,00;0,00;117,76;0,01;0,00;0,00;
0,00;0,00;117,87;0,02;0,00;0,00;
0,00;0,00;117,99;0,01;0,00;0,00;
0,00;0,00;118,10;0,01;0,00;0,00;
0,00;0,00;118,21;0,01;0,00;0,00;
