3470;24.01.20 14:46:44;22;Avvicinamento pre-pressata pressata Fuori Ingombro;force < min. force (9);20200124135925;
0,00;0,00;144,97;0,23;0,00;0,00;
0,00;0,00;145,11;0,23;0,00;0,00;
0,00;0,00;145,24;0,23;0,00;0,00;
0,00;0,00;145,40;0,31;0,00;0,00;
0,00;0,00;145,56;0,31;0,00;0,00;
0,00;0,00;145,72;0,31;0,00;0,00;
0,00;0,00;145,88;0,31;0,00;0,00;
0,00;0,00;146,04;0,31;0,00;0,00;
0,00;0,00;146,20;0,31;0,00;0,00;
0,00;0,00;146,36;0,31;0,00;0,00;
0,00;0,00;146,52;0,31;0,00;0,00;
0,00;0,00;146,68;0,31;0,00;0,00;
0,00;0,00;146,84;0,37;0,00;0,00;
0,00;0,00;147,00;0,31;0,00;0,00;
0,00;0,00;147,16;0,37;0,00;0,00;
0,00;0,00;147,32;0,31;0,00;0,00;
0,00;0,00;147,48;0,37;0,00;0,00;
0,00;0,00;147,64;0,31;0,00;0,00;
0,00;0,00;147,80;0,31;0,00;0,00;
0,00;0,00;147,96;0,37;0,00;0,00;
0,00;0,00;148,12;0,31;0,00;0,00;
0,00;0,00;148,28;0,31;0,00;0,00;
0,00;0,00;148,44;0,31;0,00;0,00;
0,00;0,00;148,60;0,31;0,00;0,00;
0,00;0,00;148,76;0,37;0,00;0,00;
0,00;0,00;148,92;0,45;0,00;0,00;
0,00;0,00;148,95;0,37;0,00;0,00;
0,00;0,00;148,95;0,31;0,00;0,00;
0,00;0,00;148,71;-0,08;0,00;0,00;
0,00;0,00;147,43;0,08;0,00;0,00;
0,00;0,00;147,00;-0,16;0,00;0,00;
0,00;0,00;146,94;0,08;0,00;0,00;
0,00;0,00;147,06;0,37;0,00;0,00;
0,00;0,00;147,20;0,45;0,00;0,00;
0,00;0,00;147,35;0,31;0,00;0,00;
0,00;0,00;147,52;0,31;0,00;0,00;
0,00;0,00;147,68;0,31;0,00;0,00;
0,00;0,00;147,84;0,31;0,00;0,00;
0,00;0,00;148,00;0,37;0,00;0,00;
0,00;0,00;148,16;0,37;0,00;0,00;
0,00;0,00;148,32;0,31;0,00;0,00;
0,00;0,00;148,48;0,31;0,00;0,00;
0,00;0,00;148,64;0,31;0,00;0,00;
0,00;0,00;148,80;0,31;0,00;0,00;
0,00;0,00;148,96;0,31;0,00;0,00;
0,00;0,00;149,12;0,31;0,00;0,00;
0,00;0,00;149,28;0,31;0,00;0,00;
0,00;0,00;149,44;0,31;0,00;0,00;
0,00;0,00;149,60;0,31;0,00;0,00;
0,00;0,00;149,76;0,31;0,00;0,00;
0,00;0,00;149,92;0,37;0,00;0,00;
0,00;0,00;150,08;0,31;0,00;0,00;
0,00;0,00;150,24;0,31;0,00;0,00;
0,00;0,00;150,40;0,37;0,00;0,00;
0,00;0,00;150,56;0,37;0,00;0,00;
0,00;0,00;150,72;0,31;0,00;0,00;
0,00;0,00;150,88;0,45;0,00;0,00;
0,00;0,00;151,04;0,45;0,00;0,00;
0,00;0,00;151,20;0,37;0,00;0,00;
0,00;0,00;151,36;0,31;0,00;0,00;
0,00;0,00;151,52;0,45;0,00;0,00;
0,00;0,00;151,68;0,37;0,00;0,00;
0,00;0,00;151,84;0,37;0,00;0,00;
0,00;0,00;152,00;0,45;0,00;0,00;
0,00;0,00;152,16;0,31;0,00;0,00;
0,00;0,00;152,32;0,45;0,00;0,00;
0,00;0,00;152,48;0,37;0,00;0,00;
0,00;0,00;152,64;0,31;0,00;0,00;
0,00;0,00;152,80;0,31;0,00;0,00;
0,00;0,00;152,96;0,31;0,00;0,00;
0,00;0,00;153,12;0,37;0,00;0,00;
0,00;0,00;153,28;0,37;0,00;0,00;
0,00;0,00;153,44;0,37;0,00;0,00;
0,00;0,00;153,60;0,37;0,00;0,00;
0,00;0,00;153,76;0,31;0,00;0,00;
0,00;0,00;153,92;0,37;0,00;0,00;
0,00;0,00;154,08;0,37;0,00;0,00;
0,00;0,00;154,24;0,31;0,00;0,00;
0,00;0,00;154,40;0,37;0,00;0,00;
0,00;0,00;154,56;0,37;0,00;0,00;
0,00;0,00;154,72;0,37;0,00;0,00;
0,00;0,00;154,88;0,37;0,00;0,00;
0,00;0,00;155,04;0,31;0,00;0,00;
0,00;0,00;155,20;0,37;0,00;0,00;
0,00;0,00;155,36;0,45;0,00;0,00;
0,00;0,00;155,52;0,31;0,00;0,00;
0,00;0,00;155,68;0,37;0,00;0,00;
0,00;0,00;155,84;0,37;0,00;0,00;
0,00;0,00;156,00;0,45;0,00;0,00;
0,00;0,00;156,16;0,45;0,00;0,00;
0,00;0,00;156,32;0,37;0,00;0,00;
0,00;0,00;156,48;0,37;0,00;0,00;
0,00;0,00;156,64;0,45;0,00;0,00;
0,00;0,00;156,80;0,37;0,00;0,00;
0,00;0,00;156,96;0,53;0,00;0,00;
0,00;0,00;157,12;0,45;0,00;0,00;
0,00;0,00;157,28;0,31;0,00;0,00;
0,00;0,00;157,44;0,45;0,00;0,00;
0,00;0,00;157,60;0,37;0,00;0,00;
0,00;0,00;157,76;0,45;0,00;0,00;
0,00;0,00;157,92;0,37;0,00;0,00;
0,00;0,00;158,08;0,31;0,00;0,00;
0,00;0,00;158,24;0,45;0,00;0,00;
0,00;0,00;158,40;0,37;0,00;0,00;
0,00;0,00;158,56;0,37;0,00;0,00;
0,00;0,00;158,72;0,37;0,00;0,00;
0,00;0,00;158,88;0,45;0,00;0,00;
0,00;0,00;159,04;0,37;0,00;0,00;
0,00;0,00;159,20;0,31;0,00;0,00;
0,00;0,00;159,36;0,37;0,00;0,00;
0,00;0,00;159,52;0,53;0,00;0,00;
0,00;0,00;159,68;0,45;0,00;0,00;
0,00;0,00;159,84;0,31;0,00;0,00;
0,00;0,00;160,00;0,31;0,00;0,00;
0,00;0,00;160,16;0,31;0,00;0,00;
0,00;0,00;160,32;0,31;0,00;0,00;
0,00;0,00;160,48;0,31;0,00;0,00;
0,00;0,00;160,64;0,31;0,00;0,00;
0,00;0,00;160,80;0,45;0,00;0,00;
0,00;0,00;160,96;0,37;0,00;0,00;
0,00;0,00;161,12;0,45;0,00;0,00;
0,00;0,00;161,28;0,31;0,00;0,00;
0,00;0,00;161,44;0,37;0,00;0,00;
0,00;0,00;161,60;0,53;0,00;0,00;
0,00;0,00;161,76;0,45;0,00;0,00;
0,00;0,00;161,92;0,37;0,00;0,00;
0,00;0,00;162,08;0,61;0,00;0,00;
0,00;0,00;162,24;0,37;0,00;0,00;
0,00;0,00;162,40;0,45;0,00;0,00;
0,00;0,00;162,56;0,31;0,00;0,00;
0,00;0,00;162,72;0,45;0,00;0,00;
0,00;0,00;162,88;0,31;0,00;0,00;
0,00;0,00;163,04;0,37;0,00;0,00;
0,00;0,00;163,20;0,31;0,00;0,00;
0,00;0,00;163,36;0,37;0,00;0,00;
0,00;0,00;163,52;0,37;0,00;0,00;
0,00;0,00;163,68;0,37;0,00;0,00;
0,00;0,00;163,84;0,31;0,00;0,00;
0,00;0,00;164,00;0,37;0,00;0,00;
0,00;0,00;164,16;0,31;0,00;0,00;
0,00;0,00;164,32;0,31;0,00;0,00;
0,00;0,00;164,48;0,31;0,00;0,00;
0,00;0,00;164,64;0,45;0,00;0,00;
0,00;0,00;164,80;0,45;0,00;0,00;
0,00;0,00;164,96;0,37;0,00;0,00;
0,00;0,00;165,12;0,31;0,00;0,00;
0,00;0,00;165,28;0,45;0,00;0,00;
0,00;0,00;165,44;0,37;0,00;0,00;
0,00;0,00;165,60;0,31;0,00;0,00;
0,00;0,00;165,76;0,31;0,00;0,00;
0,00;0,00;165,92;0,37;0,00;0,00;
0,00;0,00;166,08;0,37;0,00;0,00;
0,00;0,00;166,24;0,37;0,00;0,00;
0,00;0,00;166,40;0,37;0,00;0,00;
0,00;0,00;166,56;0,31;0,00;0,00;
0,00;0,00;166,72;0,37;0,00;0,00;
0,00;0,00;166,88;0,45;0,00;0,00;
0,00;0,00;167,04;0,37;0,00;0,00;
0,00;0,00;167,20;0,45;0,00;0,00;
0,00;0,00;167,36;0,53;0,00;0,00;
0,00;0,00;167,52;0,37;0,00;0,00;
0,00;0,00;167,68;0,45;0,00;0,00;
0,00;0,00;167,84;0,37;0,00;0,00;
0,00;0,00;168,00;0,37;0,00;0,00;
0,00;0,00;168,16;0,37;0,00;0,00;
0,00;0,00;168,32;0,37;0,00;0,00;
0,00;0,00;168,48;0,37;0,00;0,00;
0,00;0,00;168,64;0,31;0,00;0,00;
0,00;0,00;168,80;0,31;0,00;0,00;
0,00;0,00;168,96;0,45;0,00;0,00;
0,00;0,00;169,12;0,37;0,00;0,00;
0,00;0,00;169,28;0,31;0,00;0,00;
0,00;0,00;169,44;0,37;0,00;0,00;
0,00;0,00;169,60;0,37;0,00;0,00;
0,00;0,00;169,76;0,37;0,00;0,00;
0,00;0,00;169,92;0,37;0,00;0,00;
0,00;0,00;170,08;0,37;0,00;0,00;
0,00;0,00;170,24;0,45;0,00;0,00;
0,00;0,00;170,40;0,37;0,00;0,00;
0,00;0,00;170,56;0,37;0,00;0,00;
0,00;0,00;170,72;0,37;0,00;0,00;
0,00;0,00;170,88;0,37;0,00;0,00;
0,00;0,00;171,04;0,37;0,00;0,00;
0,00;0,00;171,20;0,37;0,00;0,00;
0,00;0,00;171,36;0,45;0,00;0,00;
0,00;0,00;171,52;0,31;0,00;0,00;
0,00;0,00;171,68;0,37;0,00;0,00;
0,00;0,00;171,84;0,31;0,00;0,00;
0,00;0,00;172,00;0,37;0,00;0,00;
0,00;0,00;172,16;0,37;0,00;0,00;
0,00;0,00;172,32;0,45;0,00;0,00;
0,00;0,00;172,48;0,31;0,00;0,00;
0,00;0,00;172,64;0,45;0,00;0,00;
0,00;0,00;172,80;0,31;0,00;0,00;
0,00;0,00;172,96;0,37;0,00;0,00;
0,00;0,00;173,12;0,31;0,00;0,00;
0,00;0,00;173,28;0,45;0,00;0,00;
0,00;0,00;173,44;0,37;0,00;0,00;
0,00;0,00;173,60;0,31;0,00;0,00;
0,00;0,00;173,76;0,37;0,00;0,00;
0,00;0,00;173,92;0,31;0,00;0,00;
0,00;0,00;174,08;0,45;0,00;0,00;
0,00;0,00;174,24;0,31;0,00;0,00;
0,00;0,00;174,40;0,31;0,00;0,00;
0,00;0,00;174,56;0,45;0,00;0,00;
0,00;0,00;174,72;0,37;0,00;0,00;
0,00;0,00;174,88;0,45;0,00;0,00;
0,00;0,00;175,04;0,37;0,00;0,00;
0,00;0,00;175,20;0,37;0,00;0,00;
0,00;0,00;175,36;0,31;0,00;0,00;
0,00;0,00;175,52;0,31;0,00;0,00;
0,00;0,00;175,68;0,37;0,00;0,00;
0,00;0,00;175,84;0,37;0,00;0,00;
0,00;0,00;176,00;0,45;0,00;0,00;
0,00;0,00;176,16;0,31;0,00;0,00;
0,00;0,00;176,32;0,31;0,00;0,00;
0,00;0,00;176,48;0,31;0,00;0,00;
0,00;0,00;176,64;0,45;0,00;0,00;
0,00;0,00;176,80;0,37;0,00;0,00;
0,00;0,00;176,96;0,31;0,00;0,00;
0,00;0,00;177,12;0,31;0,00;0,00;
0,00;0,00;177,28;0,37;0,00;0,00;
0,00;0,00;177,44;0,31;0,00;0,00;
0,00;0,00;177,60;0,31;0,00;0,00;
0,00;0,00;177,76;0,45;0,00;0,00;
0,00;0,00;177,92;0,45;0,00;0,00;
0,00;0,00;178,08;0,31;0,00;0,00;
0,00;0,00;178,24;0,37;0,00;0,00;
0,00;0,00;178,40;0,31;0,00;0,00;
0,00;0,00;178,56;0,45;0,00;0,00;
0,00;0,00;178,72;0,37;0,00;0,00;
0,00;0,00;178,88;0,31;0,00;0,00;
0,00;0,00;179,04;0,31;0,00;0,00;
0,00;0,00;179,20;0,45;0,00;0,00;
0,00;0,00;179,29;0,31;0,00;0,00;
0,00;0,00;179,30;0,37;0,00;0,00;
0,00;0,00;179,30;0,45;0,00;0,00;
0,00;0,00;179,30;0,31;0,00;0,00;
0,00;0,00;179,30;0,31;0,00;0,00;
0,00;0,00;179,30;0,37;0,00;0,00;
0,00;0,00;179,30;0,31;0,00;0,00;
0,00;0,00;179,30;0,31;0,00;0,00;
0,00;0,00;179,30;0,37;0,00;0,00;
0,00;0,00;179,30;0,45;0,00;0,00;
0,00;0,00;179,30;0,31;0,00;0,00;
