63438;08.07.21 09:43:49;10;Repair_strategy;force > max. force (8);20210707162305P0050;
Envelope-Pos-Up;Envelop-Force-Up;Chart-Pos;Chart-Force;Envelope-Pos-Low;Envelope-Force-Low;
0,00;0,00;44,18;0,13;0,00;0,00;
0,00;0,00;44,98;0,13;0,00;0,00;
0,00;0,00;46,24;0,11;0,00;0,00;
0,00;0,00;48,03;0,11;0,00;0,00;
0,00;0,00;50,33;0,20;0,00;0,00;
0,00;0,00;53,15;0,11;0,00;0,00;
0,00;0,00;56,31;0,02;0,00;0,00;
0,00;0,00;59,43;0,06;0,00;0,00;
0,00;0,00;62,64;0,09;0,00;0,00;
0,00;0,00;65,85;0,06;0,00;0,00;
0,00;0,00;69,05;0,04;0,00;0,00;
0,00;0,00;72,25;0,02;0,00;0,00;
0,00;0,00;75,45;0,04;0,00;0,00;
0,00;0,00;78,65;0,06;0,00;0,00;
0,00;0,00;81,85;0,06;0,00;0,00;
0,00;0,00;85,05;0,06;0,00;0,00;
0,00;0,00;88,25;0,06;0,00;0,00;
0,00;0,00;91,45;0,06;0,00;0,00;
0,00;0,00;94,65;0,06;0,00;0,00;
0,00;0,00;97,85;0,04;0,00;0,00;
0,00;0,00;101,05;0,04;0,00;0,00;
0,00;0,00;104,25;0,09;0,00;0,00;
0,00;0,00;107,45;0,06;0,00;0,00;
0,00;0,00;110,65;0,11;0,00;0,00;
0,00;0,00;113,85;0,06;0,00;0,00;
0,00;0,00;117,05;0,06;0,00;0,00;
0,00;0,00;120,25;0,06;0,00;0,00;
0,00;0,00;123,45;0,11;0,00;0,00;
0,00;0,00;126,65;0,11;0,00;0,00;
0,00;0,00;129,85;0,06;0,00;0,00;
0,00;0,00;133,05;0,02;0,00;0,00;
0,00;0,00;136,25;0,09;0,00;0,00;
0,00;0,00;139,45;0,06;0,00;0,00;
0,00;0,00;142,65;0,11;0,00;0,00;
0,00;0,00;145,85;0,02;0,00;0,00;
0,00;0,00;149,05;0,04;0,00;0,00;
0,00;0,00;152,08;-0,07;0,00;0,00;
0,00;0,00;154,59;-0,02;0,00;0,00;
0,00;0,00;156,66;-0,03;0,00;0,00;
0,00;0,00;159,26;-0,07;0,00;0,00;
0,00;0,00;159,79;-0,07;0,00;0,00;
0,00;0,00;159,91;-0,02;0,00;0,00;
0,00;0,00;159,96;-0,02;0,00;0,00;
0,00;0,00;160,05;-0,02;0,00;0,00;
0,00;0,00;160,20;0,04;0,00;0,00;
0,00;0,00;172,84;0,02;0,00;0,00;
0,00;0,00;174,44;0,02;0,00;0,00;
0,00;0,00;174,60;0,02;0,00;0,00;
0,00;0,00;174,76;0,18;0,00;0,00;
0,00;0,00;174,92;0,24;0,00;0,00;
0,00;0,00;175,07;2,08;0,00;0,00;
0,00;0,00;175,21;4,95;0,00;0,00;
0,00;0,00;175,34;8,00;0,00;0,00;
0,00;0,00;175,48;12,02;0,00;0,00;
0,00;0,00;175,61;16,70;0,00;0,00;
0,00;0,00;175,74;21,45;0,00;0,00;
0,00;0,00;175,79;23,13;0,00;0,00;
0,00;0,00;175,81;24,17;0,00;0,00;
0,00;0,00;175,83;24,71;0,00;0,00;
0,00;0,00;175,85;25,12;0,00;0,00;
0,00;0,00;175,86;25,50;0,00;0,00;
0,00;0,00;175,87;25,82;0,00;0,00;
0,00;0,00;175,88;26,20;0,00;0,00;
0,00;0,00;175,90;26,48;0,00;0,00;
0,00;0,00;175,90;26,57;0,00;0,00;
0,00;0,00;175,91;26,59;0,00;0,00;
0,00;0,00;175,91;26,63;0,00;0,00;
0,00;0,00;175,91;26,66;0,00;0,00;
0,00;0,00;175,92;26,68;0,00;0,00;
